"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_2422",2219,4940,"Cell",0,"Young",-0.327384487834842,"4"
"Cell_2423",715,1132,"Cell",0,"Young",0.241620542176049,"3"
"Cell_2424",1117,2118,"Cell",0,"Young",0.233471563304994,"2"
"Cell_2425",1231,2092,"Cell",0,"Young",0.0686153034731268,"3"
"Cell_2426",1030,1716,"Cell",0,"Young",-0.405848296551762,"0"
"Cell_2427",631,957,"Cell",0,"Young",0.137574634115194,"2"
"Cell_2428",1030,1862,"Cell",0,"Young",-0.0578477207645932,"1"
"Cell_2429",657,1074,"Cell",0,"Young",-0.544334915602473,"0"
"Cell_2430",1166,3168,"Cell",0,"Young",-0.0405975905948536,"9"
"Cell_2431",819,1228,"Cell",0,"Young",0.0362652740757597,"1"
"Cell_2432",1321,2419,"Cell",0,"Young",-0.43913264014086,"0"
"Cell_2433",293,1330,"Cell",0,"Young",-0.386267796838356,"4"
"Cell_2434",1665,3299,"Cell",0,"Young",-0.0668510201188719,"3"
"Cell_2435",1550,3175,"Cell",0,"Young",-0.297639535307813,"6"
"Cell_2436",649,919,"Cell",0,"Young",0.137242275967002,"2"
"Cell_2437",1479,2775,"Cell",0,"Young",-0.133932932267837,"4"
"Cell_2438",1788,3773,"Cell",0,"Young",-0.368233486299972,"3"
"Cell_2439",828,1247,"Cell",0,"Young",0.155821516165631,"2"
"Cell_2440",893,1422,"Cell",0,"Young",-0.0590160821719229,"4"
"Cell_2441",1415,2850,"Cell",0,"Young",-0.0677144435549696,"1"
"Cell_2442",1475,2901,"Cell",0,"Young",0.0375862559920634,"3"
"Cell_2443",1120,1895,"Cell",0,"Young",-0.142842378413322,"0"
"Cell_2444",669,932,"Cell",0,"Young",-0.0800085088416448,"3"
"Cell_2445",1237,2076,"Cell",0,"Young",-0.256232352589317,"5"
"Cell_2446",1146,1950,"Cell",0,"Young",-0.2656234827164,"0"
"Cell_2447",1072,2169,"Cell",0,"Young",-0.285697620406294,"0"
"Cell_2448",302,1042,"Cell",0,"Young",-0.0879840178789949,"4"
"Cell_2449",946,1661,"Cell",0,"Young",-0.280634605386307,"5"
"Cell_2451",816,1289,"Cell",0,"Young",-0.0739433510013185,"2"
"Cell_2452",1085,1716,"Cell",0,"Young",-0.45811432070735,"0"
"Cell_2453",1897,4135,"Cell",0,"Young",-0.0356124192112137,"4"
"Cell_2454",1326,2490,"Cell",0,"Young",-0.0566014705875475,"3"
"Cell_2455",939,1541,"Cell",0,"Young",-0.218726326002789,"10"
"Cell_2456",942,1480,"Cell",0,"Young",-0.47911243951339,"1"
"Cell_2457",1081,1783,"Cell",0,"Young",-0.39218120503153,"0"
"Cell_2458",882,1290,"Cell",0,"Young",0.134117734027523,"2"
"Cell_2459",829,1359,"Cell",0,"Young",-0.0202664193855319,"2"
"Cell_2460",1047,1818,"Cell",0,"Young",-0.213718794450973,"3"
"Cell_2461",1127,2107,"Cell",0,"Young",0.0103658780644272,"7"
"Cell_2462",1324,2298,"Cell",0,"Young",1.23764544473414,"6"
"Cell_2463",2489,6876,"Cell",0,"Young",0.63267485485749,"6"
"Cell_2464",764,1090,"Cell",0,"Young",0.352266332306344,"2"
"Cell_2465",666,968,"Cell",0,"Young",-0.010847007108129,"1"
"Cell_2466",874,1382,"Cell",0,"Young",-0.116273001248994,"3"
"Cell_2467",1263,2298,"Cell",0,"Young",-0.208500716641243,"1"
"Cell_2468",876,1315,"Cell",0,"Young",-0.271656969764022,"10"
"Cell_2469",1294,2167,"Cell",0,"Young",0.537365337282396,"1"
"Cell_2470",615,994,"Cell",0,"Young",0.408000852034788,"3"
"Cell_2471",614,981,"Cell",0,"Young",0.106175527559453,"1"
"Cell_2472",1883,4375,"Cell",0,"Young",0.865713635110167,"8"
"Cell_2473",1263,2265,"Cell",0,"Young",-0.472169117344452,"1"
"Cell_2474",1020,1908,"Cell",0,"Young",-0.178052463933613,"0"
"Cell_2475",2367,5337,"Cell",0,"Young",-0.149930126568801,"4"
"Cell_2476",1568,3381,"Cell",0,"Young",0.338502333630885,"6"
"Cell_2477",647,963,"Cell",0,"Young",-0.270382825177643,"4"
"Cell_2478",895,1384,"Cell",0,"Young",0.130279823857361,"8"
"Cell_2479",530,929,"Cell",0,"Young",-0.411198949993363,"0"
"Cell_2480",1039,1632,"Cell",0,"Young",0.0323279962473436,"2"
"Cell_2481",870,1272,"Cell",0,"Young",0.158955353449191,"3"
"Cell_2482",1319,2171,"Cell",0,"Young",0.211157774869809,"3"
"Cell_2483",1175,1994,"Cell",0,"Young",-0.237396962453849,"3"
"Cell_2484",1164,2229,"Cell",0,"Young",-0.0722511854762256,"0"
"Cell_2485",1996,4433,"Cell",0,"Young",-0.171430938983086,"5"
"Cell_2486",1478,2753,"Cell",0,"Young",-0.164210156207957,"0"
"Cell_2487",1175,2020,"Cell",0,"Young",0.0884000638617505,"5"
"Cell_2488",1524,2960,"Cell",0,"Young",-0.454791131183957,"3"
"Cell_2489",1106,1991,"Cell",0,"Young",0.190227399067656,"1"
"Cell_2490",873,1531,"Cell",0,"Young",-0.588411804799459,"0"
"Cell_2491",1373,2628,"Cell",0,"Young",-0.61438166818351,"7"
"Cell_2492",657,965,"Cell",0,"Young",0.476970951855484,"4"
"Cell_2493",736,1150,"Cell",0,"Young",-0.000106442488469027,"1"
"Cell_2494",1516,2922,"Cell",0,"Young",0.447003424397578,"4"
"Cell_2495",1638,3494,"Cell",0,"Young",-0.327031384805284,"1"
"Cell_2496",1243,2077,"Cell",0,"Young",-0.331876826950716,"0"
"Cell_2497",594,909,"Cell",0,"Young",0.483179216504905,"2"
"Cell_2498",685,987,"Cell",0,"Young",-0.246052678767439,"0"
"Cell_2499",777,1151,"Cell",0,"Young",0.378983634201858,"5"
"Cell_2500",1012,1875,"Cell",0,"Young",-0.104559486319242,"1"
"Cell_2501",1041,1821,"Cell",0,"Young",-0.444220757080233,"1"
"Cell_2502",897,1499,"Cell",0,"Young",-0.179028450460728,"0"
"Cell_2503",1013,1796,"Cell",0,"Young",0.11380657303917,"2"
"Cell_2504",1309,2436,"Cell",0,"Young",-0.0728949091377821,"1"
"Cell_2505",1103,1737,"Cell",0,"Young",-0.0475078261766276,"3"
"Cell_2506",796,1242,"Cell",0,"Young",-0.199284831199481,"1"
"Cell_2507",1484,2907,"Cell",0,"Young",-0.080011146116968,"5"
"Cell_2508",1578,3376,"Cell",0,"Young",0.765590628941627,"6"
"Cell_2509",1095,2102,"Cell",0,"Young",0.519063159248062,"2"
"Cell_2510",846,1321,"Cell",0,"Young",-0.253117571834934,"0"
"Cell_2511",964,1652,"Cell",0,"Young",-0.246539112920867,"2"
"Cell_2512",1250,2326,"Cell",0,"Young",0.395640268609512,"3"
"Cell_2513",671,1097,"Cell",0,"Young",0.328830133477547,"2"
"Cell_2514",1163,1986,"Cell",0,"Young",0.526223206931009,"2"
"Cell_2515",704,1179,"Cell",0,"Young",0.683743575612958,"2"
"Cell_2516",708,1040,"Cell",0,"Young",-0.218735940222294,"1"
"Cell_2517",1011,1688,"Cell",0,"Young",-0.19126748117305,"0"
"Cell_2518",1134,1890,"Cell",0,"Young",-0.263635498732356,"5"
"Cell_2519",894,1493,"Cell",0,"Young",-0.0916225494501992,"1"
"Cell_2520",1143,1971,"Cell",0,"Young",0.641044047886943,"4"
"Cell_2521",945,1558,"Cell",0,"Young",-0.206214745829707,"1"
"Cell_2522",1009,1751,"Cell",0,"Young",-0.401363176476916,"1"
"Cell_2523",1505,2956,"Cell",0,"Young",-0.34208148425308,"0"
"Cell_2524",1177,2089,"Cell",0,"Young",-0.432734547112226,"1"
"Cell_2525",1692,3793,"Cell",0,"Young",0.0811935504754612,"5"
"Cell_2526",2403,6445,"Cell",0,"Young",0.0499218063122644,"1"
"Cell_2527",626,957,"Cell",0,"Young",-0.0492490581504991,"2"
"Cell_2528",1078,2044,"Cell",0,"Young",0.164991161900502,"2"
"Cell_2529",1947,4307,"Cell",0,"Young",0.369423433995855,"2"
"Cell_2530",891,2101,"Cell",0,"Young",-0.379984226317588,"10"
"Cell_2531",1236,2158,"Cell",0,"Young",-0.295652031738381,"3"
"Cell_2532",801,1261,"Cell",0,"Young",-0.14634939518233,"3"
"Cell_2533",1459,2995,"Cell",0,"Young",0.118316389896929,"2"
"Cell_2534",630,917,"Cell",0,"Young",-0.0726012559178821,"1"
"Cell_2535",1604,3321,"Cell",0,"Young",0.337198640247242,"6"
"Cell_2536",823,1296,"Cell",0,"Young",0.114733018896437,"1"
"Cell_2537",879,1445,"Cell",0,"Young",-0.132714050041781,"3"
"Cell_2538",767,1330,"Cell",0,"Young",-0.130677908227079,"1"
"Cell_2539",1797,3717,"Cell",0,"Young",0.309948066356047,"2"
"Cell_2540",1125,2019,"Cell",0,"Young",-0.33590975776962,"1"
"Cell_2541",1756,4094,"Cell",0,"Young",-0.0718997689181299,"8"
"Cell_2542",776,1205,"Cell",0,"Young",0.0853419338409551,"2"
"Cell_2543",1216,2327,"Cell",0,"Young",-0.349301401592881,"0"
"Cell_2545",820,1334,"Cell",0,"Young",0.864656677813289,"6"
"Cell_2546",1270,2762,"Cell",0,"Young",-0.586821937155572,"5"
"Cell_2547",1568,3077,"Cell",0,"Young",0.0681769519142226,"10"
"Cell_2548",1931,4372,"Cell",0,"Young",0.884013557794255,"6"
"Cell_2549",627,982,"Cell",0,"Young",-0.000474498624048802,"2"
"Cell_2550",810,1252,"Cell",0,"Young",-0.508316576609804,"1"
"Cell_2551",759,1131,"Cell",0,"Young",-0.322948969853116,"1"
"Cell_2552",2057,4807,"Cell",0,"Young",0.757080499956874,"6"
"Cell_2553",1812,4113,"Cell",0,"Young",0.643503963398854,"4"
"Cell_2554",599,939,"Cell",0,"Young",0.139928393985516,"2"
"Cell_2555",1177,2018,"Cell",0,"Young",0.0888435285386587,"3"
"Cell_2556",856,1480,"Cell",0,"Young",-0.37623930261434,"0"
"Cell_2557",1339,2595,"Cell",0,"Young",-0.101981867717551,"0"
"Cell_2558",1050,1750,"Cell",0,"Young",-0.175496067692756,"0"
"Cell_2559",835,1291,"Cell",0,"Young",0.340415719622525,"3"
"Cell_2560",902,1454,"Cell",0,"Young",-0.24810780351144,"0"
"Cell_2561",771,1207,"Cell",0,"Young",-0.260414833086908,"0"
"Cell_2562",1138,2154,"Cell",0,"Young",-0.554877541452687,"8"
"Cell_2563",1434,2770,"Cell",0,"Young",-0.314283269973724,"1"
"Cell_2564",640,914,"Cell",0,"Young",-0.1710480158613,"0"
"Cell_2565",904,1501,"Cell",0,"Young",-0.142550282212063,"2"
"Cell_2566",961,1528,"Cell",0,"Young",0.214854180492341,"3"
"Cell_2567",1210,2162,"Cell",0,"Young",-0.277595653050186,"3"
"Cell_2568",885,1684,"Cell",0,"Young",-0.187840356890926,"0"
"Cell_2569",714,1165,"Cell",0,"Young",-0.222184320034886,"1"
"Cell_2570",690,1018,"Cell",0,"Young",0.129503923894432,"2"
"Cell_2571",2108,4461,"Cell",0,"Young",0.54055931919292,"8"
"Cell_2572",1114,1984,"Cell",0,"Young",0.385730303504949,"4"
"Cell_2573",904,1783,"Cell",0,"Young",0.649792259424648,"6"
"Cell_2575",833,1345,"Cell",0,"Young",-0.0698784479364015,"3"
"Cell_2576",903,1422,"Cell",0,"Young",-0.254281673497267,"0"
"Cell_2577",811,1380,"Cell",0,"Young",-0.0604508486758489,"1"
"Cell_2578",1053,1797,"Cell",0,"Young",0.50254329824308,"2"
"Cell_2579",930,1506,"Cell",0,"Young",-0.330476714825842,"3"
"Cell_2580",677,1020,"Cell",0,"Young",0.116036658710991,"3"
"Cell_2581",1606,3032,"Cell",0,"Young",0.0205728208873617,"3"
"Cell_2582",1237,2524,"Cell",0,"Young",1.09709219629361,"6"
"Cell_2583",944,1660,"Cell",0,"Young",-0.23718398247666,"0"
"Cell_2584",676,1040,"Cell",0,"Young",-0.179743200538382,"0"
"Cell_2585",1020,2459,"Cell",0,"Young",-0.151929283618018,"9"
"Cell_2587",1435,2613,"Cell",0,"Young",0.523771411639307,"3"
"Cell_2588",985,1641,"Cell",0,"Young",0.105107822992407,"3"
"Cell_2589",943,1562,"Cell",0,"Young",0.0685676408753408,"1"
"Cell_2590",730,1151,"Cell",0,"Young",-0.11188792245545,"0"
"Cell_2591",1215,2320,"Cell",0,"Young",-0.455522253494485,"0"
"Cell_2592",1117,1895,"Cell",0,"Young",-0.222381378822527,"3"
"Cell_2593",759,1163,"Cell",0,"Young",-0.280937237504304,"0"
"Cell_2594",759,1177,"Cell",0,"Young",-0.0963255980483242,"3"
"Cell_2595",1253,2345,"Cell",0,"Young",-0.168957199592554,"1"
"Cell_2596",1322,2503,"Cell",0,"Young",0.0991437151408369,"7"
"Cell_2597",1270,2614,"Cell",0,"Young",0.208355542229686,"1"
"Cell_2598",1816,4378,"Cell",0,"Young",0.22737158980297,"6"
"Cell_2599",1225,2300,"Cell",0,"Young",-0.491800571438079,"0"
"Cell_2600",1222,2108,"Cell",0,"Young",-0.0552748717543402,"3"
"Cell_2601",1251,2204,"Cell",0,"Young",0.326136601053342,"8"
"Cell_2602",1226,2356,"Cell",0,"Young",-0.0944453556968217,"10"
"Cell_2603",858,1584,"Cell",0,"Young",0.4439345515351,"8"
"Cell_2604",957,1462,"Cell",0,"Young",-0.0487751553865133,"1"
"Cell_2605",1298,2495,"Cell",0,"Young",0.1782070469494,"3"
"Cell_2606",2150,4844,"Cell",0,"Young",-0.200550241513708,"4"
"Cell_2607",997,1564,"Cell",0,"Young",-0.207642744874691,"0"
"Cell_2608",1036,1889,"Cell",0,"Young",-0.245739834137783,"3"
"Cell_2609",1081,1880,"Cell",0,"Young",-0.651773470652901,"0"
"Cell_2610",734,1132,"Cell",0,"Young",0.0155750312951869,"1"
"Cell_2611",1539,3020,"Cell",0,"Young",0.107920533597141,"4"
"Cell_2612",948,1495,"Cell",0,"Young",-0.0762096391124374,"5"
"Cell_2613",1677,3651,"Cell",0,"Young",0.500421083931201,"4"
"Cell_2614",1500,2844,"Cell",0,"Young",0.281840312667709,"3"
"Cell_2615",602,9701,"Cell",0,"Young",-0.0217856659736565,"4"
"Cell_2616",1180,1989,"Cell",0,"Young",-0.105450779803906,"1"
"Cell_2617",1627,3581,"Cell",0,"Young",0.1108526859606,"4"
"Cell_2618",640,909,"Cell",0,"Young",-0.127514471915101,"2"
"Cell_2619",1198,2088,"Cell",0,"Young",-0.427852406296857,"3"
"Cell_2620",1333,2809,"Cell",0,"Young",0.780413135475148,"2"
"Cell_2621",1270,2595,"Cell",0,"Young",-0.153373127342386,"0"
"Cell_2622",998,1634,"Cell",0,"Young",-0.16355570123744,"0"
"Cell_2623",1338,2594,"Cell",0,"Young",-0.128459176587993,"1"
"Cell_2624",631,910,"Cell",0,"Young",-0.441942757077378,"0"
"Cell_2625",853,1333,"Cell",0,"Young",-0.0569077439397948,"2"
"Cell_2626",778,1170,"Cell",0,"Young",0.567972578948584,"2"
"Cell_2627",638,955,"Cell",0,"Young",-0.192184420481663,"0"
"Cell_2628",1626,3153,"Cell",0,"Young",-0.17602339660012,"3"
"Cell_2629",1365,2552,"Cell",0,"Young",-0.0637975863710242,"4"
"Cell_2630",956,1636,"Cell",0,"Young",0.191185288092443,"2"
"Cell_2631",671,1054,"Cell",0,"Young",0.544681936128094,"3"
"Cell_2632",811,1245,"Cell",0,"Young",0.0681541127207002,"2"
"Cell_2633",1742,3963,"Cell",0,"Young",0.617431596080581,"6"
"Cell_2634",1148,2242,"Cell",0,"Young",0.742480914084341,"2"
"Cell_2635",725,1042,"Cell",0,"Young",0.155016475467156,"1"
"Cell_2636",619,967,"Cell",0,"Young",0.571668014444123,"2"
"Cell_2637",568,923,"Cell",0,"Young",-0.166635546851271,"1"
"Cell_2638",1763,3083,"Cell",0,"Young",-0.259911260074675,"10"
"Cell_2639",1852,4433,"Cell",0,"Young",0.397351173051793,"6"
"Cell_2640",685,1063,"Cell",0,"Young",-0.0110325655459668,"0"
"Cell_2642",732,1130,"Cell",0,"Young",-0.0725641566570514,"0"
"Cell_2643",756,1170,"Cell",0,"Young",-0.222605900914975,"0"
"Cell_2644",728,1063,"Cell",0,"Young",-0.280269193113033,"1"
"Cell_2645",679,1019,"Cell",0,"Young",0.143822373056261,"1"
"Cell_2646",1195,1960,"Cell",0,"Young",-0.24214664659873,"2"
"Cell_2647",899,1442,"Cell",0,"Young",-0.318214018710743,"0"
"Cell_2648",750,1107,"Cell",0,"Young",0.388083202698707,"6"
"Cell_2650",1281,2548,"Cell",0,"Young",0.235534191900254,"1"
"Cell_2651",1108,2020,"Cell",0,"Young",-0.444385268921808,"5"
"Cell_2652",1539,3112,"Cell",0,"Young",-0.416812148077495,"1"
"Cell_2653",650,1006,"Cell",0,"Young",-0.233845778465,"1"
"Cell_2654",725,1132,"Cell",0,"Young",-0.288691337898689,"0"
"Cell_2655",747,1101,"Cell",0,"Young",-0.351717407123769,"1"
"Cell_2656",1530,3207,"Cell",0,"Young",-0.0576327077837187,"0"
"Cell_2658",683,1011,"Cell",0,"Young",0.569105319632373,"6"
"Cell_2659",860,1387,"Cell",0,"Young",0.0656960608507776,"1"
"Cell_2660",671,924,"Cell",0,"Young",0.137809851189021,"2"
"Cell_2661",1426,2549,"Cell",0,"Young",-0.169919073964385,"5"
"Cell_2662",965,1756,"Cell",0,"Young",-0.0453098870309957,"5"
"Cell_2663",722,1251,"Cell",0,"Young",0.604132672519646,"1"
"Cell_2664",854,1268,"Cell",0,"Young",0.17789536147332,"3"
"Cell_2665",861,1478,"Cell",0,"Young",-0.394694844962396,"0"
"Cell_2666",611,942,"Cell",0,"Young",0.342852457671387,"1"
"Cell_2667",941,1517,"Cell",0,"Young",-0.143510415361214,"1"
"Cell_2668",947,1780,"Cell",0,"Young",-0.356870237216286,"0"
"Cell_2669",976,1897,"Cell",0,"Young",-0.45497775358653,"0"
"Cell_2670",891,1461,"Cell",0,"Young",-0.396404848105748,"3"
"Cell_2671",1558,3162,"Cell",0,"Young",0.0192781977494407,"3"
"Cell_2672",726,1212,"Cell",0,"Young",-0.271137698610886,"0"
"Cell_2673",2124,5152,"Cell",0,"Young",-0.23360075399742,"1"
"Cell_2674",1288,2103,"Cell",0,"Young",0.24618330510717,"1"
"Cell_2675",841,1492,"Cell",0,"Young",0.652647048577208,"2"
"Cell_2676",680,1174,"Cell",0,"Young",-0.113200421326538,"0"
"Cell_2677",646,924,"Cell",0,"Young",-0.175363246657582,"1"
"Cell_2678",1482,3309,"Cell",0,"Young",-0.0548980898622337,"1"
"Cell_2679",1028,1729,"Cell",0,"Young",0.244061798799636,"5"
"Cell_2680",1457,2723,"Cell",0,"Young",0.092905368723024,"2"
"Cell_2681",1225,2437,"Cell",0,"Young",-0.0157988015489569,"3"
"Cell_2682",2091,4611,"Cell",0,"Young",1.09107017208793,"3"
"Cell_2683",1569,3256,"Cell",0,"Young",-0.286482060300342,"5"
"Cell_2684",918,1492,"Cell",0,"Young",-0.0257542525206543,"2"
"Cell_2685",677,1030,"Cell",0,"Young",-0.217038897380526,"0"
"Cell_2686",1576,3689,"Cell",0,"Young",0.365671391610794,"6"
"Cell_2687",989,1677,"Cell",0,"Young",-0.245799994985129,"2"
"Cell_2688",1738,3412,"Cell",0,"Young",-0.0883005579001969,"3"
"Cell_2690",1170,1919,"Cell",0,"Young",0.248618472326915,"2"
"Cell_2691",1253,2652,"Cell",0,"Young",0.953066352895347,"2"
"Cell_2692",1782,3989,"Cell",0,"Young",1.3270706370989,"6"
"Cell_2693",877,1368,"Cell",0,"Young",-0.0455873394326406,"5"
"Cell_2694",629,996,"Cell",0,"Young",-0.17691166073681,"0"
"Cell_2695",880,1407,"Cell",0,"Young",-0.395274186733387,"0"
"Cell_2696",1271,2327,"Cell",0,"Young",-0.331624454352809,"0"
"Cell_2697",1046,1796,"Cell",0,"Young",-0.184155834491563,"2"
"Cell_2698",1518,3140,"Cell",0,"Young",0.00417348347979207,"1"
"Cell_2699",705,1208,"Cell",0,"Young",0.707122367984899,"6"
"Cell_2700",1264,2436,"Cell",0,"Young",0.030415071430283,"5"
"Cell_2701",665,1045,"Cell",0,"Young",-0.271633395740978,"0"
"Cell_2702",365,1044,"Cell",0,"Young",0.849735600523247,"8"
"Cell_2703",951,1551,"Cell",0,"Young",0.263053115277426,"3"
"Cell_2704",1539,3529,"Cell",0,"Young",-0.106948071496875,"5"
"Cell_2705",848,1400,"Cell",0,"Young",0.278883855146404,"1"
"Cell_2706",1220,2278,"Cell",0,"Young",-0.22170731330047,"0"
"Cell_2707",1474,2779,"Cell",0,"Young",-0.352433553108724,"1"
"Cell_2708",920,1579,"Cell",0,"Young",-0.15235264161232,"2"
"Cell_2709",1282,2247,"Cell",0,"Young",-0.585328759592233,"0"
"Cell_2710",979,1571,"Cell",0,"Young",0.395327636006192,"3"
"Cell_2711",1333,2558,"Cell",0,"Young",-0.126475012396651,"2"
"Cell_2712",859,1304,"Cell",0,"Young",-0.460967549077818,"4"
"Cell_2713",812,1306,"Cell",0,"Young",0.51266652470511,"2"
"Cell_2714",1016,1564,"Cell",0,"Young",-0.222798500644423,"5"
"Cell_2715",1323,2808,"Cell",0,"Young",0.859162253038421,"4"
"Cell_2716",1566,3208,"Cell",0,"Young",0.203921465709995,"5"
"Cell_2717",958,1545,"Cell",0,"Young",-0.00979053203278801,"2"
"Cell_2718",988,1618,"Cell",0,"Young",-0.188437751977741,"0"
"Cell_2719",921,1558,"Cell",0,"Young",-0.15807505265776,"5"
"Cell_2721",1412,2607,"Cell",0,"Young",0.617517969815452,"4"
"Cell_2722",770,1170,"Cell",0,"Young",-0.48058758380056,"0"
"Cell_2723",659,1019,"Cell",0,"Young",0.125875114807927,"2"
"Cell_2724",814,1401,"Cell",0,"Young",0.359922814870559,"4"
"Cell_2725",984,1800,"Cell",0,"Young",-0.24251587205225,"1"
"Cell_2726",1086,1806,"Cell",0,"Young",-0.263253035523998,"2"
"Cell_2727",894,1373,"Cell",0,"Young",-0.355792842199983,"0"
"Cell_2728",671,1014,"Cell",0,"Young",-0.343592968036149,"1"
"Cell_2729",860,1427,"Cell",0,"Young",-0.0925628755844291,"0"
"Cell_2730",1033,1741,"Cell",0,"Young",-0.124972112205263,"7"
"Cell_2731",1003,1738,"Cell",0,"Young",-0.1866020231831,"0"
"Cell_2732",668,927,"Cell",0,"Young",-0.0506202117298745,"1"
"Cell_2733",1397,2670,"Cell",0,"Young",0.0785295485756645,"5"
"Cell_2734",831,1315,"Cell",0,"Young",0.0957752515482373,"5"
"Cell_2735",1203,2592,"Cell",0,"Young",0.0556286966346666,"9"
"Cell_2736",1175,2019,"Cell",0,"Young",-0.360889936169099,"0"
"Cell_2737",704,1021,"Cell",0,"Young",-0.30953125557502,"3"
"Cell_2738",532,1084,"Cell",0,"Young",0.0628444289781424,"4"
"Cell_2739",1940,3960,"Cell",0,"Young",-0.176832461389073,"3"
"Cell_2740",664,1078,"Cell",0,"Young",-0.274285475082325,"0"
"Cell_2742",968,1676,"Cell",0,"Young",0.257975675459281,"1"
"Cell_2743",1705,3626,"Cell",0,"Young",-0.370152123741338,"0"
"Cell_2744",1453,2661,"Cell",0,"Young",0.19816646669423,"1"
"Cell_2745",849,1445,"Cell",0,"Young",-0.140118011344724,"3"
"Cell_2746",789,1249,"Cell",0,"Young",0.519234201293661,"2"
"Cell_2747",1271,2234,"Cell",0,"Young",-0.312115656340429,"6"
"Cell_2748",1031,1647,"Cell",0,"Young",0.263763632479829,"5"
"Cell_2749",1941,4613,"Cell",0,"Young",0.507628862951842,"6"
"Cell_2750",611,963,"Cell",0,"Young",-0.450621104729968,"0"
"Cell_2751",642,997,"Cell",0,"Young",-0.166300787336206,"0"
"Cell_2752",698,1116,"Cell",0,"Young",-0.322809401314447,"1"
"Cell_2753",577,893,"Cell",0,"Young",-0.382912348535496,"0"
"Cell_2754",1470,3056,"Cell",0,"Young",0.374257333215662,"8"
"Cell_2755",959,1642,"Cell",0,"Young",-0.366775307835862,"0"
"Cell_2756",2076,4798,"Cell",0,"Young",0.641864421328508,"6"
"Cell_2757",988,1877,"Cell",0,"Young",-0.47900164831909,"0"
"Cell_2758",1300,2431,"Cell",0,"Young",-0.0519559547278013,"5"
"Cell_2759",933,1610,"Cell",0,"Young",-0.16527470836223,"2"
"Cell_2760",922,1430,"Cell",0,"Young",-0.38627566039128,"0"
"Cell_2761",1302,2281,"Cell",0,"Young",0.26666951526828,"3"
"Cell_2762",1184,2240,"Cell",0,"Young",-0.269563417509995,"7"
"Cell_2763",701,1056,"Cell",0,"Young",-0.272834201101862,"0"
"Cell_2764",589,904,"Cell",0,"Young",0.0704663768663276,"5"
"Cell_2765",963,1581,"Cell",0,"Young",0.397536723239729,"2"
"Cell_2766",1083,1910,"Cell",0,"Young",-0.192964447460002,"1"
"Cell_2767",740,1127,"Cell",0,"Young",-0.327473057948672,"0"
"Cell_2768",2163,4740,"Cell",0,"Young",0.101938044543924,"3"
"Cell_2769",846,1359,"Cell",0,"Young",0.327378433147135,"1"
"Cell_2771",1578,3215,"Cell",0,"Young",0.319806013189509,"7"
"Cell_2772",570,1065,"Cell",0,"Young",-0.123451115836291,"0"
"Cell_2773",1184,2094,"Cell",0,"Young",-0.155328865192891,"5"
"Cell_2774",1478,2623,"Cell",0,"Young",-0.0606438321060945,"3"
"Cell_2775",2049,4725,"Cell",0,"Young",0.371558753859414,"6"
"Cell_2776",711,1040,"Cell",0,"Young",-0.413808658497564,"0"
"Cell_2778",1111,1905,"Cell",0,"Young",-0.301083703758959,"3"
"Cell_2780",653,1053,"Cell",0,"Young",-0.107813342537035,"2"
"Cell_2781",1561,3248,"Cell",0,"Young",0.501330864954092,"8"
"Cell_2783",2077,5663,"Cell",0,"Young",-0.183084293112742,"5"
"Cell_2784",2062,4629,"Cell",0,"Young",0.0682001866876885,"4"
"Cell_2785",623,902,"Cell",0,"Young",-0.451343322994002,"0"
"Cell_2786",763,1231,"Cell",0,"Young",-0.116818115855708,"2"
"Cell_2787",1030,1868,"Cell",0,"Young",0.389542009899226,"3"
"Cell_2788",780,1182,"Cell",0,"Young",-0.128979045876514,"1"
"Cell_2789",697,1104,"Cell",0,"Young",-0.106461359866339,"1"
"Cell_2790",844,1289,"Cell",0,"Young",-0.407632857428305,"3"
"Cell_2792",680,1056,"Cell",0,"Young",0.0243148686371625,"2"
"Cell_2793",835,1390,"Cell",0,"Young",-0.0324170823493339,"3"
"Cell_2794",2227,5791,"Cell",0,"Young",0.328056491523229,"6"
"Cell_2795",925,1597,"Cell",0,"Young",-0.353418302702707,"0"
"Cell_2796",1033,1839,"Cell",0,"Young",0.21143847341958,"2"
"Cell_2797",956,1729,"Cell",0,"Young",0.301673222805578,"5"
"Cell_2798",765,1373,"Cell",0,"Young",-0.289873755587976,"1"
"Cell_2799",1249,2445,"Cell",0,"Young",0.175300570194378,"6"
