"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","entrezid"
"ENSMUSG00000038473",155.714050422384,-0.692217266088853,0.649337164553256,-1.06603672772234,0.286407039578555,0.907710596134634,"Nos1ap","70729"
"ENSMUSG00000038481",4342.18768309115,0.0338952186198732,0.291742094874549,0.116182132148082,0.907508197326948,0.99925033818109,"Cdk19","78334"
"ENSMUSG00000038482",846.899829215684,-0.187185399545135,0.281205702428417,-0.665652929256598,0.50563296667642,0.998181385515042,"Tfdp1","21781"
"ENSMUSG00000038485",303.031692191125,-0.278181881039723,0.483769951788978,-0.575029267549604,0.565271503226949,0.99925033818109,"Socs7","192157"
"ENSMUSG00000038486",44.6066772848369,1.33981784014867,1.53861644582845,0.870793916041409,0.383866687781891,0.964065075061205,"Sv2a","64051"
"ENSMUSG00000038489",776.10057766584,0.444609810000762,0.337957219504667,1.31558015139435,0.188314999132904,0.798316067844609,"Polr2l","66491"
"ENSMUSG00000038491",24.8577210355471,-0.354179713876566,1.89910189221688,-0.186498531399556,0.852053830428412,0.99925033818109,NA,NA
"ENSMUSG00000038495",1304.60620951497,-0.270910380787248,0.202589659841952,-1.33723695966811,0.18114530113652,0.790495834779547,"Otud7b","229603"
"ENSMUSG00000038496",25.8243718676371,-5.06995369378863,2.69382945301904,-1.88206186850716,0.059827615905927,0.593521646536945,"Slc19a3","80721"
"ENSMUSG00000038497",2484.95211160639,-0.0935892668292815,0.250532976568426,-0.373560670979057,0.708731198878285,0.99925033818109,"Tmco3","234076"
"ENSMUSG00000038500",347.027752560376,-0.145051348822325,0.625432542560525,-0.231921652539032,0.816598866690997,0.99925033818109,"Prr3","75210"
"ENSMUSG00000038502",4364.52109374299,0.092272524675749,0.154360258613601,0.597773840912824,0.549990847503945,0.99925033818109,"Ptov1","84113"
"ENSMUSG00000038503",4108.37896896192,-0.0978275353102559,0.145836461137629,-0.670802997735482,0.502346037520788,0.997909343733278,"Mesd","67943"
"ENSMUSG00000038506",1126.5672003763,-0.458444235512881,0.344497694424124,-1.3307614040182,0.183267531341821,0.7922041924057,"Dcun1d2","102323"
"ENSMUSG00000038507",6689.83201624367,-0.157008274326792,0.14695521657818,-1.06840898868849,0.285336064137932,0.907560112516875,"Parp12","243771"
"ENSMUSG00000038508",1188.31432035559,-0.139992340584262,0.282716469254426,-0.495168678900975,0.62048105768239,0.99925033818109,"Gdf15","23886"
"ENSMUSG00000038510",358.059763287249,-0.759826940748465,0.437574561958958,-1.73645135436308,0.0824840586494463,0.661414872532477,"Rpf2","67239"
"ENSMUSG00000038515",10.3073541330002,-3.2673753374589,3.18112569131724,-1.02711293249967,0.304367289715661,0.922214391948568,"Grtp1","66790"
"ENSMUSG00000038517",2526.63418233746,0.582514001958343,0.310262012133892,1.87749056983155,0.0604508886122417,0.594989250222808,"Tbkbp1","73174"
"ENSMUSG00000038518",2649.05695427346,-0.134559710773787,0.357154845251044,-0.376754543758759,0.706356024434197,0.99925033818109,"Jarid2","16468"
"ENSMUSG00000038520",4050.25157949257,0.216584205604392,0.185483045914641,1.16767656330199,0.242937253890723,0.871050161382403,"Tbc1d17","233204"
"ENSMUSG00000038521",1487.00594030189,-1.28349181167443,0.440402067849409,-2.91436372663288,0.00356414377133161,0.139501095163901,"C1s1","50908"
"ENSMUSG00000038522",0.669454473143754,0.00507247440836451,3.99100110666942,0.00127097795084241,0.998985906588927,NA,"Mfsd4b1","215929"
"ENSMUSG00000038523",6.29874938364201,0.532522591292,2.03932645412571,0.261126702012161,0.793994800609879,0.99925033818109,"1700003F12Rik","75480"
"ENSMUSG00000038524",247.191401101642,-0.523707736865044,0.776982474714991,-0.674027734096767,0.500293681531578,0.997596535143973,"Fchsd1","319262"
"ENSMUSG00000038525",978.954692339777,-0.229984931351007,0.261154343492785,-0.880647544571134,0.378508616517842,0.960723898311809,"Armc10","67211"
"ENSMUSG00000038526",34.1080701296142,-4.65484625695564,1.44465458730024,-3.22211710527606,0.0012724711549008,0.0742387541159913,"Car14","23831"
"ENSMUSG00000038527",70.3571117032674,0.891764845664805,2.697143783409,0.330633038976393,0.740921687001795,0.99925033818109,"C1rl","232371"
"ENSMUSG00000038530",6068.56926574573,-1.1034200782859,0.24182828987225,-4.56282463424275,5.04699690708487e-06,0.00118806307192778,"Rgs4","19736"
"ENSMUSG00000038533",1614.66734509156,-0.130275112188706,0.306825937926091,-0.42458963238006,0.671135852142477,0.99925033818109,"Cbfa2t2","12396"
"ENSMUSG00000038534",907.801116113922,0.524757483095911,0.376434436545364,1.39402092941269,0.163311284567056,0.767584710825452,"Osbpl7","71240"
"ENSMUSG00000038535",1351.67507489282,0.240154754385826,0.366704240638125,0.654900401391372,0.512531881794587,0.99925033818109,"Zfp280d","235469"
"ENSMUSG00000038538",1796.66578900774,-0.175220925882136,0.298726137658079,-0.586560410333742,0.557498978091814,0.99925033818109,"Ubn2","320538"
"ENSMUSG00000038539",70.2655285791753,-0.0279520926123324,0.68278232732634,-0.0409385121635882,0.967344914902855,0.99925033818109,"Atf5","107503"
"ENSMUSG00000038540",32.9137974899216,-1.7140609798128,2.25940379112267,-0.758634196573206,0.448071410396712,0.985441446104084,"Tmc3","233424"
