"","V1","V2","cl_kmeans","cl_hierarchical","CellNames"
"Cell_2081",-6.62004012342546,2.99204095066501,"3","4","Cell_2081"
"Cell_2091",-3.92108015877354,-37.3742349707107,"2","3","Cell_2091"
"Cell_2101",-1.27908789970346,-38.9047269969461,"2","3","Cell_2101"
"Cell_2111",-1.71182108302983,34.3149657173201,"5","2","Cell_2111"
"Cell_2121",15.1278875600716,18.8871069167347,"6","8","Cell_2121"
"Cell_2131",16.2670946039097,23.025715405925,"6","8","Cell_2131"
"Cell_2141",11.8341453920364,14.403494391824,"6","8","Cell_2141"
"Cell_2151",28.0469518885138,-10.0410510568408,"8","5","Cell_2151"
"Cell_2161",1.77953017145129,35.9631483586354,"5","2","Cell_2161"
"Cell_2171",29.217653195424,-15.8579157737817,"8","5","Cell_2171"
"Cell_2181",-4.84909324124382,3.98266730977742,"3","4","Cell_2181"
"Cell_2191",-2.82741137573071,26.87284279066,"5","2","Cell_2191"
"Cell_2201",-18.5625431106337,25.1393406422436,"7","7","Cell_2201"
"Cell_2211",14.2816499073082,19.9318122467885,"6","8","Cell_2211"
"Cell_2221",-3.42119527097974,-3.11339262749865,"3","4","Cell_2221"
"Cell_2231",-30.5898755119553,20.0879974522258,"7","7","Cell_2231"
"Cell_2241",-23.8342915190518,9.61844627236258,"7","7","Cell_2241"
"Cell_2251",-1.60426871840793,30.8591594808574,"5","2","Cell_2251"
"Cell_2261",-21.751954337319,21.2230818070057,"7","7","Cell_2261"
"Cell_2271",3.14773409174229,8.10319649200364,"3","1","Cell_2271"
"Cell_2281",15.9544218988104,19.8142401791686,"6","8","Cell_2281"
"Cell_2291",19.6880702240817,24.0362547506847,"6","8","Cell_2291"
"Cell_2301",18.0753162270595,16.0403723703049,"6","8","Cell_2301"
"Cell_2311",23.3230523305353,2.42056186709582,"8","8","Cell_2311"
"Cell_2321",-9.55848578883668,37.2885108201815,"5","2","Cell_2321"
"Cell_2331",27.9375702258428,-7.33345223504274,"8","5","Cell_2331"
"Cell_2341",-13.8854974025985,-38.1004365321622,"2","3","Cell_2341"
"Cell_2351",-0.846420581615812,-26.4593676849588,"2","4","Cell_2351"
"Cell_2361",-2.14716466039249,34.3696056181754,"5","2","Cell_2361"
"Cell_2371",3.36108525586192,37.2627815519778,"5","2","Cell_2371"
"Cell_2381",0.216389005196446,4.09688955765012,"3","4","Cell_2381"
"Cell_2391",5.85239721100085,27.4528100792183,"5","2","Cell_2391"
"Cell_2401",8.24563220807905,-37.3581149573742,"2","3","Cell_2401"
"Cell_2411",3.18435603157873,-17.0416164056746,"4","6","Cell_2411"
"Cell_2421",4.04002112467716,8.67154925136105,"3","1","Cell_2421"
"Cell_2431",-3.51251333307656,30.6745184647132,"5","2","Cell_2431"
"Cell_2441",-4.02499799345804,26.707396699322,"5","2","Cell_2441"
"Cell_2451",-1.13285239325159,34.6837766901507,"5","2","Cell_2451"
"Cell_2461",31.8726732170053,-3.70857469913502,"8","5","Cell_2461"
"Cell_2471",29.6906526007358,-3.72990922891649,"8","5","Cell_2471"
"Cell_2481",-21.6383606012552,16.7358130774431,"7","7","Cell_2481"
"Cell_2491",-16.8772710524567,19.7255476862383,"7","7","Cell_2491"
"Cell_2501",-2.85134897703953,9.39794642765009,"3","1","Cell_2501"
"Cell_2511",6.56431834236129,29.2102956864808,"5","2","Cell_2511"
"Cell_2521",-16.7867638306563,19.7935393935357,"7","7","Cell_2521"
"Cell_2531",2.67966306941731,12.7869780349289,"3","1","Cell_2531"
"Cell_2541",-4.63839868605291,4.66372573176568,"3","4","Cell_2541"
"Cell_2551",-19.9211799725368,-15.1694537982466,"1","4","Cell_2551"
"Cell_2561",31.0927880384995,-2.99047310662093,"8","5","Cell_2561"
"Cell_2571",4.40211118678584,37.5381203130354,"5","2","Cell_2571"
"Cell_2581",0.960955750252101,2.11883283205516,"3","4","Cell_2581"
"Cell_2591",13.3139279114998,-13.2928812018015,"4","6","Cell_2591"
"Cell_2601",-1.94684621656082,24.2748855046963,"5","2","Cell_2601"
"Cell_2611",-11.8971316118363,-40.1345226395945,"2","3","Cell_2611"
"Cell_2621",-26.3520276645879,-13.7079251164716,"1","4","Cell_2621"
"Cell_2631",-4.01923717700291,28.384794686007,"5","2","Cell_2631"
"Cell_2641",-24.1485955677919,-2.00918678520076,"7","7","Cell_2641"
"Cell_2651",-14.6765995231732,7.08680688387384,"7","7","Cell_2651"
"Cell_2661",1.2431779209261,-23.5380194708253,"2","4","Cell_2661"
"Cell_2671",-0.19071643596528,33.9105548201482,"5","2","Cell_2671"
"Cell_2681",28.8800538671027,-13.361704721559,"8","5","Cell_2681"
"Cell_2691",-30.1724896572622,16.6358214254533,"7","7","Cell_2691"
"Cell_2701",34.647615452601,-17.5075984951824,"8","5","Cell_2701"
"Cell_2711",-24.6535773234925,2.19189045466384,"7","7","Cell_2711"
"Cell_2721",-4.31950137624846,34.0798295524774,"5","2","Cell_2721"
"Cell_2731",-26.7990249061289,6.72885749948879,"7","7","Cell_2731"
"Cell_2741",-14.0348604731823,21.7756389390284,"7","7","Cell_2741"
"Cell_2751",8.27562343100548,29.442856648453,"6","2","Cell_2751"
"Cell_2761",16.4071408895838,14.3254289304203,"6","8","Cell_2761"
"Cell_2771",-20.0123895594882,1.93965973379617,"7","7","Cell_2771"
"Cell_2781",-5.91014854861422,7.41165266420847,"3","4","Cell_2781"
"Cell_2791",-22.2427543425673,-3.54583137893002,"1","4","Cell_2791"
"Cell_2801",-17.0641782087567,-7.64440640679553,"1","4","Cell_2801"
"Cell_2811",6.39793814913852,-5.35212844401195,"4","1","Cell_2811"
"Cell_2821",17.859023658606,23.7477426447159,"6","8","Cell_2821"
"Cell_2831",-30.1967027131568,16.1836000229049,"7","7","Cell_2831"
"Cell_2841",-30.5120086659658,20.3396662062297,"7","7","Cell_2841"
"Cell_2851",1.8705590566524,37.5179052080513,"5","2","Cell_2851"
"Cell_2861",-5.22543653490505,-9.43621157893674,"1","4","Cell_2861"
"Cell_2871",29.2006174510243,-7.14864439620577,"8","5","Cell_2871"
"Cell_2881",33.3221266490061,-15.078996644948,"8","5","Cell_2881"
"Cell_2891",-6.00037478573456,27.5361316082108,"5","2","Cell_2891"
"Cell_2901",-10.1246008485278,29.3091130897334,"5","2","Cell_2901"
"Cell_2911",-23.9297065632786,7.68150339223629,"7","7","Cell_2911"
"Cell_2921",26.3388197462653,-4.98899819538538,"8","8","Cell_2921"
"Cell_2931",21.8066642397626,25.9547153869114,"6","8","Cell_2931"
"Cell_2941",6.59512405858629,-37.769977343498,"2","3","Cell_2941"
"Cell_2951",-19.4472902997526,15.4364331523376,"7","7","Cell_2951"
"Cell_2961",-10.1074869924986,13.1359829594108,"3","7","Cell_2961"
"Cell_2971",1.71462877794615,36.4735941045908,"5","2","Cell_2971"
"Cell_2981",22.1495733208047,22.0234148694387,"6","8","Cell_2981"
"Cell_2991",-4.2647010634643,19.0192748599919,"5","2","Cell_2991"
"Cell_3001",-3.90556145213814,19.6425855396001,"5","2","Cell_3001"
"Cell_3011",-10.9562580722498,39.3225055580043,"5","2","Cell_3011"
"Cell_3021",20.3572487038852,19.8816860370289,"6","8","Cell_3021"
"Cell_3031",14.9166635842841,26.7333704726155,"6","8","Cell_3031"
"Cell_3041",-6.61593886738679,13.8689470558116,"3","1","Cell_3041"
"Cell_3051",16.1264717127434,25.5791784715708,"6","8","Cell_3051"
"Cell_3061",-11.3340496375495,36.9809543834496,"5","2","Cell_3061"
"Cell_3071",33.3323153799256,-13.1337603349441,"8","5","Cell_3071"
"Cell_3081",-1.32523444613801,34.1400401675202,"5","2","Cell_3081"
"Cell_3091",-5.52001742689117,25.7892729071881,"5","2","Cell_3091"
"Cell_3101",-1.97901726890924,33.3545802963172,"5","2","Cell_3101"
"Cell_3111",-13.1226613791024,-11.059836903498,"1","4","Cell_3111"
"Cell_3121",-0.590696435716747,26.9096785293929,"5","2","Cell_3121"
"Cell_3131",0.130006906654076,-0.389033457514812,"3","4","Cell_3131"
"Cell_3141",-17.8755134207781,12.5634228265236,"7","7","Cell_3141"
"Cell_3151",-4.9001973449284,30.3643159727185,"5","2","Cell_3151"
"Cell_3161",14.5363127749738,-0.211220874203544,"4","6","Cell_3161"
"Cell_3171",21.9879652053956,-7.19419640600213,"8","6","Cell_3171"
"Cell_3181",18.808880547414,25.259292312174,"6","8","Cell_3181"
"Cell_3191",5.98135024500862,-12.1238614713188,"4","6","Cell_3191"
"Cell_3201",-21.0955026379667,26.5365214084596,"7","7","Cell_3201"
"Cell_3211",17.8896094102631,19.0672410346909,"6","8","Cell_3211"
"Cell_3221",-0.956769192182973,37.5155509922448,"5","2","Cell_3221"
"Cell_3231",31.747551103197,-8.6774881385164,"8","5","Cell_3231"
"Cell_3241",-34.2620636175709,16.8790391256193,"7","7","Cell_3241"
"Cell_3251",-2.79587326634704,37.5653778542101,"5","2","Cell_3251"
"Cell_3261",-0.995741321595365,-39.9916743366185,"2","3","Cell_3261"
"Cell_3271",15.1776287474429,20.790271170587,"6","8","Cell_3271"
"Cell_3281",29.4947187892821,0.171728224786356,"8","8","Cell_3281"
"Cell_3291",32.3853756675659,-6.49538355342139,"8","5","Cell_3291"
"Cell_3301",16.3973818982762,16.4018746265938,"6","8","Cell_3301"
"Cell_3311",-4.0783879387064,24.885142611171,"5","2","Cell_3311"
"Cell_3321",9.19146472567232,15.0874057887949,"6","8","Cell_3321"
"Cell_3331",-10.5003196711004,3.07377398359397,"3","4","Cell_3331"
"Cell_3341",-19.217605667155,2.36295688461938,"7","7","Cell_3341"
"Cell_3351",-7.53957261596784,19.7603324939857,"5","2","Cell_3351"
"Cell_3361",-10.9790604630764,5.08414546009086,"3","7","Cell_3361"
"Cell_3371",30.5581538137196,-7.79499687258009,"8","5","Cell_3371"
"Cell_3381",2.7660695784176,-18.9927045555759,"4","6","Cell_3381"
"Cell_3391",11.6275862047368,-11.3480697258062,"4","6","Cell_3391"
"Cell_3401",-22.4563271025921,-0.390196967140976,"7","7","Cell_3401"
"Cell_3411",-0.720945389164559,-38.5016767728637,"2","3","Cell_3411"
"Cell_3421",-18.7165355618894,-18.4595029933816,"1","4","Cell_3421"
"Cell_3431",1.91593952192217,39.4902991272691,"5","2","Cell_3431"
"Cell_3441",22.0090878977901,17.0185498310816,"6","8","Cell_3441"
"Cell_3451",3.49847285940383,6.57291748978793,"3","1","Cell_3451"
"Cell_3461",12.2929051964557,-7.28367530867249,"4","6","Cell_3461"
"Cell_3471",-2.37623119742948,31.9161818560415,"5","2","Cell_3471"
"Cell_3481",-10.4173225882364,12.0611057728636,"3","7","Cell_3481"
"Cell_3491",-7.05174612434581,39.6492531882412,"5","2","Cell_3491"
"Cell_3501",37.322671596074,-13.6286760731206,"8","5","Cell_3501"
"Cell_3511",-1.21144782322635,32.3341401487966,"5","2","Cell_3511"
"Cell_3521",28.2604575391686,-17.7642639973921,"8","5","Cell_3521"
"Cell_3531",-8.2928353383422,38.3932485164735,"5","2","Cell_3531"
"Cell_3541",-0.942746231106238,-39.5064931062297,"2","3","Cell_3541"
"Cell_3551",0.458935080480182,35.1290347376286,"5","2","Cell_3551"
"Cell_3561",33.375761207597,-7.02266298550757,"8","5","Cell_3561"
"Cell_3571",-13.5486724639401,15.6962029018666,"7","7","Cell_3571"
"Cell_3581",-17.3555645764008,29.739601528567,"5","7","Cell_3581"
"Cell_3591",3.31744659759365,-11.3817820325157,"4","4","Cell_3591"
"Cell_3601",6.46689145787171,12.9543353639531,"6","1","Cell_3601"
"Cell_3611",-10.0336440523024,-19.5816185650375,"1","4","Cell_3611"
"Cell_3621",-7.31744424253087,37.698046971982,"5","2","Cell_3621"
"Cell_3631",25.9719434648846,-4.00056679838956,"8","8","Cell_3631"
"Cell_3641",-17.0427644291421,5.66268032165515,"7","7","Cell_3641"
"Cell_3651",-19.5599113481704,1.13022507127038,"7","7","Cell_3651"
"Cell_3661",-23.7026323910825,5.37856631013057,"7","7","Cell_3661"
"Cell_3671",3.51351703221185,-16.0224351571486,"4","6","Cell_3671"
"Cell_3681",-9.50202984925468,16.4413662107364,"3","7","Cell_3681"
"Cell_3691",-24.187426180338,15.0432582342306,"7","7","Cell_3691"
"Cell_3701",1.27355207361038,7.7701248644352,"3","1","Cell_3701"
"Cell_3711",-19.4444266524998,6.12691155269386,"7","7","Cell_3711"
"Cell_3721",-0.299444600521082,32.1296810600477,"5","2","Cell_3721"
"Cell_3731",-8.25198473276216,9.66017227935677,"3","4","Cell_3731"
"Cell_3741",16.7795499096391,18.7809454341768,"6","8","Cell_3741"
"Cell_3751",-13.6234369445492,-13.8578987133916,"1","4","Cell_3751"
"Cell_3761",-4.39043702011497,5.98243183741943,"3","4","Cell_3761"
"Cell_3771",1.79064556876833,27.3883454039951,"5","2","Cell_3771"
"Cell_3781",-33.1684309149166,14.8901106151492,"7","7","Cell_3781"
"Cell_3791",1.60781940297531,32.4457733764411,"5","2","Cell_3791"
"Cell_3801",20.5626828939282,-10.2430969863841,"8","6","Cell_3801"
"Cell_3811",-17.8362458911831,27.0418008179094,"7","7","Cell_3811"
"Cell_3821",1.0578931410446,-37.9392613327755,"2","3","Cell_3821"
"Cell_3831",-11.2824446244351,9.15891524971897,"3","7","Cell_3831"
"Cell_3841",-3.92189970858688,34.500231764677,"5","2","Cell_3841"
"Cell_3851",-0.471878011070304,5.94054790944285,"3","1","Cell_3851"
"Cell_3861",13.9511812305838,25.2782813936851,"6","8","Cell_3861"
"Cell_3871",18.9967880238118,19.9689993395944,"6","8","Cell_3871"
"Cell_3881",-4.10290499189842,23.7866212656073,"5","2","Cell_3881"
"Cell_3891",-20.0921794921948,27.3613380382552,"7","7","Cell_3891"
"Cell_3901",-10.9209339351665,5.19631337460021,"3","7","Cell_3901"
"Cell_3911",2.56261097408864,7.18365390767086,"3","1","Cell_3911"
"Cell_3921",-17.1976832657564,2.36151085863144,"7","4","Cell_3921"
"Cell_3931",-27.1922388536122,-13.6023768567057,"1","4","Cell_3931"
"Cell_3941",-21.2397555572689,27.3261967303595,"7","7","Cell_3941"
"Cell_3951",1.28678210963124,8.50676201058009,"3","1","Cell_3951"
"Cell_3961",-1.81656045862328,27.60810809629,"5","2","Cell_3961"
"Cell_3971",-26.2579968999761,-1.62006282643924,"7","7","Cell_3971"
"Cell_3981",18.3853166008062,26.6960969255866,"6","8","Cell_3981"
"Cell_3991",6.63829684519038,19.5231563268407,"6","1","Cell_3991"
"Cell_4001",17.9092709580261,21.8633844249018,"6","8","Cell_4001"
"Cell_4011",-12.9591332217129,15.918566566245,"7","7","Cell_4011"
"Cell_4021",-10.2676664006972,12.7819571811246,"3","7","Cell_4021"
"Cell_4031",-24.1781875229616,3.47938707154897,"7","7","Cell_4031"
"Cell_4041",34.5169966876433,-0.635067534044539,"8","5","Cell_4041"
"Cell_4051",-10.3314419999627,-4.62025076680075,"1","4","Cell_4051"
"Cell_4061",24.3924357319038,-16.4472976858914,"8","5","Cell_4061"
"Cell_4071",-13.8023116394459,-10.8575633431981,"1","4","Cell_4071"
"Cell_4081",1.38665069295536,35.3778776546054,"5","2","Cell_4081"
"Cell_4091",-22.0108622952728,7.55466827036918,"7","7","Cell_4091"
"Cell_4101",15.4209077216509,21.6045661078484,"6","8","Cell_4101"
"Cell_4111",-8.69343593258118,16.5434879526532,"3","7","Cell_4111"
"Cell_4121",15.4098540898667,24.6035930750185,"6","8","Cell_4121"
"Cell_4131",-8.77700281428239,16.4999312798804,"3","7","Cell_4131"
"Cell_4141",-2.88683865704458,36.4087143745815,"5","2","Cell_4141"
"Cell_4151",27.5903953102055,2.19409971210245,"8","8","Cell_4151"
"Cell_4161",-13.2246434459342,18.7078774191597,"7","7","Cell_4161"
"Cell_4171",0.831497364828862,6.71992852759992,"3","1","Cell_4171"
"Cell_4181",-1.54819055743697,35.352315287961,"5","2","Cell_4181"
"Cell_4191",35.3144847883989,-13.2868238998721,"8","5","Cell_4191"
"Cell_4201",-21.7320388470825,25.6546377994644,"7","7","Cell_4201"
"Cell_4211",-2.36704800399395,0.46616101216578,"3","4","Cell_4211"
"Cell_4221",26.7239006833357,-8.88344629558559,"8","5","Cell_4221"
"Cell_4231",2.76086543124201,-39.9966059073355,"2","3","Cell_4231"
"Cell_4241",11.5275136322841,23.9344603781179,"6","8","Cell_4241"
"Cell_4251",34.5951134415449,-20.568502855904,"8","5","Cell_4251"
"Cell_4261",11.7368058592095,18.6370497844723,"6","8","Cell_4261"
"Cell_4271",-21.596892650957,2.12327253318694,"7","7","Cell_4271"
"Cell_4281",-25.8625040619258,11.6614504394978,"7","7","Cell_4281"
"Cell_4291",12.955275502778,14.8728120014039,"6","8","Cell_4291"
"Cell_4301",32.1476062376208,-11.2313223467234,"8","5","Cell_4301"
"Cell_4311",-10.9616631697305,19.0277844797742,"5","7","Cell_4311"
"Cell_4321",-13.2471591804586,5.37646000646123,"3","7","Cell_4321"
"Cell_4331",-3.69499843564333,35.7906138525653,"5","2","Cell_4331"
"Cell_4341",-20.6235511817576,-4.87560397036135,"1","4","Cell_4341"
"Cell_4351",-21.3594354311572,12.7467009501271,"7","7","Cell_4351"
"Cell_4361",3.42989045776404,-7.06596378598604,"4","4","Cell_4361"
"Cell_4371",6.67252045870318,-35.196813442722,"2","3","Cell_4371"
"Cell_4381",-18.1648019876112,-9.97187332294569,"1","4","Cell_4381"
"Cell_4391",-19.0572377656565,-0.438063990403412,"1","4","Cell_4391"
"Cell_4401",-5.45793865715698,33.9595706785199,"5","2","Cell_4401"
"Cell_4411",-4.14050649899827,35.4286072478636,"5","2","Cell_4411"
"Cell_4421",7.8818675613784,-8.33212934307674,"4","6","Cell_4421"
"Cell_4431",1.65394814049186,16.3806385905616,"3","1","Cell_4431"
"Cell_4441",-10.6882616738688,-17.6873830737581,"1","4","Cell_4441"
"Cell_4451",17.9193334060766,1.21564571643916,"8","8","Cell_4451"
"Cell_4461",0.306275118815507,33.5075744721541,"5","2","Cell_4461"
"Cell_4471",-1.33904021676875,4.11468065875598,"3","4","Cell_4471"
"Cell_4481",16.6589154042615,24.6934132941377,"6","8","Cell_4481"
"Cell_4491",2.80971831233957,0.398248368767967,"3","1","Cell_4491"
"Cell_4501",-3.50778357861808,-16.1019014491415,"4","4","Cell_4501"
"Cell_4511",1.68719219406163,27.3288174193679,"5","2","Cell_4511"
"Cell_4521",-4.91480282111638,40.0299669190681,"5","2","Cell_4521"
"Cell_4531",9.03218211290905,19.8344482991857,"6","8","Cell_4531"
"Cell_4541",-6.05148915567677,-18.7382071488424,"1","4","Cell_4541"
"Cell_4551",31.7518472270824,-10.2001290337748,"8","5","Cell_4551"
"Cell_4561",18.8108231797881,21.777116699768,"6","8","Cell_4561"
"Cell_4571",-9.91663764288941,-10.8233273788183,"1","4","Cell_4571"
"Cell_4581",-22.2181547367324,-9.38738255445527,"1","4","Cell_4581"
"Cell_4591",-18.692464802512,-8.07988459135615,"1","4","Cell_4591"
"Cell_4601",32.6840527738412,-16.6681665978894,"8","5","Cell_4601"
"Cell_4611",-15.2161973224672,-24.8777666367436,"1","4","Cell_4611"
"Cell_4621",24.9071840261603,-5.32782789788191,"8","8","Cell_4621"
"Cell_4631",12.371195839089,-9.38139922797168,"4","6","Cell_4631"
"Cell_4641",-3.91878505491749,-13.7255646642022,"1","4","Cell_4641"
"Cell_4651",17.8950823330946,23.2527641302314,"6","8","Cell_4651"
"Cell_4661",38.6428622229995,-17.3956229572146,"8","5","Cell_4661"
"Cell_4671",-33.2933258177895,15.3195414701493,"7","7","Cell_4671"
"Cell_4681",11.1853983222549,16.6573854941275,"6","8","Cell_4681"
"Cell_4691",25.4115316038191,23.9229413921487,"6","8","Cell_4691"
"Cell_4701",32.1807969948601,-6.43769832076549,"8","5","Cell_4701"
"Cell_4711",-8.35599017840019,3.12971353040424,"3","4","Cell_4711"
"Cell_4721",6.1028177217244,-38.7103340782348,"2","3","Cell_4721"
"Cell_4731",17.9076162669887,-0.660431480653521,"8","8","Cell_4731"
"Cell_4741",-11.6082584147972,4.30188931260565,"3","7","Cell_4741"
"Cell_4751",35.1412681454307,-8.40709992270741,"8","5","Cell_4751"
"Cell_4761",-32.870536232517,17.5188073416912,"7","7","Cell_4761"
"Cell_4771",9.69207663819612,-1.34121351022843,"4","1","Cell_4771"
"Cell_4781",35.4176296962536,-8.23503702585596,"8","5","Cell_4781"
"Cell_4791",-4.16342814818042,37.7757706679397,"5","2","Cell_4791"
"Cell_4801",-25.8022405960446,5.82493469517231,"7","7","Cell_4801"
"Cell_4811",-17.4341513776219,-2.82581032796583,"1","4","Cell_4811"
"Cell_4821",-22.4173686902308,5.50213455053974,"7","7","Cell_4821"
"Cell_4831",32.0230018471192,-16.4181698865046,"8","5","Cell_4831"
"Cell_4841",2.33604950903116,8.78117727512601,"3","1","Cell_4841"
"Cell_4851",-12.687986816865,-4.7325675157538,"1","4","Cell_4851"
"Cell_4861",-7.02320164037926,41.4201129873362,"5","2","Cell_4861"
"Cell_4871",9.71626073979789,0.00240837364887423,"4","1","Cell_4871"
"Cell_4881",-12.4517472713358,33.1339330056703,"5","2","Cell_4881"
"Cell_4891",-28.7564778305922,0.770202370657535,"7","7","Cell_4891"
"Cell_4901",-19.9881778447755,-2.62192272728986,"1","4","Cell_4901"
"Cell_4911",-6.37045529931444,38.3962757827767,"5","2","Cell_4911"
"Cell_4921",0.139929268104246,31.0648529134435,"5","2","Cell_4921"
"Cell_4931",11.5489862926265,8.98811591183598,"6","1","Cell_4931"
"Cell_4941",-7.9901679915347,31.3192449824849,"5","2","Cell_4941"
"Cell_4951",-12.6812981810284,-37.1450465190298,"2","3","Cell_4951"
"Cell_4961",-7.90621344369505,27.5308853371345,"5","2","Cell_4961"
"Cell_4971",29.0227944284443,-12.0680588150675,"8","5","Cell_4971"
"Cell_4981",-7.62890725878494,-8.94095041371543,"1","4","Cell_4981"
"Cell_4991",0.178953848399989,38.0818335352131,"5","2","Cell_4991"
"Cell_5001",-0.045506239740462,-18.9923057303784,"4","4","Cell_5001"
"Cell_5011",19.5706202857497,23.1064601359169,"6","8","Cell_5011"
"Cell_5021",-6.33305823939292,6.43101289689736,"3","4","Cell_5021"
"Cell_5031",4.8967148885556,25.7178295948761,"5","2","Cell_5031"
"Cell_5041",4.35415095075587,9.534251942837,"3","1","Cell_5041"
"Cell_5051",21.3852168647196,14.4796433451152,"6","8","Cell_5051"
"Cell_5061",-30.3268281517696,15.8205152011518,"7","7","Cell_5061"
"Cell_5071",-3.14667753807334,23.2588011539501,"5","2","Cell_5071"
"Cell_5081",33.7704014612995,-19.2357699368782,"8","5","Cell_5081"
"Cell_5091",8.65085357079487,-2.98416119635366,"4","1","Cell_5091"
"Cell_5101",-4.27131844507605,11.8025105228779,"3","1","Cell_5101"
"Cell_5111",13.7715512494315,21.240201271722,"6","8","Cell_5111"
"Cell_5121",17.2919005119224,21.0349939333607,"6","8","Cell_5121"
"Cell_5131",-11.0924322017471,28.5538851182775,"5","2","Cell_5131"
"Cell_5141",-30.9249603350617,18.7063629662545,"7","7","Cell_5141"
"Cell_5151",2.33780486757604,19.3578495064951,"5","1","Cell_5151"
"Cell_5161",19.9086567584039,22.3383901303562,"6","8","Cell_5161"
"Cell_5171",2.7433230739878,23.1436845007233,"5","2","Cell_5171"
"Cell_5181",-18.9033137668934,6.91237140372871,"7","7","Cell_5181"
"Cell_5191",-30.4303047427658,1.56973307509961,"7","7","Cell_5191"
"Cell_5201",28.5901714240443,-14.1774348162707,"8","5","Cell_5201"
"Cell_5211",20.8200298527542,21.3853381745932,"6","8","Cell_5211"
"Cell_5221",10.3483615623763,0.246996320716956,"4","1","Cell_5221"
"Cell_5231",-18.7610865104368,15.4942977806372,"7","7","Cell_5231"
"Cell_5241",-0.860761890924035,-36.9275197430161,"2","3","Cell_5241"
"Cell_5251",-2.26916914900625,25.9306142369021,"5","2","Cell_5251"
"Cell_5261",-6.55120527056594,-14.8428067656831,"1","4","Cell_5261"
"Cell_5271",-1.71385137696512,38.3010656799648,"5","2","Cell_5271"
"Cell_5281",-8.75562156921143,-14.7188156971076,"1","4","Cell_5281"
"Cell_5291",-21.7964774577545,21.2213196874901,"7","7","Cell_5291"
"Cell_5301",-9.84647323596297,7.19588745332831,"3","4","Cell_5301"
"Cell_5311",21.4090054200709,-20.0515516886443,"8","6","Cell_5311"
"Cell_5321",-18.0971567006558,9.46894034011566,"7","7","Cell_5321"
"Cell_5331",30.6007803043596,-16.5942655722062,"8","5","Cell_5331"
"Cell_5341",7.01269602487169,-40.2320445954336,"2","3","Cell_5341"
"Cell_5351",0.0898816411214178,28.5893991963662,"5","2","Cell_5351"
"Cell_5361",-32.5949855948558,13.018267160037,"7","7","Cell_5361"
"Cell_5371",24.9173570635712,22.2351727251251,"6","8","Cell_5371"
"Cell_5381",-18.666993781122,13.8331292022839,"7","7","Cell_5381"
"Cell_5391",-3.49282354283016,28.1520926393697,"5","2","Cell_5391"
"Cell_5401",18.8559752489432,21.05801581539,"6","8","Cell_5401"
"Cell_5411",-12.2940441457669,22.6516015466422,"5","2","Cell_5411"
"Cell_5421",-5.15226154620799,39.2684635339894,"5","2","Cell_5421"
"Cell_5431",-7.10772502642814,-19.4914095856797,"1","4","Cell_5431"
"Cell_5441",-5.46835547593231,-15.3088708163665,"1","4","Cell_5441"
"Cell_5451",-11.1981182959005,-1.60222744835441,"1","4","Cell_5451"
"Cell_5461",-13.2640370193202,12.1531523441675,"7","7","Cell_5461"
"Cell_5471",-18.1513373505145,16.7778434436237,"7","7","Cell_5471"
"Cell_5481",14.296612643081,14.5687531068792,"6","8","Cell_5481"
"Cell_5491",-13.9995853010526,-38.6114108842938,"2","3","Cell_5491"
"Cell_5501",-30.3613299862512,1.46739466261637,"7","7","Cell_5501"
"Cell_5511",-5.60153331781312,36.6170537177174,"5","2","Cell_5511"
"Cell_5521",-12.2080894995459,35.5326180418501,"5","2","Cell_5521"
"Cell_5531",-19.10652622579,-8.50519314542775,"1","4","Cell_5531"
"Cell_5541",34.3788720713868,-15.3700315769956,"8","5","Cell_5541"
"Cell_5551",-14.5438022137134,3.6504389329835,"7","4","Cell_5551"
"Cell_5561",-9.49278485074024,39.2524670241962,"5","2","Cell_5561"
"Cell_5571",0.608844676991424,32.3847854949735,"5","2","Cell_5571"
"Cell_5581",17.0154162751433,23.652688670698,"6","8","Cell_5581"
"Cell_5591",15.9972957736244,14.1384072865095,"6","8","Cell_5591"
"Cell_5601",-20.5192446570897,2.57650252211951,"7","7","Cell_5601"
"Cell_5611",32.2097002051604,-12.6047092408332,"8","5","Cell_5611"
"Cell_5621",-9.08372699484173,38.6560839376615,"5","2","Cell_5621"
"Cell_5631",36.2256847392604,-12.0446429099699,"8","5","Cell_5631"
"Cell_5641",-7.90073039843391,36.2678503332261,"5","2","Cell_5641"
"Cell_5651",30.054730615387,-9.99956648484478,"8","5","Cell_5651"
"Cell_5661",-24.2736184598117,7.76705623252193,"7","7","Cell_5661"
"Cell_5671",0.972192435957768,36.6248654706283,"5","2","Cell_5671"
"Cell_5681",1.18361319487395,33.9839845038028,"5","2","Cell_5681"
"Cell_5691",-3.27798520928249,33.501253539356,"5","2","Cell_5691"
"Cell_5701",32.9783486612828,-13.9551968240504,"8","5","Cell_5701"
"Cell_5711",-11.0783078017357,19.275883014873,"5","7","Cell_5711"
"Cell_5721",1.46951955364998,17.0083226309536,"3","1","Cell_5721"
"Cell_5731",18.8799183507442,24.168979912975,"6","8","Cell_5731"
"Cell_5741",-8.03951557270542,39.9313001753405,"5","2","Cell_5741"
"Cell_5751",9.07426674039656,14.9072282395814,"6","8","Cell_5751"
"Cell_5761",-13.701037683286,12.1301662036014,"7","7","Cell_5761"
"Cell_5771",26.2514793340806,-16.0448971829878,"8","5","Cell_5771"
