"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Psmc6",0.00280021799490853,0.459777147991428,0.149,0.033,1
"Mbnl2",0.00281967018310821,0.413313104681854,0.31,0.154,1
"Fkbp3",0.0029115445725823,0.538992935956988,0.226,0.088,1
"Tmed3",0.00297942263089205,0.481748811663084,0.149,0.033,1
"Polr2c",0.00298395624358323,0.461212757130621,0.212,0.077,1
"Ctsz",0.0030027908912713,0.279793080616285,0.24,0.088,1
"Chchd2",0.00325773511013949,0.291259920041925,0.701,0.484,1
"Bag1",0.0032753020390351,0.35553807869586,0.201,0.066,1
"Vapa",0.00331468336938085,0.354287955838136,0.298,0.132,1
"Rab1a",0.00334044965541436,0.391639254769157,0.273,0.121,1
"Psma3",0.00343630458556154,0.391832156944659,0.384,0.209,1
"Ywhab",0.00350808513962593,0.418293887530314,0.322,0.165,1
"Rexo2",0.00358843879610101,0.471168701841661,0.163,0.044,1
"Abracl",0.00368457057806737,0.430061059356213,0.109,0.011,1
"Tcf15",0.00373571871550351,0.351502890447884,0.709,0.516,1
"Xdh",0.00386677461079872,0.400497756282341,0.327,0.165,1
"Smc6",0.00388541775198337,0.268300838677819,0.145,0.033,1
"Gtpbp2",0.00396660363710035,0.510580256537093,0.14,0.033,1
"Carhsp1",0.00404995559907704,0.493226654658309,0.172,0.055,1
"Ctnnb1",0.00435595043679233,0.290732828293651,0.508,0.33,1
"Gm11808",0.00439580138680392,-0.445094988191967,0.434,0.538,1
"Tspan7",0.00461266430384547,0.261509840725952,0.65,0.462,1
"Ppp1ca",0.00476091846184492,0.273267128240007,0.426,0.264,1
"Hip1",0.00477320439987535,-0.474095401821385,0.07,0.154,1
"Rasip1",0.00477799725370582,0.323169563833493,0.476,0.297,1
"Rab6a",0.00479935779522213,0.317240087535352,0.303,0.143,1
"Rps6ka3",0.00488181552840732,0.488639783131253,0.102,0.011,1
"Cnih1",0.0051505684461091,0.450396147488868,0.154,0.044,1
"Ndufa8",0.00525117561371967,0.263984029416171,0.464,0.264,1
"Actr3",0.0053223059008241,0.345803290788715,0.261,0.121,1
"H3f3a",0.00535495021712141,0.266255765837937,0.692,0.484,1
"H2-K1",0.00541311051661553,-0.278266357560147,0.837,0.802,1
"Suv420h1",0.00546470766038272,-0.545822808259355,0.049,0.121,1
"Adamts1",0.00551256165766847,-0.591678017674826,0.103,0.198,1
"Limch1",0.00551896595158482,0.429706007895877,0.184,0.066,1
"Hspe1",0.00556115850553344,0.440844901272276,0.215,0.088,1
"Ier3ip1",0.00559882430744572,0.363394366290406,0.291,0.143,1
"Ndufab1",0.00579146510279345,0.318620234277689,0.221,0.088,1
"Abi1",0.0059477616143984,0.497944199103498,0.116,0.022,1
"Usmg5",0.00597590389069681,0.325062136240733,0.387,0.22,1
"Cd93",0.00598329661423199,0.322737093447869,0.468,0.308,1
"Eny2",0.00599371025328934,0.451917281693733,0.151,0.044,1
"Tnfrsf21",0.00609021247400416,0.414141532961999,0.135,0.033,1
"Cyb5a",0.00611467751042443,0.293885904629256,0.469,0.297,1
"Slc28a2",0.00611841486559671,0.267284663712574,0.445,0.264,1
"Selk",0.00612843921241916,0.32467586969739,0.571,0.374,1
"Tm2d1",0.00613575261801526,0.438589375921749,0.149,0.044,1
"Rala",0.0061597547440101,0.347544112931554,0.133,0.033,1
"Rpl6",0.00640734961149761,-0.286410605231065,0.837,0.813,1
"Calm2",0.00642516783917222,0.297939605218357,0.632,0.451,1
"Snx1",0.00646079612442902,0.444303677161566,0.133,0.033,1
"Fmo2",0.00646780020780623,-0.49155595300608,0.152,0.253,1
"Fscn1",0.00701245284992513,0.307846237313715,0.431,0.253,1
"Nid1",0.00713469667581386,0.353204745887899,0.154,0.044,1
"Sgk1",0.00714665461148061,0.347696939339128,0.627,0.451,1
"Nbeal1",0.00742519806295167,-0.510467351207226,0.184,0.286,1
"Klk8",0.00756881540766381,0.399825772099263,0.182,0.066,1
"Saraf",0.00759588899942607,0.326647969450671,0.335,0.176,1
"Ube2j2",0.00770132955571541,0.426220706389451,0.131,0.033,1
"Fkbp4",0.00785240073408346,0.283279268654449,0.238,0.099,1
"Psma4",0.00788365875556542,0.38582299559653,0.221,0.099,1
"Srp14",0.00792760123855769,0.37455737025604,0.31,0.165,1
"Anxa7",0.0080770260841789,0.303193941596571,0.217,0.088,1
"Slc29a1",0.00819750679710198,0.432147114796097,0.173,0.066,1
"C1qtnf9",0.00840172912282407,0.2645987182799,0.73,0.593,1
"2900026A02Rik",0.00843705743672342,0.473262356471054,0.126,0.033,1
"Trappc1",0.00860360725663355,0.300976845754736,0.114,0.022,1
"Ifi27",0.00868068957204949,0.296490665962808,0.406,0.242,1
"Sirt2",0.00874210225929809,0.413433384635313,0.161,0.055,1
"Emg1",0.00894106151158468,0.272603127247212,0.236,0.099,1
"Keap1",0.00896864040914302,0.362045787183949,0.13,0.033,1
"Ankrd37",0.0089787276330707,-0.480868858777143,0.091,0.176,1
"Cbfb",0.00897971824553933,0.392333386453798,0.112,0.022,1
"Hspa5",0.00901231554164106,0.339571655300441,0.434,0.286,1
"Irf1",0.00901555427034058,0.340147631027244,0.201,0.077,1
"Apobec3",0.00901865822941196,-0.602174059404409,0.133,0.22,1
"Fyn",0.00903137388618267,0.418935053797888,0.159,0.055,1
"Yaf2",0.00907541965826453,0.363269727435137,0.163,0.055,1
"D8Ertd738e",0.00909338693425821,0.267119558979348,0.436,0.264,1
"Rhob",0.00919457146756713,0.331663519413436,0.275,0.143,1
"Tmod3",0.00923489306041694,0.398133734063327,0.34,0.198,1
"Pak1ip1",0.00934249594877519,0.396096846162466,0.158,0.055,1
"Tomm20",0.00973214961830187,0.366633880942214,0.261,0.132,1
"Sun1",0.00974521813051893,0.364979989733127,0.109,0.022,1
"Emc3",0.0100739051436585,0.324570473334889,0.222,0.099,1
"Rps21",0.0100784405606929,-0.342007237941609,0.729,0.692,1
"Rchy1",0.0101543682439705,0.417657172633205,0.172,0.066,1
"Rgl2",0.0101906363621058,0.350307330575553,0.205,0.088,1
"Dnajb11",0.0107251470066171,0.414055251112631,0.226,0.11,1
"Notch1",0.0107912765218063,0.372724856770909,0.144,0.044,1
"Sipa1",0.0107970582316519,0.424053394223429,0.266,0.143,1
"Aamp",0.0108994704390351,0.414116191329778,0.173,0.066,1
"Tek",0.0109265795297845,0.322751844239211,0.287,0.143,1
"Rnf130",0.0116116260425479,0.296141396241631,0.233,0.11,1
"Ppic",0.0121443784621542,0.335506313674841,0.264,0.132,1
"Cxx1a",0.0121592409192636,0.354877994639596,0.342,0.198,1
"S100a6",0.0123937215462233,-0.472909313786957,0.07,0.143,1
"Ndufc2",0.012400010975033,0.315958742088409,0.403,0.242,1
"Sumo2",0.0125635857816248,0.289100360181868,0.578,0.418,1
"Ccnd3",0.012676243220519,0.358276676470103,0.231,0.11,1
"Scarb1",0.0128522597852945,0.422192439712615,0.212,0.099,1
"Sirt7",0.0130260213665164,0.355026193364662,0.105,0.022,1
"Polr1d",0.0133613316613202,0.290907864425722,0.32,0.176,1
"Hectd1",0.0134176958497372,0.343383091698991,0.138,0.044,1
"Art3",0.0134936708057193,0.367484946914399,0.228,0.11,1
"Gngt2",0.0135898739773932,0.291680701188331,0.527,0.363,1
"Cirbp",0.0136538863342188,-0.502133971225314,0.128,0.209,1
"Ap2s1",0.0143901180333934,0.326196753791294,0.2,0.088,1
"Ndufa1",0.0147454655654509,0.383073604829313,0.28,0.165,1
"Pde2a",0.0149247724499638,0.270599043145669,0.342,0.198,1
"Syngr2",0.0161116105631322,0.314004242291869,0.152,0.055,1
"Rpl36a",0.0161203529364676,-0.320946455977669,0.639,0.67,1
"Fam162a",0.0163695692830027,0.403269613481888,0.116,0.033,1
"Eepd1",0.0168769700322273,0.356826789675567,0.264,0.143,1
"Ivns1abp",0.0170737687935317,0.313976882877628,0.151,0.055,1
"Nav1",0.0171231282949013,0.276612749190891,0.149,0.055,1
"Cnn2",0.0173122629643924,0.370902322081558,0.207,0.099,1
"Ddit4",0.0173789974410867,0.367470819742469,0.117,0.033,1
"Ppp2r1a",0.0176824303012833,0.29637438807069,0.184,0.077,1
"Pnrc1",0.0179702322781338,0.298304849606403,0.361,0.22,1
"Mtch1",0.0180821732572157,0.384629880375824,0.13,0.044,1
"Trnau1ap",0.0180912768289208,0.345616151745187,0.149,0.055,1
"2310036O22Rik",0.018393963201225,0.366816199685224,0.287,0.165,1
"Serpinb6a",0.0185507185453676,0.3426656226476,0.238,0.121,1
"Rabac1",0.0186132666111099,-0.340325809485746,0.501,0.549,1
"Bcam",0.0190838767213667,0.269786832191928,0.343,0.209,1
"Mrpl34",0.0192324745002395,0.354317766528049,0.112,0.033,1
"Srp19",0.0193958264324109,0.318315728012546,0.168,0.066,1
"Mbnl1",0.0195752571953686,0.349993794473367,0.212,0.11,1
"Med21",0.01960422531264,0.290332648502626,0.166,0.066,1
"Kcnq1ot1",0.0196287202060894,0.451228181790333,0.17,0.077,1
"Cd47",0.0196507619659411,-0.347806062005518,0.361,0.44,1
"Sigirr",0.0198210926892496,0.417987282009826,0.112,0.033,1
"Xbp1",0.0198252865511532,0.305190579682434,0.254,0.132,1
"Rpl27",0.019827679006176,-0.26990692028733,0.671,0.692,1
"Map1b",0.0202015608466393,0.413191523177491,0.142,0.055,1
"Rrp1",0.0206288651693738,0.291518070358937,0.224,0.11,1
"Isg15",0.0206660638608869,-0.395130916459173,0.051,0.11,1
"Ogt",0.0206961661854823,0.338285545950261,0.159,0.066,1
"Aars",0.0207727339453207,0.339327631561243,0.114,0.033,1
"Ahsa1",0.0213679581338555,0.281136807752956,0.207,0.099,1
"Gdi1",0.0216214002986198,0.342320408267758,0.191,0.088,1
"Atpif1",0.0216745211934209,0.320600209886929,0.238,0.121,1
"Phb2",0.0218825502346259,0.31138410265552,0.207,0.099,1
"Ptpn12",0.0219720265592916,0.402959573779532,0.126,0.044,1
"Slc39a7",0.0221827370810185,0.337245676999056,0.142,0.055,1
"Sumo3",0.0222992773466221,0.415622583115668,0.184,0.088,1
"Higd2a",0.0225018489696075,0.301845000230652,0.289,0.165,1
"Mesdc2",0.0225861738473226,0.358946778741545,0.128,0.044,1
"H2afz",0.0226892709941863,0.311172004274669,0.32,0.198,1
"Polr2g",0.0227639983353508,0.328233030519903,0.175,0.077,1
"Smdt1",0.0228206622785333,0.297353207850075,0.38,0.242,1
"Gemin7",0.0229463868653487,0.340405504071825,0.144,0.055,1
"Tmem255b",0.0231060560203337,0.388474682283091,0.11,0.033,1
"Arfrp1",0.0231982938089535,0.390802379174565,0.109,0.033,1
"Marcks",0.0232641567541642,0.255387635717348,0.299,0.176,1
"H1f0",0.023725591179695,0.303202349966887,0.317,0.176,1
"Sncg",0.0238114961042869,-0.487133405661189,0.067,0.132,1
"Blmh",0.0239423282626482,0.337440595571923,0.11,0.033,1
"Eif3m",0.0241319627530605,0.310179873530064,0.186,0.088,1
"Rbm3",0.0242729628404286,-0.470896306063779,0.294,0.374,1
"Ntan1",0.0242826291267256,0.338740992748672,0.14,0.055,1
"Srsf2",0.0243807513553127,0.276627724555577,0.35,0.22,1
"Tubb2a",0.0244042284999406,0.335896800915002,0.242,0.132,1
"Sltm",0.0244422996566317,0.363164425037399,0.124,0.044,1
"Derl1",0.0246519297879472,0.291935933092252,0.142,0.055,1
"Tor3a",0.0256191742367754,0.380037208414382,0.107,0.033,1
"Mospd2",0.0257679270574382,0.300203419505656,0.158,0.066,1
"Rab35",0.0259204829661951,0.305015659090827,0.11,0.033,1
"Dpy30",0.0265064865162766,0.378825529328346,0.123,0.044,1
"Gm9843",0.0265804607354809,-0.330352611953463,0.511,0.56,1
"Timm8b",0.0272147309601564,0.28738263306009,0.142,0.055,1
"Tm2d2",0.0273628827457947,0.283515289961839,0.173,0.077,1
"Pgam1",0.0279571634868723,0.276502133031865,0.158,0.066,1
"Eif3l",0.0281818641946005,0.259675783664628,0.173,0.077,1
"Zfp91",0.0283972761774498,-0.333491018717447,0.068,0.132,1
"Pet100",0.0284241695527197,0.358884093840261,0.137,0.055,1
"Pacsin2",0.0286600920047916,0.258704966500607,0.128,0.044,1
"Prcp",0.0289456763467349,0.266007216065572,0.126,0.044,1
"Nfu1",0.0290633438077242,0.272228741137972,0.126,0.044,1
"Nme1",0.0291498300842408,0.28536410281737,0.186,0.088,1
"H2-Q4",0.0291586126971027,-0.493570826766356,0.184,0.264,1
"Rexo1",0.0291620516736872,0.323039433993854,0.107,0.033,1
"Ppm1f",0.0292670949150449,0.316295876471518,0.123,0.044,1
"Mdh2",0.0293135561222165,0.28172353707889,0.349,0.231,1
"Cxx1b",0.0293533388025122,0.266625439823829,0.212,0.11,1
"Med10",0.0294080909317901,0.338553361946291,0.138,0.055,1
"Bzw1",0.029650166428223,0.316578104037262,0.228,0.121,1
"Osgep",0.0301710178207284,0.282452236197914,0.105,0.033,1
"Banf1",0.0304064580080001,0.283274190318118,0.152,0.066,1
"Rps15a",0.0304381544857465,-0.303990887041199,0.825,0.791,1
"Emc2",0.0304548472068355,0.402515678362268,0.147,0.066,1
"Leprotl1",0.0306149766192735,0.340552762957275,0.105,0.033,1
"Pdia6",0.0306474989138013,0.290153138506504,0.42,0.286,1
"Fam89a",0.0310511296793248,0.255912067107078,0.109,0.033,1
"Setd5",0.0311551075464486,0.33815105456223,0.105,0.033,1
"Sar1b",0.0320459296461871,0.298181261950506,0.166,0.077,1
"Ecm2",0.0324068525407385,0.25978929919465,0.152,0.066,1
"Chchd1",0.0324355421503689,0.335525360706367,0.163,0.077,1
"Nagk",0.033670339862251,0.352144035942933,0.103,0.033,1
"Tspan15",0.0337775329324361,0.298723338825468,0.261,0.154,1
"Drg1",0.0338964451788222,0.287326628186918,0.119,0.044,1
"Smap1",0.034254160780352,0.381055599098055,0.147,0.066,1
"Nsmce4a",0.0350644199173094,0.362493740544295,0.175,0.088,1
"Lima1",0.0352793547780935,-0.476432900984368,0.109,0.176,1
"Rbmxl1",0.035574358244775,0.285474547393884,0.105,0.033,1
"Tcf3",0.0360220398656405,-0.427237081603875,0.147,0.22,1
"Trappc2l",0.0368645669106281,-0.445173080881627,0.089,0.154,1
"Dapk2",0.0374135078378776,0.33950172842416,0.117,0.044,1
"Bcl2",0.0377787260990976,0.327877774057768,0.165,0.077,1
"Smarca5",0.0378174827275733,0.266666902730724,0.117,0.044,1
"Nmi",0.038024633854124,0.335396514788431,0.175,0.088,1
"Ctdsp2",0.0380249936373641,0.29292203619,0.163,0.077,1
"Chmp2b",0.0380818518098107,0.328907734882614,0.147,0.066,1
"Abhd17a",0.0381350528040602,-0.442053789625337,0.116,0.187,1
"U2af1",0.0381736928941726,0.385335363650886,0.208,0.121,1
"Adgrl2",0.0401454794713239,0.289275751483903,0.165,0.077,1
"Thrsp",0.0403314174008178,0.26762379727338,0.247,0.143,1
"Eif4h",0.040530023473553,0.294400348245595,0.217,0.121,1
"Ppm1g",0.0405750073158778,0.254944725417256,0.133,0.055,1
"Mrps36",0.0414629458326881,0.299679211756187,0.114,0.044,1
"Lats2",0.0416856485216801,0.329075071190186,0.114,0.044,1
"Khdrbs1",0.0417208317312548,0.259349742050375,0.161,0.077,1
"Glmp",0.0424848279232731,0.308539260514157,0.198,0.11,1
"Rpl23a-ps3",0.0428736423269061,-0.332176968801801,0.623,0.593,1
"Immp1l",0.0437041232930142,0.332547569979798,0.112,0.044,1
"Stx6",0.0437359945078726,0.266458377034841,0.114,0.044,1
"Snf8",0.0443677487476632,0.29450628220618,0.13,0.055,1
"Tpm4",0.0449268004069659,0.262667716124362,0.623,0.495,1
"Nfia",0.0452733449123711,0.308469562176511,0.117,0.044,1
"Snap23",0.0454029511433496,0.283530808756993,0.189,0.099,1
"Fabp5",0.0460534999203968,0.25210697339383,0.746,0.626,1
"Srpk2",0.0468542270424618,-0.361793254273446,0.074,0.132,1
"Nucb1",0.0469968726601315,0.258399407691231,0.142,0.066,1
"Tmem30a",0.0476033983474348,-0.459826309960821,0.177,0.242,1
"Rassf9",0.0481523344683801,0.301648931618098,0.229,0.132,1
"Lyn",0.0494947781933095,0.272614791729542,0.215,0.121,1
"Leprot",0.0495534599671522,0.294676118074739,0.222,0.132,1
"Camk1",0.0500066459178107,0.302828032196268,0.196,0.11,1
"Pfdn6",0.0520627334635203,0.275565772759253,0.158,0.077,1
"Klf3",0.0521409019800535,0.258994336694877,0.277,0.176,1
"Tomm5",0.0522021405247148,0.334127078587836,0.152,0.077,1
"Cxcl9",0.0525343913840367,0.34065476806927,0.168,0.088,1
"Ssna1",0.0529381329563242,0.256272615679322,0.172,0.088,1
"Exosc7",0.0535410850204944,0.264535294096473,0.11,0.044,1
"Itm2c",0.0545854797633203,0.325550634235258,0.18,0.099,1
"Stim2",0.0545991709826283,0.262979806483173,0.144,0.066,1
"Pitpna",0.0548110254335808,0.369086427128382,0.107,0.044,1
"Plin2",0.0559308016296605,0.292325125093208,0.179,0.099,1
"Gusb",0.0559655876871616,0.342807672193186,0.135,0.066,1
"Cdipt",0.0561907824826659,0.323826532087038,0.137,0.066,1
"Ppp4c",0.0561925426367784,0.252258521687976,0.172,0.088,1
"Atp1a1",0.0562137045440019,0.252719357029688,0.168,0.088,1
"Mcam",0.0564549463303113,-0.379563792995266,0.067,0.121,1
"Cct3",0.0571501311693428,0.277890008221293,0.198,0.11,1
"Nsmce1",0.0577074361976379,0.310625063366931,0.161,0.088,1
"Nsun2",0.0579284551101483,-0.394284742552017,0.068,0.121,1
"Sox18",0.058286481764253,-0.357894407962603,0.296,0.352,1
"Zbtb7a",0.058470160421302,-0.280265853006882,0.175,0.253,1
"Nde1",0.0599888263667317,0.28540020631754,0.124,0.055,1
"Ube2k",0.0603368464641989,-0.349475557837929,0.103,0.165,1
"Mettl9",0.0604422825230432,0.313611803719621,0.151,0.077,1
"Tecr",0.0604983753465433,0.297680189139678,0.124,0.055,1
"Matr3",0.0613895700300797,-0.323818965517859,0.149,0.22,1
"Rraga",0.0620165674369479,0.291904994726782,0.137,0.066,1
"Strn3",0.0620974560268944,-0.402816687427668,0.112,0.176,1
"Polr1c",0.0621362819478265,-0.387498549506359,0.068,0.121,1
"Uhrf2",0.0632004941200926,0.299632296248024,0.149,0.077,1
"Nhp2",0.0642624781430107,0.2882316632828,0.105,0.044,1
"Tmcc3",0.0653154013454043,0.259532377632256,0.179,0.099,1
"Vdac2",0.0655756588530727,0.29052102594938,0.25,0.165,1
"Uba52",0.0657363693138859,-0.478015274341768,0.233,0.297,1
"Epas1",0.0658176685577973,-0.293909810290837,0.384,0.44,1
"1700020I14Rik",0.0671708940345449,0.26442973068267,0.165,0.088,1
"4930402H24Rik",0.0725941754116851,0.255437195566839,0.135,0.066,1
"1110008F13Rik",0.0743460034867742,0.27777806590149,0.131,0.066,1
"Pdgfb",0.0753616660066833,0.301975842414474,0.145,0.077,1
"Lasp1",0.077333967754514,0.293689103575775,0.145,0.077,1
"Eif4a3",0.0781134361763417,0.287012962587235,0.156,0.088,1
"0610037L13Rik",0.0797223766200595,-0.341640033694184,0.079,0.132,1
"Zmynd11",0.0797248555379469,-0.330843258674322,0.117,0.176,1
"Ggh",0.0806843097175261,-0.404323787698692,0.102,0.154,1
"Lysmd2",0.0809762558187581,-0.274061711047135,0.116,0.176,1
"Fgfr1op2",0.081578083671742,0.260888175669364,0.145,0.077,1
"Pcm1",0.0826616195958257,-0.25526359578717,0.061,0.11,1
"H2-Q7",0.0832973221673143,-0.335909379117946,0.277,0.33,1
"Peak1",0.0839985297104669,0.262129194118633,0.116,0.055,1
"Foxo1",0.0841191988078845,-0.304133229120938,0.098,0.154,1
"Stom",0.085713766007993,-0.405727380731255,0.082,0.132,1
"Timm17b",0.0871770618225693,-0.269218514910199,0.072,0.121,1
"Fam177a",0.0878845524434594,-0.281504808603615,0.096,0.154,1
"Yipf3",0.0883460558118986,0.254846650402768,0.144,0.077,1
"Mrpl54",0.089961648435904,0.28086462368533,0.126,0.066,1
"Lypla1",0.0945231864254639,0.272924534991912,0.128,0.066,1
"Mrps28",0.0945365817564592,-0.29264373354149,0.089,0.143,1
"Pex19",0.0965984234572028,-0.250646308596901,0.063,0.11,1
"Kmt2e",0.100471993942475,-0.386912918304131,0.217,0.275,1
"Mrpl27",0.101024792947628,-0.261791259434925,0.135,0.198,1
"Lsm8",0.10106572058349,-0.348262639149125,0.102,0.154,1
"Eci1",0.101103957807803,0.252635339347743,0.14,0.077,1
"Prkx",0.103073855392649,-0.385246381418662,0.075,0.121,1
"Pum1",0.103950421705365,-0.358969987561012,0.084,0.132,1
"Evi5",0.105673952471484,-0.347128185813021,0.067,0.11,1
"Imp4",0.105700315375385,-0.313850341525577,0.074,0.121,1
"Nenf",0.105824348189358,-0.303045210897666,0.177,0.242,1
"Atad1",0.106924815300112,-0.291180899349765,0.082,0.132,1
"Camk2g",0.109304351138048,-0.255706700093912,0.065,0.11,1
"Ifrd1",0.109310596434313,-0.374545213004161,0.093,0.143,1
"Zfp652",0.110796405974954,-0.284299288383766,0.074,0.121,1
"3222401L13Rik",0.111177598826994,0.275722014232277,0.11,0.055,1
"Rps12-ps3",0.111230176684827,-0.37670103033821,0.361,0.407,1
"Rad23a",0.113536070679512,0.301248809829044,0.147,0.088,1
"Jak1",0.114422687104729,0.306999769567531,0.196,0.132,1
"Akap13",0.115765779398687,0.255417885710623,0.177,0.11,1
"Med1",0.12205271448514,-0.384089355132931,0.077,0.121,1
"Apbb2",0.122180887672732,-0.331208269120085,0.327,0.374,1
"Psmd9",0.122245780389463,-0.346751429084317,0.088,0.132,1
"Smg6",0.122456763309985,-0.458809677770016,0.079,0.121,1
"Frg1",0.125649255835582,0.325488541408583,0.117,0.066,1
"Aldh3a2",0.128308819926103,-0.251197952784805,0.067,0.11,1
"H2afy",0.129589769909276,0.27149665922405,0.105,0.055,1
"Mea1",0.130248074460078,0.269954151962291,0.119,0.066,1
"Trim30a",0.131725089825073,0.277568465704739,0.103,0.055,1
"Cct2",0.132732171952527,-0.407551316630445,0.105,0.154,1
"Adora2a",0.133324923427083,-0.342957345762829,0.128,0.176,1
"Hcfc1r1",0.136872902855788,-0.329590296674815,0.172,0.22,1
"Nostrin",0.139173741737671,0.272427530726358,0.133,0.077,1
"Tpi1",0.139825126722181,-0.264491595181978,0.105,0.154,1
"Srsf10",0.141329364378367,-0.299038359611929,0.158,0.209,1
"Filip1l",0.147047744485921,-0.251857818039685,0.077,0.121,1
"Rpl6l",0.148922203160016,-0.352560372152465,0.306,0.341,1
"Jagn1",0.150045005002159,-0.274810147875324,0.079,0.121,1
"Ctsl",0.152790641408564,-0.268212606159107,0.501,0.505,1
"Ube2r2",0.153487462107324,-0.408299788542243,0.098,0.143,1
