"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Cdk6",0.00381753194291263,-0.42696072003732,0.058,0.134,1
"PISD",0.00382581464925301,-0.344054412729785,0.129,0.235,1
"Atp5j2",0.00383125078213327,0.260746264688417,0.584,0.429,1
"Eif3g",0.00397129026589056,0.420901210269968,0.324,0.202,1
"Srsf3",0.00401934738268596,0.273742946518106,0.449,0.294,1
"Sms",0.00402315713394611,-0.401974956139785,0.064,0.143,1
"Hspe1",0.00409521180563411,0.398845311248063,0.273,0.151,1
"Rgs12",0.00420614262785337,-0.397841009298427,0.053,0.126,1
"Hsp90b1",0.00438391695595437,0.307472533926115,0.484,0.336,1
"Ehd1",0.00441232920950893,-0.305334085128527,0.511,0.63,1
"Sdpr",0.0046346652733424,0.25204430266922,0.893,0.815,1
"Ric1",0.00491160536044621,-0.595461229431931,0.104,0.193,1
"Aqp1",0.00492757078870065,0.338150408555319,0.287,0.151,1
"Sept11",0.00496143950596546,0.406694023887944,0.222,0.109,1
"Hrct1",0.00497749881620475,-0.370455113971695,0.058,0.134,1
"Ywhaz",0.00498636995476389,0.36325613804786,0.182,0.076,1
"Mrpl18",0.00506051043925456,0.313024101413018,0.16,0.059,1
"Tuba1a",0.00513781734818822,0.297749158740529,0.54,0.378,1
"Rai14",0.00539553187194068,-0.384267490553318,0.049,0.118,1
"Ssr1",0.00547461007634185,-0.356538721869629,0.196,0.311,1
"Cmpk1",0.00560036215571967,0.37695117051303,0.253,0.134,1
"Mrps36",0.00569071955257164,0.35371398754217,0.12,0.034,1
"Farsa",0.00580386483277613,0.36505688161865,0.104,0.025,1
"Uqcc2",0.00584639807627914,0.273996775835369,0.36,0.227,1
"Phb",0.00590517304013815,0.330725113198631,0.131,0.042,1
"Ackr3",0.00612705816367109,-0.401738452792498,0.109,0.202,1
"Fmo1",0.00620108713739894,-0.359959769096506,0.071,0.151,1
"Polr1d",0.00650335603627923,0.264279717252383,0.282,0.151,1
"Ier5",0.00654969654824258,0.270729491178172,0.496,0.353,1
"Rps6ka4",0.00733354641907543,0.328625561437747,0.129,0.042,1
"Cpne3",0.00748622499558612,-0.360447262704783,0.133,0.227,1
"Aida",0.00756656989347855,-0.308271599446668,0.173,0.286,1
"Cmpk2",0.00767018504988109,-0.380472527952486,0.073,0.151,1
"Stx12",0.00767718396929924,0.252860660873459,0.364,0.235,1
"Eif5b",0.0077419457904787,0.323603280109514,0.307,0.185,1
"Cbx1",0.0082864486603504,0.399510573915567,0.28,0.168,1
"Sin3b",0.00831857319629197,-0.38323338018818,0.133,0.227,1
"Mrps16",0.00873212534658423,0.341075660556028,0.149,0.059,1
"Vgll4",0.00878401771514626,0.296104564425002,0.378,0.244,1
"Tmem230",0.00882759004788142,-0.28889027297636,0.051,0.118,1
"Fhl1",0.00904224086445934,-0.400638840950744,0.102,0.185,1
"Hip1",0.00913496267986637,0.389184052412701,0.18,0.084,1
"Mlec",0.00915688548633589,0.297665448110991,0.113,0.034,1
"Rpl15",0.00922253042159135,-0.258316854888208,0.613,0.655,1
"Snrk",0.0092944335978012,0.280084136611318,0.464,0.328,1
"Kcnq1ot1",0.00942471333075856,0.282394866331266,0.251,0.134,1
"Psmd12",0.00947951330917298,0.319862971671572,0.204,0.101,1
"Gars",0.0096605433752694,0.340659259888514,0.224,0.118,1
"Ywhah",0.00983133502394934,0.266692696167424,0.591,0.471,1
"Kctd10",0.0101312527873468,0.262536601845087,0.473,0.353,1
"Chmp3",0.0101458613000112,0.372680790033147,0.273,0.168,1
"Imp4",0.0101896038453566,0.311041460642871,0.124,0.042,1
"Lpl",0.0102236313954845,-0.600652000580654,0.276,0.361,1
"Mospd2",0.0102609475362657,-0.37022200237489,0.12,0.21,1
"Mndal",0.0104792568419943,0.319197124988224,0.449,0.328,1
"Map7d1",0.0106206985892779,0.321065894821121,0.369,0.252,1
"Nfe2l2",0.0108536925828744,0.325073900829947,0.309,0.193,1
"Mmp15",0.0109825084619199,0.34494564655885,0.229,0.126,1
"Armc1",0.0110624070371686,0.257802180008596,0.124,0.042,1
"Arl6ip1",0.011230445030947,0.264166495026666,0.4,0.269,1
"Rab3d",0.0113439945293928,0.367226385067524,0.12,0.042,1
"Mcam",0.011599701030414,-0.410183713397845,0.229,0.319,1
"Hk1",0.0116099719588576,0.327723080304053,0.156,0.067,1
"Sorbs2",0.0118589113257062,0.326141625143638,0.178,0.084,1
"Slc25a5",0.011933215500791,0.298526713100962,0.482,0.37,1
"Cox19",0.01226631564599,-0.309890292928457,0.042,0.101,1
"Gimap6",0.0124232068938694,0.276607514635381,0.553,0.42,1
"Pafah1b1",0.0126145506849159,0.305522963187881,0.236,0.134,1
"Aldoa",0.0126993291928631,-0.27431203942879,0.673,0.706,1
"Mrps34",0.0127053412564952,0.310367450954799,0.144,0.059,1
"Nudt16l1",0.0128423425158274,-0.380883260800272,0.049,0.109,1
"Mnat1",0.0131722639726722,-0.318443425969933,0.049,0.109,1
"Nus1",0.0131964630568562,0.313995711256407,0.196,0.101,1
"Bsdc1",0.0134277334649848,0.252497095147351,0.109,0.034,1
"Eif2s3y",0.0138985276730219,-0.409014789052902,0.073,0.143,1
"Nek7",0.0141734369199236,-0.338290773579107,0.104,0.185,1
"Sp2",0.0144469839584321,-0.256937823388101,0.049,0.109,1
"Mcm6",0.0144758768502037,-0.271740694496098,0.071,0.143,1
"Fzd6",0.0150783969364447,-0.366924536142787,0.127,0.21,1
"Hnrnpa2b1",0.0150982421640272,0.286716184272763,0.58,0.479,1
"Aspa",0.0151239894136315,-0.333830023228633,0.12,0.202,1
"Glmp",0.0153757369397387,0.25987939818933,0.324,0.202,1
"Ldb2",0.0154357681468761,0.37685644128151,0.24,0.143,1
"Apopt1",0.015794848129813,-0.287351484165328,0.084,0.16,1
"Rheb",0.015881541904765,0.280300137703793,0.38,0.261,1
"Rdm1",0.0163561890007738,0.256053193574692,0.118,0.042,1
"Sh3bgrl3",0.0163590278318531,0.25049970836515,0.658,0.529,1
"N4bp3",0.0166412520986242,0.256181815180059,0.164,0.076,1
"Sp3",0.0167659034353115,0.296157349085061,0.129,0.05,1
"Larp4b",0.01677255218594,0.293754123872726,0.104,0.034,1
"Prdx5",0.0171852559205216,0.336313458109437,0.22,0.126,1
"Ppil2",0.0174782518011573,0.287087076229138,0.14,0.059,1
"Tbc1d17",0.0175203208706427,0.305930719084855,0.102,0.034,1
"Htatip2",0.0176852564934955,-0.252588175242955,0.044,0.101,1
"Uqcc3",0.0177487887310868,0.262341946939329,0.253,0.151,1
"Serbp1",0.01775908180042,-0.297541428885526,0.411,0.504,1
"Car8",0.0177867750941092,-0.338226053442463,0.129,0.21,1
"Sptlc2",0.0178342354785489,0.273328487767379,0.184,0.092,1
"Azin1",0.0180265400868123,0.3003369671745,0.404,0.286,1
"Cbfa2t3",0.018464590830128,0.277878867780096,0.182,0.092,1
"Gpx7",0.018600265800484,0.282514174927733,0.116,0.042,1
"Tmem140",0.0189569802585953,0.297149044490155,0.333,0.227,1
"Hsf1",0.0192256099365568,0.266963194850146,0.102,0.034,1
"Col18a1",0.0193272463135121,0.332136553964098,0.147,0.067,1
"Kitl",0.0202837995163143,0.280964762952118,0.542,0.429,1
"Tmem245",0.0203426850747436,-0.282162902080437,0.082,0.151,1
"Vwa1",0.0203575880802661,0.284120180120825,0.204,0.109,1
"Prpf19",0.0205525595880373,0.291404152305101,0.158,0.076,1
"Naca",0.0208024759155034,-0.274330462220117,0.6,0.655,1
"Ube2l6",0.0213578909551045,-0.326564700876605,0.129,0.21,1
"Elavl1",0.0218005083644461,0.308954526964407,0.258,0.168,1
"Chtf8",0.0223321319231252,0.350103122966187,0.153,0.076,1
"Sf3b1",0.0223734006694409,0.257424768648038,0.38,0.269,1
"Ndfip2",0.0224261008347463,0.290798124271546,0.253,0.151,1
"Pdia3",0.0225781683614434,0.253716121244841,0.533,0.42,1
"Brd2",0.0226506464172833,0.251193768552256,0.216,0.126,1
"Lsm5",0.0228292016865565,0.360867889312974,0.153,0.076,1
"Rps12-ps3",0.0230233188864316,-0.337566274073432,0.393,0.471,1
"Eif1ad",0.0232822093385812,-0.303740672723372,0.053,0.109,1
"Ubtf",0.0242222652795973,0.330479739794796,0.131,0.059,1
"Stk38",0.0253684411631007,0.288095439724397,0.156,0.076,1
"Ybx3",0.0255133718882215,-0.259740234730558,0.071,0.134,1
"Dbi",0.0256283902285426,0.294920906773452,0.342,0.227,1
"Rragc",0.0256905656319832,-0.351360399070858,0.06,0.118,1
"Clk1",0.0257858945663497,0.349717250789018,0.231,0.143,1
"Atf2",0.0259883949306386,-0.310457245645259,0.071,0.134,1
"Rpl13-ps3",0.0262436188039663,-0.285220609497814,0.224,0.319,1
"H2-Q6",0.0273098705955717,-0.412520090233126,0.187,0.269,1
"Capg",0.0279611490894722,-0.314755310135177,0.1,0.168,1
"Hspa5",0.0279693459467449,0.287225258702081,0.531,0.429,1
"Fbxo3",0.0283015376976066,0.258615454204629,0.12,0.05,1
"Josd2",0.0288466652846116,0.296464352635275,0.107,0.042,1
"Pigp",0.0292742700725185,-0.337908969375,0.113,0.185,1
"Ppm1d",0.0294902190753798,0.301898890964129,0.107,0.042,1
"BC004004",0.0299860893397848,-0.340070717937865,0.12,0.193,1
"Sdhaf2",0.0301149734823481,-0.267497748328456,0.067,0.126,1
"Ddx39b",0.0304273973774541,0.341925992782754,0.264,0.176,1
"2410015M20Rik",0.0306066457031871,0.287953380886151,0.267,0.176,1
"Rgs5",0.0308139919326959,0.667560688699056,0.16,0.084,1
"Synj2bp",0.0314827438871542,0.306196943798368,0.118,0.05,1
"St13",0.0315887370387569,0.294224971286853,0.356,0.252,1
"Ddx55",0.0320603537197614,-0.292359691921597,0.049,0.101,1
"Ctnnd1",0.032307617207646,0.281024759629011,0.167,0.092,1
"Suds3",0.0323110682238913,0.339084124503305,0.116,0.05,1
"Slc33a1",0.0333781621355956,-0.388721631705895,0.051,0.101,1
"Myo1c",0.0338912198983568,0.258869730227361,0.202,0.118,1
"Parp14",0.0343502888681686,-0.279098883147009,0.08,0.143,1
"Srp54b",0.0346385886149791,-0.285432516499193,0.16,0.244,1
"Vps36",0.0350542532814316,0.284043184181168,0.222,0.134,1
"Mpv17",0.0361001029134252,-0.368260533109845,0.118,0.185,1
"Tbl1x",0.0363624451258833,0.278924029577424,0.178,0.101,1
"2700094K13Rik",0.0366381378871633,-0.343299573375922,0.069,0.126,1
"Trappc3",0.0368226790153957,0.316636154004845,0.196,0.118,1
"Abcg2",0.0368883918405173,-0.251094374082441,0.318,0.42,1
"St6galnac6",0.0370059042033354,-0.262690982848919,0.056,0.109,1
"Fyn",0.0373953339937963,0.316276999357051,0.191,0.118,1
"Chrac1",0.0378519916382334,0.30789898981242,0.156,0.084,1
"Idh2",0.0386564544507911,0.258252954266726,0.198,0.118,1
"Cdipt",0.0412801172493372,0.25789644877815,0.2,0.118,1
"Crebbp",0.0416430888074411,0.349622785405299,0.16,0.092,1
"Ano6",0.0417450285591393,0.316690191458281,0.173,0.101,1
"Preb",0.0419925124389682,-0.382452028437042,0.091,0.151,1
"Sae1",0.0421742805366902,0.322710621179345,0.209,0.134,1
"Grina",0.0424090499842635,-0.269772128302434,0.089,0.151,1
"Brd3",0.0425300459129074,-0.280172138456006,0.076,0.134,1
"2310036O22Rik",0.0438296995259655,0.263716751865735,0.324,0.235,1
"Rpl22",0.0438505737004446,-0.288031966277352,0.529,0.613,1
"Smim19",0.0439859083718817,0.306163360228804,0.109,0.05,1
"Irf9",0.0440001821170692,-0.33497452459829,0.131,0.202,1
"Slc38a10",0.0441714542385505,0.254657523749189,0.176,0.101,1
"Knop1",0.0444547164030186,0.316204874396793,0.184,0.109,1
"Pon2",0.0447667433507118,0.320570497677535,0.211,0.134,1
"Zyx",0.0455905985537971,-0.316540139248395,0.127,0.193,1
"Ddx17",0.0456666941357777,0.294839278855402,0.131,0.067,1
"Hnrnph2",0.0457027049135761,-0.263990439906408,0.173,0.252,1
"Dcps",0.0469534958777254,-0.274580980362677,0.078,0.134,1
"Fbxo7",0.0472695304664975,0.275416366865259,0.14,0.076,1
"Arl2bp",0.0478782188926758,0.261847396113291,0.302,0.218,1
"Zbtb38",0.0482306272634898,-0.315012084112635,0.078,0.134,1
"Clu",0.0484152749996045,-0.429478532553947,0.231,0.303,1
"Twf1",0.0488488802015119,0.300672317525014,0.107,0.05,1
"Llph",0.0489827553054599,0.282542210575,0.182,0.109,1
"Alox12",0.0498025519439288,0.261454539064093,0.411,0.319,1
"Lamtor2",0.0502920223789087,0.263848055883245,0.24,0.16,1
"Top2b",0.0511009183869473,0.266807456103854,0.109,0.05,1
"Cct8",0.0516664585886904,0.306782283936936,0.233,0.16,1
"Eif3a",0.0518599120559964,0.252984794616979,0.349,0.261,1
"Marcks",0.0523028987094477,0.2630888600585,0.331,0.252,1
"Arpc5l",0.0534087935456163,0.26704167244385,0.191,0.118,1
"2310001H17Rik",0.0534752146524799,0.252629209468278,0.109,0.05,1
"Vps29",0.0536744020775785,0.276680094456805,0.28,0.202,1
"Tnrc6b",0.0537525641674493,-0.292260136039786,0.087,0.143,1
"Hnrnpd",0.0555799634930004,0.2518398948377,0.118,0.059,1
"Gsta4",0.0558475965778955,-0.270337946776776,0.067,0.118,1
"Pdcd4",0.056280722356864,-0.313695669166521,0.187,0.261,1
"Chd6",0.0564114971701894,-0.314842831446902,0.08,0.134,1
"5031425E22Rik",0.0570598049349737,0.272984610221625,0.178,0.109,1
"Ctdsp2",0.0575187659307576,-0.361664641584303,0.129,0.193,1
"Pex2",0.0588383273275958,-0.255920583702934,0.087,0.143,1
"3222401L13Rik",0.061890803624128,-0.314895991573279,0.08,0.134,1
"Blvra",0.062390988862296,-0.279694080189426,0.096,0.151,1
"Mfap1a",0.0628104699242562,0.305876044980021,0.136,0.076,1
"Tmed5",0.0630616779101172,0.250470220226866,0.302,0.218,1
"Gm11713",0.0633600063387859,0.262546255979341,0.129,0.067,1
"Ric8",0.0635380411868009,0.280345976421821,0.104,0.05,1
"Impdh1",0.0637476124083801,0.291496133566728,0.156,0.092,1
"Tmem9b",0.0642197912275046,0.271393365813093,0.229,0.16,1
"Zmym5",0.0644128408536289,0.271959931582322,0.127,0.067,1
"Zc3h13",0.0649059120742779,0.279850187445198,0.127,0.067,1
"Sept10",0.0659541536188386,-0.32161660533932,0.073,0.126,1
"Plp2",0.0660123732669825,0.259722304227831,0.167,0.101,1
"Gps2",0.066557459256949,0.255146043567438,0.189,0.118,1
"Rnf144b",0.0665850864154861,0.280193605138514,0.102,0.05,1
"Hmgcl",0.0695204764961081,0.258308514949372,0.102,0.05,1
"Srsf5",0.0705022668929467,-0.278269424530404,0.596,0.639,1
"Tceb2",0.0713907837869852,-0.25321102092957,0.613,0.664,1
"Scyl1",0.0720111945164847,0.26420742556247,0.122,0.067,1
"Hnrnph3",0.0724307441973313,0.314253351322948,0.182,0.118,1
"Sirt2",0.0729091135109142,0.279221559115789,0.2,0.134,1
"Shoc2",0.0731353067771231,-0.262486804880294,0.082,0.134,1
"1110038F14Rik",0.0731808541814408,0.293640520660986,0.162,0.101,1
"Lamb2",0.0732509964758893,-0.395107323763976,0.211,0.277,1
"Mien1",0.0743649363683958,0.25852121174071,0.144,0.084,1
"Coq2",0.0750295046657982,-0.254700801471481,0.076,0.126,1
"Fam96b",0.0762368786681914,0.268680800778106,0.238,0.168,1
"Uba7",0.0765686826649361,-0.277144793574805,0.089,0.143,1
"Bnip3",0.076906649807243,-0.316389065075006,0.153,0.218,1
"Nt5c",0.0774674832931329,0.250415150258562,0.113,0.059,1
"Ppp1r11",0.0792180656375949,0.36648873610717,0.238,0.176,1
"Cdc42se2",0.0800232567458253,-0.266276411840803,0.224,0.294,1
"Chd3",0.0808417353645567,0.307404378402749,0.171,0.109,1
"Cdkn1b",0.0816320919840955,-0.395253140858232,0.111,0.168,1
"Cbfb",0.0836124433638592,0.269821303012773,0.131,0.076,1
"Samm50",0.0879071811626151,-0.282962226698682,0.113,0.168,1
"Mpc1",0.0881951187644501,-0.330216798900858,0.149,0.21,1
"Gstm2",0.0912952664741583,-0.317791559332305,0.2,0.269,1
"Emc10",0.0929699096914466,0.250774679629909,0.258,0.193,1
"Tvp23b",0.0936960857748932,0.252710042004979,0.147,0.092,1
"Plcb1",0.0939331651895264,-0.365490864552221,0.187,0.244,1
"Ehbp1l1",0.0939967650821221,0.258476148793301,0.109,0.059,1
"Il11ra1",0.0961433275877566,0.268416432701224,0.107,0.059,1
"Rfk",0.097013196339499,0.296316185359565,0.156,0.101,1
"Lasp1",0.0970711453059805,0.261796088489128,0.22,0.16,1
"Gm10263",0.0993037165752095,-0.324023251480235,0.176,0.235,1
"Cr1l",0.101506629109906,-0.271390922187471,0.349,0.42,1
"Tceal8",0.101824504481912,-0.271639600128341,0.107,0.16,1
"Smim11",0.103164529175748,0.290742620192483,0.262,0.202,1
"Ankrd37",0.103926158818839,-0.289952836865824,0.067,0.109,1
"Lsm2",0.106329301176777,0.267410958151556,0.133,0.084,1
"Adam10",0.107541253731957,-0.288303184712435,0.109,0.16,1
"Uba5",0.115547864390572,0.28303323197066,0.102,0.059,1
"Git2",0.115801874305528,-0.293840474392065,0.196,0.261,1
"Ss18",0.122816153820102,-0.292821996906975,0.089,0.134,1
"Rtp4",0.123527599933955,-0.420751204397645,0.216,0.269,1
"Edn1",0.123662523174776,-0.449207835392552,0.371,0.429,1
"Phactr1",0.126232596935229,0.255312644855503,0.111,0.067,1
"Taf3",0.126876953154234,-0.271343181412557,0.076,0.118,1
"Tgfb1i1",0.127121338864216,-0.284745179468942,0.153,0.21,1
"Stat1",0.128011378083773,-0.351657740033317,0.158,0.21,1
"Flnb",0.128090692641978,-0.266665365649157,0.153,0.21,1
"Suclg1",0.130635833430933,-0.340963844311926,0.107,0.151,1
"Timm8b",0.1341537795516,0.265950023495686,0.176,0.126,1
"Elovl1",0.135140008303822,0.290976079942301,0.222,0.168,1
"Sult1a1",0.144248700790493,-0.289129111587944,0.167,0.218,1
"Smim14",0.144617552013278,-0.283881295013832,0.349,0.403,1
"Tkt",0.146699382444007,-0.282123610800302,0.124,0.168,1
"Psmc2",0.147676398397127,0.262875198786657,0.264,0.21,1
"Chmp2b",0.148307771851221,0.251436858275936,0.167,0.118,1
"Gbp9",0.151455306015847,-0.338314701024491,0.098,0.143,1
"Tppp3",0.153225754389256,-0.492044287042966,0.142,0.185,1
"Chchd7",0.15348319156608,-0.330808608864999,0.087,0.126,1
"Fam174a",0.155202492730929,-0.278096255646126,0.182,0.235,1
"Plpp1",0.157237684669465,-0.350871592074713,0.24,0.294,1
"Eif4e2",0.166682258546855,-0.308080043532792,0.087,0.126,1
"Cdc42bpa",0.16803514162607,-0.364036138347474,0.12,0.16,1
"Asap1",0.168167836018372,0.294944867884365,0.142,0.101,1
"Tsc22d3",0.171003625889721,0.278763814619294,0.209,0.16,1
"Ogfr",0.172694943505224,0.257404372381776,0.133,0.092,1
"Nsd1",0.175093233232981,-0.313617789153879,0.109,0.151,1
"Cxx1b",0.182904995250083,0.277600909432358,0.211,0.168,1
"Ndufs4",0.184080782985171,-0.269861739079693,0.164,0.21,1
"Orai1",0.189244834337318,0.257905409726319,0.176,0.134,1
"Herc6",0.190640317782674,-0.265918973563305,0.069,0.101,1
"Brd9",0.197243048603024,-0.253053244671682,0.136,0.185,1
"H2-T22",0.211005980508874,-0.263031513686815,0.3,0.345,1
"Ppm1g",0.21587368860732,-0.281215372521564,0.144,0.185,1
"Rnd1",0.225771272187188,-0.333347533716723,0.093,0.126,1
"Hibadh",0.228406772226545,-0.252820702532105,0.129,0.168,1
"Carkd",0.230809779949475,-0.358814616374426,0.122,0.16,1
"Cystm1",0.239502877905679,-0.256499013958027,0.14,0.176,1
"Gm8730",0.259552585147798,-0.265515405471805,0.378,0.403,1
"Emp1",0.260644637581084,-0.271034823838413,0.142,0.176,1
"Kazald1",0.274342176817971,-0.26229218279115,0.156,0.193,1
"Pam",0.276785083720815,-0.284750866042468,0.176,0.21,1
"Iigp1",0.276806491328763,-0.259548680651305,0.247,0.286,1
"Psmd14",0.285323257816181,-0.253868688833433,0.109,0.143,1
"Socs2",0.289126303918241,-0.259056044411955,0.424,0.445,1
"Plcg1",0.289837950903794,-0.359555098695994,0.091,0.118,1
"Cox5a",0.291614496548215,-0.253543334494186,0.456,0.496,1
"Ociad1",0.32730722282313,-0.263227200281197,0.271,0.294,1
"Gosr2",0.330182863489284,-0.263609778309438,0.084,0.109,1
"Actb",0.336286519439788,-0.280420274050373,0.976,0.958,1
"Eif4b",0.349873200655097,-0.284691590177421,0.171,0.202,1
"Scamp3",0.386159633347734,-0.319088727124786,0.147,0.176,1
"Ctnnbip1",0.404442083251299,-0.283076712485458,0.371,0.395,1
"Sgk1",0.421709695904758,-0.296190025137291,0.578,0.555,1
"Ifit3",0.506285476071749,-0.256434707144518,0.118,0.134,1
"Smc6",0.516637983583538,-0.256351743949378,0.124,0.143,1
"Prss23",0.54938668800744,-0.274808488384439,0.091,0.109,1
"Prdx2",0.582496926788479,-0.26921465447341,0.247,0.252,1
"Nr4a1",0.596229960764717,-0.256154705808364,0.18,0.193,1
"Slc39a1",0.688243035327099,-0.374546178744525,0.171,0.176,1
"Ppp3ca",0.735075300374909,-0.289618671468846,0.229,0.235,1
