"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"1700084E18Rik",0.00399058251611528,-0.312795581198957,0,0.143,1
"Src",0.00399058251611528,-0.312795581198957,0,0.143,1
"Slc2a1",0.00399058251611528,-0.312795581198957,0,0.143,1
"Trit1",0.00399058251611528,-0.312795581198957,0,0.143,1
"Man2b2",0.00399058251611528,-0.312795581198957,0,0.143,1
"Ahcyl2",0.00399058251611528,-0.312795581198957,0,0.143,1
"Gm9844",0.00399058251611528,-0.312795581198957,0,0.143,1
"Ptger1",0.00399058251611528,-0.312795581198957,0,0.143,1
"Pard6a",0.00399058251611528,-0.312795581198957,0,0.143,1
"Phf7",0.00399058251611528,-0.312795581198957,0,0.143,1
"Defb42",0.00399058251611528,-0.312795581198957,0,0.143,1
"Rwdd2a",0.00399058251611528,-0.312795581198957,0,0.143,1
"1190002N15Rik",0.00399058251611528,-0.312795581198957,0,0.143,1
"Map2k3os",0.00399058251611528,-0.312795581198957,0,0.143,1
"Tlcd2",0.00399058251611528,-0.312795581198957,0,0.143,1
"Gm11744",0.00399058251611528,-0.312795581198957,0,0.143,1
"Arsb",0.00399058251611528,-0.312795581198957,0,0.143,1
"2610020C07Rik",0.00399058251611528,-0.312795581198957,0,0.143,1
"Ltbp3",0.00399058251611528,-0.312795581198957,0,0.143,1
"Gm17227",0.00399058251611528,-0.312795581198957,0,0.143,1
"Mcmdc2",0.00399058251611528,-0.372210210022804,0,0.143,1
"Epb41l5",0.00399058251611528,-0.372210210022804,0,0.143,1
"Ptgs1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Acvr2a",0.00399058251611528,-0.372210210022804,0,0.143,1
"Rap2c",0.00399058251611528,-0.372210210022804,0,0.143,1
"Mov10",0.00399058251611528,-0.372210210022804,0,0.143,1
"Ttc39b",0.00399058251611528,-0.372210210022804,0,0.143,1
"4833403J16Rik",0.00399058251611528,-0.372210210022804,0,0.143,1
"Mxd1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Prrg2",0.00399058251611528,-0.372210210022804,0,0.143,1
"Eri2",0.00399058251611528,-0.372210210022804,0,0.143,1
"Lig4",0.00399058251611528,-0.372210210022804,0,0.143,1
"2500002B13Rik",0.00399058251611528,-0.372210210022804,0,0.143,1
"Comp",0.00399058251611528,-0.372210210022804,0,0.143,1
"Mto1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Pik3cb",0.00399058251611528,-0.372210210022804,0,0.143,1
"Upp1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Pigw",0.00399058251611528,-0.372210210022804,0,0.143,1
"Hid1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Dok3",0.00399058251611528,-0.372210210022804,0,0.143,1
"Tppp",0.00399058251611528,-0.372210210022804,0,0.143,1
"Chaf1a",0.00399058251611528,-0.372210210022804,0,0.143,1
"Ctdp1",0.00399058251611528,-0.372210210022804,0,0.143,1
"Mief2",0.00399058251611528,-0.550709977222357,0,0.143,1
"Pkmyt1",0.00399058251611528,-0.550709977222357,0,0.143,1
"2310001H17Rik",0.00399058251611528,-0.642840715872549,0,0.143,1
"Csprs",0.00399058251611528,-0.642840715872549,0,0.143,1
"Aff3",0.00399058251611528,-0.766000439662335,0,0.143,1
"Pecr",0.00399058251611528,-0.766000439662335,0,0.143,1
"Pamr1",0.00399058251611528,-0.766000439662335,0,0.143,1
"Ptgis",0.00399058251611528,-0.766000439662335,0,0.143,1
"Usp13",0.00399058251611528,-0.766000439662335,0,0.143,1
"Ccl19",0.00399058251611528,-0.766000439662335,0,0.143,1
"Podn",0.00399058251611528,-0.766000439662335,0,0.143,1
"Sdad1",0.00399058251611528,-0.766000439662335,0,0.143,1
"6330408A02Rik",0.00399058251611528,-0.766000439662335,0,0.143,1
"Ppp1r13l",0.00399058251611528,-0.766000439662335,0,0.143,1
"Icam5",0.00399058251611528,-0.766000439662335,0,0.143,1
"Sgcd",0.00399058251611528,-0.766000439662335,0,0.143,1
"E130012A19Rik",0.00399058251611528,-0.766000439662335,0,0.143,1
"Zfp455",0.00399058251611528,-0.766000439662335,0,0.143,1
"Nup155",0.00399058251611528,-0.766000439662335,0,0.143,1
"Zfp870",0.00399058251611528,-0.766000439662335,0,0.143,1
"Pla2g7",0.00399058251611528,-0.766000439662335,0,0.143,1
"Wdr75",0.00399058251611528,-0.803162199097852,0,0.143,1
"Cd44",0.00399058251611528,-0.803162199097852,0,0.143,1
"Zc3h8",0.00399058251611528,-0.803162199097852,0,0.143,1
"Slc16a1",0.00399058251611528,-0.803162199097852,0,0.143,1
"Gstcd",0.00399058251611528,-0.803162199097852,0,0.143,1
"Selplg",0.00399058251611528,-0.803162199097852,0,0.143,1
"Plau",0.00399058251611528,-0.803162199097852,0,0.143,1
"Rnaseh1",0.00399058251611528,-0.803162199097852,0,0.143,1
"Hspa1l",0.00399058251611528,-0.803162199097852,0,0.143,1
"Pcdhga12",0.00399058251611528,-0.803162199097852,0,0.143,1
"Gla",0.00399058251611528,-0.895620733446479,0,0.143,1
"AA415398",0.00399058251611528,-0.895620733446479,0,0.143,1
"Pdxk",0.00399058251611528,-0.895620733446479,0,0.143,1
"Ctsh",0.00399058251611528,-0.895620733446479,0,0.143,1
"Ulk4",0.00399058251611528,-0.895620733446479,0,0.143,1
"Ocln",0.00399058251611528,-0.895620733446479,0,0.143,1
"Smoc1",0.00399058251611528,-0.895620733446479,0,0.143,1
"Pde9a",0.00399058251611528,-0.895620733446479,0,0.143,1
"Slc19a2",0.00399058251611528,-0.98166335098318,0,0.143,1
"Lmod3",0.00399058251611528,-0.98166335098318,0,0.143,1
"Zfp626",0.00399058251611528,-0.98166335098318,0,0.143,1
"Tet1",0.00399058251611528,-0.98166335098318,0,0.143,1
"Srgap1",0.00399058251611528,-0.98166335098318,0,0.143,1
"A430046D13Rik",0.00399058251611528,-0.98166335098318,0,0.143,1
"Rnf150",0.00399058251611528,-0.98166335098318,0,0.143,1
"Sall2",0.00399058251611528,-0.98166335098318,0,0.143,1
"Abi3bp",0.00399058251611528,-0.98166335098318,0,0.143,1
"Dll1",0.00399058251611528,-0.98166335098318,0,0.143,1
"Cercam",0.00399058251611528,-1.02450431651439,0,0.143,1
"Mapkbp1",0.00399058251611528,-1.02450431651439,0,0.143,1
"Dusp2",0.00399058251611528,-1.02450431651439,0,0.143,1
"E2f1",0.00399058251611528,-1.02450431651439,0,0.143,1
"Srpx2",0.00399058251611528,-1.02450431651439,0,0.143,1
"Slc16a4",0.00399058251611528,-1.02450431651439,0,0.143,1
"Pafah2",0.00399058251611528,-1.02450431651439,0,0.143,1
"Tmem143",0.00399058251611528,-1.02450431651439,0,0.143,1
"Lrrc27",0.00399058251611528,-1.02450431651439,0,0.143,1
"Efemp1",0.00399058251611528,-1.02450431651439,0,0.143,1
"Colec11",0.00433011193360685,-1.49519219766971,0.367,0.714,1
"Fxyd1",0.00457750972003095,1.39042559805549,0.717,0.143,1
"Znrf1",0.00479184118410728,-1.16752190338298,0.083,0.429,1
"Gm12216",0.00479184118410728,-1.39715315556968,0.083,0.429,1
"Tsc22d1",0.00530966030329349,1.21501779209573,0.867,0.286,1
"Armcx1",0.00536421173982491,-1.18250737763175,0.083,0.429,1
"Gpx4",0.00544084733830313,1.17836887495642,0.8,0.286,1
"Hsbp1",0.00558020535374247,1.33127878358776,0.617,0,1
"Anxa2",0.00565829031413536,-1.1138009629582,0.567,0.857,1
"Des",0.00578803697354569,1.57117851736491,0.7,0.143,1
"Fhl1",0.0059976189924371,-1.50746918165262,0.083,0.429,1
"Prelp",0.00652231110192777,-0.9601580839551,0.033,0.286,1
"Zfp236",0.00652231110192777,-1.07512929254352,0.033,0.286,1
"Elmsan1",0.00652231110192777,-1.11724263832425,0.033,0.286,1
"Atp5g3",0.0067262420052499,1.53783387468895,0.6,0,1
"Ndrg2",0.0067262420052499,1.46583862733236,0.6,0,1
"Pdzd8",0.00757644864289147,-0.827295065253842,0.033,0.286,1
"Csad",0.00757644864289147,-0.964548481766672,0.033,0.286,1
"Smcr8",0.00757644864289147,-1.03600444247996,0.033,0.286,1
"Atp5a1",0.00783340111919235,1.11241278074722,0.833,0.286,1
"Eif3h",0.00807037661919361,1.49830749964503,0.583,0,1
"Cnn2",0.00807037661919361,1.25412217770201,0.583,0,1
"Gsn",0.00829528355975782,0.304778670214832,0.55,0.857,1
"Atpif1",0.00854780887272036,1.38460224706038,0.717,0.286,1
"Ier3",0.00859904123035685,-1.99443301147244,0.217,0.571,1
"Meg3",0.00859904123035685,-2.09509869931485,0.217,0.571,1
"Pdgfrb",0.00876929283750041,1.34247359273041,0.683,0.143,1
"Zfp383",0.00878085175056933,-0.506554439873044,0.033,0.286,1
"Tbcc",0.00878085175056933,-0.917611994797001,0.033,0.286,1
"Lmcd1",0.0090282465541095,-1.55808110583119,0.1,0.429,1
"Anxa1",0.00924049385752164,-1.69681116759662,0.35,0.714,1
"Rrbp1",0.00964064613236788,1.2723331178906,0.567,0,1
"Hspa2",0.00998350412560485,-1.01502156126541,0.1,0.429,1
"Tmod1",0.00998350412560485,-1.05730461357871,0.1,0.429,1
"Atp5k",0.0102577048048131,-0.656985160822594,0.65,0.857,1
"Rps27rt",0.0106941844991866,-0.651779339057288,0.917,1,1
"Dennd5b",0.0110277712749524,-1.06973042587477,0.1,0.429,1
"Map2k7",0.0110277712749524,-1.1278380099203,0.1,0.429,1
"Ric1",0.0110277712749524,-1.14933217726439,0.1,0.429,1
"Ndufc1",0.0112857811188323,1.20349618799998,0.65,0.143,1
"Ppp1cc",0.011374306157433,-0.917997900338043,0.433,0.714,1
"S100a6",0.011449288294147,-1.56040812272703,0.4,0.857,1
"S100a11",0.0115553450229647,-0.72688518127493,0.85,0.857,1
"Ndufb8",0.0115606578136855,0.968987901613917,0.717,0.286,1
"Cebpzos",0.0117140601420762,-0.44760613174018,0.033,0.286,1
"Ube2d3",0.0121122535212738,1.04339423423514,0.733,0.286,1
"Rps28",0.0127543077388516,-0.46865898693188,0.967,1,1
"Gng11",0.0130968538336807,0.856886113814807,0.95,0.571,1
"Serpini1",0.0135834865535461,1.5720934282115,0.533,0,1
"Ctnna1",0.0135834865535461,1.29727261038087,0.533,0,1
"Ndufs7",0.0147865434667522,1.29133395002534,0.633,0.143,1
"Mgst3",0.0150382923389879,1.25599764617287,0.683,0.143,1
"Pam",0.0155637319391914,-2.93855634893258,0.267,0.571,1
"Ncl",0.0160241267480591,1.2676110500635,0.517,0,1
"Rasgrp2",0.0160253750933568,1.49801675986969,0.517,0,1
"Zfp36l1",0.0160253750933568,1.39796268640656,0.517,0,1
"Dnajb6",0.0160253750933568,1.13674289030539,0.517,0,1
"Apoa1bp",0.0165195798360508,-1.11230838606521,0.117,0.429,1
"Calm1",0.0170985353980801,0.873224723658824,0.883,0.286,1
"Pex19",0.0174397663110273,-1.37137133979265,0.233,0.571,1
"Tcf3",0.0180708051363419,-0.98715157667851,0.117,0.429,1
"Rbm39",0.018384968884707,0.855805853576933,0.85,0.286,1
"Sep15",0.0185991914937055,0.789325858277153,0.783,0.143,1
"Arpc3",0.0188309214489894,1.27481670792415,0.5,0,1
"Atp5g1",0.018832346475547,1.34503776267496,0.5,0,1
"Ap2m1",0.018832346475547,1.2518310041695,0.5,0,1
"Rab11b",0.018832346475547,1.23506565451128,0.5,0,1
"Limd1",0.018832346475547,1.12329833101746,0.5,0,1
"Psma4",0.018832346475547,1.11021242063904,0.5,0,1
"Chmp2a",0.018832346475547,1.09567501328578,0.5,0,1
"Rps11",0.0188576248059731,-0.61113707529204,0.9,0.857,1
"Snx3",0.0192116179500594,1.08421030346946,0.617,0.143,1
"Amigo2",0.019320998534574,-0.928099340169306,0.05,0.286,1
"9430038I01Rik",0.019320998534574,-0.934511750671013,0.05,0.286,1
"Eif2b1",0.019320998534574,-1.1360374564309,0.05,0.286,1
"Ddx10",0.019320998534574,-1.16399548330195,0.05,0.286,1
"Ampd2",0.019320998534574,-1.1907974823852,0.05,0.286,1
"Aldh1a1",0.019320998534574,-1.22075451870611,0.05,0.286,1
"Procr",0.0195196505852036,-1.07874947908605,0.133,0.429,1
"Stbd1",0.0195196505852036,-1.21700069080849,0.133,0.429,1
"Fech",0.0197481458823561,-0.947994022193266,0.117,0.429,1
"Smarcb1",0.0197481458823561,-1.0748522930612,0.117,0.429,1
"Rbms1",0.0197520051626655,1.2824976098489,0.6,0.143,1
"Cpe",0.0197908731080511,-1.61020322788865,0.433,0.714,1
"Slc25a5",0.0202613074022556,0.920209990927544,0.75,0.143,1
"Stox2",0.0217736818178874,-0.829834122987595,0.05,0.286,1
"Gm44386",0.0217736818178874,-0.976988947046877,0.05,0.286,1
"Fam178a",0.0217736818178874,-1.06349891334971,0.05,0.286,1
"Mapre1",0.0220455249079433,1.05387524606064,0.483,0,1
"Luzp1",0.0220471460310657,1.21738354318624,0.483,0,1
"Myeov2",0.0220471460310657,1.19605640407814,0.483,0,1
"Rab11a",0.0220471460310657,1.18758856069517,0.483,0,1
"Fkbp4",0.0220471460310657,1.17663151406414,0.483,0,1
"Ppp2r1a",0.0220471460310657,1.12441100085247,0.483,0,1
"Snrk",0.0221341743709319,1.16511292438289,0.6,0.143,1
"Nagk",0.0244929875689782,-0.452969802454133,0.05,0.286,1
"4931406C07Rik",0.0244929875689782,-0.454932946223608,0.05,0.286,1
"Fopnl",0.0244929875689782,-0.717298955806565,0.05,0.286,1
"Pym1",0.0244929875689782,-0.759391781389877,0.05,0.286,1
"1810030O07Rik",0.0244929875689782,-0.769807271289586,0.05,0.286,1
"H2-Aa",0.0244929875689782,-0.79106293883512,0.05,0.286,1
"Brap",0.0244929875689782,-0.827524121757539,0.05,0.286,1
"Col3a1",0.0244929875689782,-1.01850412024633,0.05,0.286,1
"Sparcl1",0.0246257657372698,0.74640712361656,0.917,0.429,1
"Dhrs3",0.0248945821273182,-1.13726351593892,0.283,0.571,1
"Abcf1",0.0250824484532049,-1.04733573206244,0.133,0.429,1
"Bet1l",0.0250824484532049,-1.10442368781057,0.133,0.429,1
"Btf3",0.0253844415371034,0.878880461366227,0.783,0.286,1
"Smim14",0.0254527136195878,0.897573742085682,0.617,0.143,1
"Adam15",0.0257142309994701,1.16859557027284,0.467,0,1
"Nrip2",0.0257160691343865,1.44616041225226,0.467,0,1
"Adap2os",0.0257160691343865,1.30653418846506,0.467,0,1
"Lamb2",0.0257160691343865,1.22646814771735,0.467,0,1
"Wasf2",0.0257160691343865,1.22414204628997,0.467,0,1
"Tmed10",0.0257160691343865,1.16505735162451,0.467,0,1
"H1f0",0.0257160691343865,1.12189091915416,0.467,0,1
"Pdcl3",0.0257160691343865,1.07163940085164,0.467,0,1
"Uqcrfs1",0.0257160691343865,1.01576964998325,0.467,0,1
"Rabac1",0.0258152231390402,0.737417062406001,0.817,0.286,1
"Rab18",0.0261750217627988,0.932457171140254,0.6,0.143,1
"Ptms",0.0272738088463986,0.836005512288674,0.717,0.143,1
"Akap12",0.0273694000006789,-0.750902423110261,0.367,0.714,1
"Ppih",0.0275018051283936,-0.447998374370977,0.05,0.286,1
"Ppm1d",0.0275018051283936,-0.45850497312426,0.05,0.286,1
"Tusc3",0.0275018051283936,-0.47908843315229,0.05,0.286,1
"Rarres2",0.0276783558938936,0.774101692463651,0.733,0.143,1
"Rpl23a",0.028271013395326,-0.667027560197544,0.95,0.857,1
"Atp6v1a",0.0283503668654545,-1.56302158347829,0.15,0.429,1
"Slc9a3r2",0.0283913593773934,1.20210960159249,0.583,0.143,1
"Rab7",0.0290903745975228,-0.882871859029338,0.5,0.714,1
"Map1b",0.0298891634108953,1.31005463610044,0.45,0,1
"Ktn1",0.0298891634108953,1.22059064304107,0.45,0,1
"Arpc1a",0.0298891634108953,1.11988628293397,0.45,0,1
"Apbb2",0.0298891634108953,1.02969280481723,0.45,0,1
"Comt",0.0298891634108953,0.963764038925274,0.45,0,1
"B2m",0.0303029420622019,-0.683481850574549,0.833,1,1
"Cd9",0.0306302876028449,-1.01988499910285,0.383,0.714,1
"Sgms1",0.0308242280352434,-0.443745529213806,0.05,0.286,1
"Myl12a",0.0312326307168363,-0.706134553238244,0.883,0.857,1
"Rpl10a",0.0314089126642635,-0.566459884299176,0.783,0.857,1
"mt-Nd6",0.0319683732977231,-1.09825707742093,0.133,0.429,1
"2900026A02Rik",0.0319683732977231,-1.1236784160574,0.133,0.429,1
"Esam",0.0323151606920066,0.976781110083499,0.683,0.286,1
"Npepl1",0.0329487287784031,-0.766658199044463,0.117,0.429,1
"Pomp",0.0331927018753079,1.00482197725034,0.55,0.143,1
"Serinc3",0.033662811737174,0.707092477338212,0.917,0.429,1
"Mir143hg",0.034620458278532,1.18464118542447,0.433,0,1
"Arpc5",0.034620458278532,1.17804671103929,0.433,0,1
"Tnfrsf1a",0.034620458278532,1.1282202385966,0.433,0,1
"2700060E02Rik",0.034620458278532,1.08879403771809,0.433,0,1
"Morf4l2",0.034620458278532,1.08580182663727,0.433,0,1
"Hnrnph1",0.034620458278532,1.08404821314967,0.433,0,1
"Mtus1",0.034620458278532,1.06263214626474,0.433,0,1
"Slc50a1",0.034620458278532,1.03042771365802,0.433,0,1
"Spcs1",0.034620458278532,1.00600600579705,0.433,0,1
"Pgam1",0.034620458278532,0.989538605614346,0.433,0,1
"Dnaja1",0.0351898316554465,0.967036491438004,0.617,0.143,1
"Adamts1",0.0352514500085039,1.24036989539107,0.583,0.143,1
"Rpl15",0.0358761321245194,-1.04674504307239,0.683,0.857,1
"Cygb",0.0361976244468606,1.19692009408623,0.6,0.143,1
"Cyr61",0.0371725699505017,-0.630782771709059,0.5,0.857,1
"Brox",0.0374104759331097,-0.917255473894939,0.133,0.429,1
"Mprip",0.0381081546504546,1.00379650156421,0.567,0.143,1
"Sri",0.0381521451745203,-0.679726546867379,0.533,0.714,1
"Icam2",0.0399682314416443,1.29445429788603,0.417,0,1
"Pde3a",0.0399682314416443,1.11980425441316,0.417,0,1
"Yipf4",0.0399682314416443,1.06306300703208,0.417,0,1
"Copa",0.0399682314416443,0.956491716539195,0.417,0,1
"Sncg",0.0402627985289432,0.729416239929697,0.817,0.429,1
"Chd2",0.0405170229453743,-0.999804365094069,0.067,0.286,1
"Them4",0.0405170229453743,-1.02740105019777,0.067,0.286,1
"Cdc16",0.0405170229453743,-1.04626030870886,0.067,0.286,1
"Mical3",0.0405170229453743,-1.11598682083589,0.067,0.286,1
"Fmo2",0.0405170229453743,-1.22749070177203,0.067,0.286,1
"Rbx1",0.041114794165972,1.04475749496387,0.55,0.143,1
"Psma2",0.041114794165972,0.978562958818486,0.55,0.143,1
"Ppp1r14a",0.0411495503895816,-0.94989046777019,0.55,0.714,1
"Myl9",0.0413240665043317,-0.621114033911185,0.9,1,1
"Cst3",0.0413747670626628,0.617298656003875,0.967,0.714,1
"Tm2d2",0.0414411665402004,-0.933621101213128,0.15,0.429,1
"Aspn",0.0417480631538191,0.81430798546871,0.75,0.286,1
"Ndufa12",0.0420027358345286,0.951810805412897,0.533,0.143,1
"Rpl37a",0.0424069165084319,-0.389802433615643,0.95,0.857,1
"Aldh2",0.0425081580586288,0.824988860819182,0.783,0.286,1
"Psap",0.0445193654233815,0.749236325597136,0.733,0.286,1
"Ppp1r2",0.0445851495153402,0.867676667425959,0.567,0.143,1
"Pak1ip1",0.0445980632107078,-0.912054731334148,0.15,0.429,1
"Wipi2",0.0447436794065496,-0.791821529256219,0.067,0.286,1
"Ahcyl1",0.0447436794065496,-0.948388082747334,0.067,0.286,1
"Acat2",0.0447436794065496,-0.976903582784978,0.067,0.286,1
"Fmo5",0.0447436794065496,-1.00645649256659,0.067,0.286,1
"Jag1",0.044835560993499,-0.741870493828745,0.4,0.714,1
"Hnrnpu",0.0450607906467195,0.532602033150996,0.7,0.143,1
"Rps16",0.0456543478360116,-0.473186928423823,0.967,1,1
"Gas6",0.0459923759238728,1.26862325576318,0.4,0,1
"Dctn3",0.0459923759238728,0.891363560549327,0.4,0,1
"Mid1ip1",0.0459953245444843,1.06097675484312,0.4,0,1
"Arhgap29",0.0459953245444843,1.02730571658179,0.4,0,1
"Strn3",0.0459953245444843,0.970658037288595,0.4,0,1
"Pcmtd1",0.0459953245444843,0.936038052412298,0.4,0,1
"Pafah1b1",0.0459953245444843,0.920711556128012,0.4,0,1
"Anxa7",0.0459953245444843,0.915509261963046,0.4,0,1
"Timm17a",0.0459953245444843,0.903651249264187,0.4,0,1
"Ssr1",0.0471673012703761,-0.780797690606809,0.25,0.571,1
"Fbln5",0.0473061084541811,-0.970966389428077,0.4,0.714,1
"Mdh2",0.0479406412298642,0.919045522616175,0.6,0.286,1
"Borcs8",0.0493363266653477,-0.727762746179058,0.067,0.286,1
"Phactr1",0.0493363266653477,-0.769154756714427,0.067,0.286,1
"Trabd",0.0493363266653477,-0.780899875973504,0.067,0.286,1
"Hdac3",0.0493363266653477,-0.81397003613443,0.067,0.286,1
"Zc3h14",0.0493363266653477,-0.978170130255967,0.067,0.286,1
"Canx",0.0498957980456129,-0.763449632263319,0.4,0.714,1
"Rgs5",0.0502794713374268,0.453847496335881,0.967,1,1
"Cnbp",0.0508164900958226,0.735468418179967,0.783,0.429,1
"Atp5b",0.0518792602234016,0.668076752097584,0.867,0.286,1
"Cox5a",0.0519671993517657,0.932876509591691,0.567,0.143,1
"Rpl18a",0.0527260591928018,-0.600484962898118,0.967,0.857,1
"Tapbp",0.0527662272560544,0.895094930642367,0.383,0,1
"Slc38a2",0.0527695235114411,1.23452622535552,0.383,0,1
"Itpr1",0.0527695235114411,1.03058514326539,0.383,0,1
"Tmem204",0.0527695235114411,1.00841125012601,0.383,0,1
"Actr2",0.0527695235114411,0.989456822462936,0.383,0,1
"Nmt1",0.0527695235114411,0.983080263979691,0.383,0,1
"Ushbp1",0.0527695235114411,0.975986634071437,0.383,0,1
"Zcrb1",0.0527695235114411,0.936146321600218,0.383,0,1
"Col4a1",0.0527695235114411,0.932141453016964,0.383,0,1
"Cct4",0.0527695235114411,0.926974438632566,0.383,0,1
"Skp1a",0.0527695235114411,0.897330957846472,0.383,0,1
"Igfbp5",0.0537433222138979,1.36709340723016,0.5,0.143,1
"Armc8",0.0543181187570119,-0.549655036306101,0.067,0.286,1
"Zfp512b",0.0543181187570119,-0.75126446518531,0.067,0.286,1
"Cox6b1",0.0544095793159564,0.753635895597539,0.85,0.429,1
"Pea15a",0.0545712127577867,-0.963139442060222,0.483,0.714,1
"Gm10263",0.0554562941389335,-1.07676409906474,0.167,0.429,1
"Ier2",0.0573045672774698,0.963191991121254,0.733,0.429,1
"Rpl32",0.0579214191497977,-0.435353774735019,0.95,0.857,1
"Gstm1",0.058264434478759,-1.0960784217569,0.65,0.714,1
"Csde1",0.0584116300816435,0.977393614133125,0.517,0.143,1
"Ago2",0.0593254368008003,-0.703190203157118,0.15,0.429,1
"Rbfox2",0.0593502690620584,-0.925048576370583,0.167,0.429,1
"Ubc",0.0595460902011026,-0.522659839308786,0.767,1,1
"Ttc7b",0.0597024058046154,-0.681804245346707,0.067,0.286,1
"Nnmt",0.0597127836910814,-0.595989001701031,0.067,0.286,1
"U2af1",0.0603603471848946,0.852070453672045,0.367,0,1
"Phlda1",0.0603640234301021,1.44258203675813,0.367,0,1
"Aco2",0.0603640234301021,1.01701274312404,0.367,0,1
"Ube2s",0.0603640234301021,1.01511540389783,0.367,0,1
"Gpcpd1",0.0603640234301021,1.01094652808289,0.367,0,1
"Tmem38b",0.0603640234301021,0.996118877040711,0.367,0,1
"Nbeal1",0.0603640234301021,0.950626888127889,0.367,0,1
"Dctn2",0.0603640234301021,0.942837858118935,0.367,0,1
"Arid5b",0.0603640234301021,0.897666982651403,0.367,0,1
"BC031181",0.0603640234301021,0.887958314046209,0.367,0,1
"Jak1",0.0603640234301021,0.856683471328278,0.367,0,1
"Tmem147",0.0603640234301021,0.825656512764799,0.367,0,1
"Gadd45g",0.0605429346594767,-0.67907244679387,0.417,0.714,1
"Rpl23a-ps3",0.0610314577917812,-0.815274847180441,0.733,0.714,1
"Ppib",0.061350527629014,0.789131028496695,0.617,0.143,1
"Bgn",0.061560504134385,-0.753542854950039,0.6,0.714,1
"Naa38",0.0616464939143025,-0.645604203259071,0.25,0.571,1
"Cxcl12",0.0618063048494111,0.882193287433399,0.683,0.286,1
"Gm10076",0.0622975338412708,-0.890108994379295,0.317,0.571,1
"Zak",0.0626028944268813,0.930312052649233,0.5,0.143,1
"Cycs",0.0630404780346333,0.826958192980571,0.65,0.286,1
"Cox4i2",0.06348211289756,0.770537195706018,0.767,0.286,1
"Gdi2",0.0635624301455583,0.63983044951596,0.65,0.143,1
"Cd81",0.0635757837687444,0.563510075959364,0.983,0.714,1
"Malat1",0.0635863540160056,0.527039451098167,1,1,1
"Ptges3",0.0645585014913816,0.878134222484986,0.517,0.143,1
"Cetn3",0.0645585014913816,0.8223168305622,0.517,0.143,1
