"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Tie1",5.81916823924972e-05,0.369095685646111,0.567,0.4,0.805140117582591
"Eepd1",6.67546472100675e-05,0.478795701256752,0.265,0.113,0.923617298798493
"Rsad2",7.01627460152093e-05,0.474774740053352,0.616,0.41,0.970771753866436
"Pltp",7.68260690289894e-05,0.435742117741393,0.351,0.19,1
"Klf9",8.64854898074893e-05,0.388070880864731,0.396,0.221,1
"Hsp90aa1",8.77325788870573e-05,0.427203312506177,0.437,0.272,1
"H2-K1",0.000153388669535054,-0.269165404091085,0.899,0.887,1
"Rtp4",0.000179658338860596,0.261113500227147,0.582,0.395,1
"Cops2",0.000184477567673647,-0.405592299440462,0.052,0.154,1
"Txn1",0.000201981326769788,0.298777716561083,0.537,0.344,1
"Stip1",0.000211702936616324,0.398636884294121,0.194,0.072,1
"Ahsa1",0.000223940034558233,0.443352945115313,0.243,0.108,1
"H2-Q6",0.0002333595399954,-0.410017810834543,0.257,0.415,1
"Pole4",0.000280866310138776,0.421446791654946,0.116,0.026,1
"Hspd1",0.000348134610550553,0.43063352457192,0.224,0.097,1
"Klf2",0.000383546379855241,0.27903822621699,0.877,0.759,1
"Rhob",0.000427693330077283,0.377933011903334,0.403,0.251,1
"Stk38",0.000502940730520319,0.445717982215711,0.153,0.051,1
"Cept1",0.000589662700630151,0.329310531048437,0.235,0.113,1
"Morf4l2",0.000597013250711609,0.342267708940266,0.295,0.159,1
"Dusp1",0.000635913035777257,0.323228644671929,0.705,0.559,1
"Eif4g2",0.000637489391692254,0.321357040505355,0.429,0.262,1
"Hspe1",0.000798416763594011,0.339928919752855,0.284,0.149,1
"Cct5",0.000809431942664046,0.395763394618564,0.354,0.221,1
"Klra9",0.00081457061545509,-0.432760686509515,0.101,0.21,1
"Hspa5",0.000843143633679389,0.364426395645238,0.519,0.369,1
"Cxcl12",0.000862841201927024,-0.280496647861721,0.791,0.877,1
"Gm4951",0.00106297346850367,-0.542560078024054,0.06,0.149,1
"Canx",0.00106891562416995,0.353620032854451,0.381,0.236,1
"Sox18",0.00121009758684724,-0.45148631087083,0.351,0.472,1
"Robo4",0.00128796314753983,0.486942294270055,0.302,0.185,1
"Kti12",0.00144251759118087,0.362227872656277,0.119,0.036,1
"Cfdp1",0.00146390105819759,0.303713828049174,0.25,0.128,1
"Ywhaq",0.00154131096270933,0.267155101240527,0.612,0.456,1
"Sox4",0.00154578432039119,0.402759460487879,0.272,0.149,1
"Fxyd6",0.00155263531876428,0.466805072972851,0.299,0.174,1
"Sod1",0.00156396339637946,-0.444365140253033,0.246,0.369,1
"Rab10",0.00158915019232272,0.36207706649033,0.254,0.138,1
"Smox",0.00165847968617146,0.363177015821413,0.142,0.051,1
"Tmsb10",0.00168847793514155,0.392440809201581,0.634,0.508,1
"Mapre1",0.00173352347887236,0.331878848910175,0.34,0.215,1
"2610507B11Rik",0.00173782315665931,0.266930234452249,0.101,0.026,1
"G3bp1",0.00177070639655766,0.325539458020791,0.392,0.256,1
"Rbm3",0.00190151433448557,-0.345374526170381,0.354,0.477,1
"Dnajc14",0.00190641376992661,0.319775950177838,0.146,0.056,1
"Yipf1",0.00201624816954377,0.327464338346605,0.123,0.041,1
"Tspan15",0.00202422682717817,0.293381252742267,0.265,0.144,1
"Skap2",0.00210923014863963,0.326715761531236,0.146,0.056,1
"Aco2",0.00211994247538082,0.342877665120807,0.209,0.103,1
"Stmn2",0.00214187326027892,-0.524011394032179,0.146,0.251,1
"Nfe2l2",0.00218441803877083,0.286340970698253,0.295,0.164,1
"Sema4c",0.00220349681319297,0.330233013703789,0.243,0.128,1
"Casp6",0.00222084742033111,-0.354088895210475,0.067,0.154,1
"Tm4sf1",0.00236344747776076,-0.279501417884216,0.84,0.821,1
"Klhl6",0.00237115224727171,0.377646719586895,0.112,0.036,1
"Jup",0.00255292155660114,0.300297624673174,0.47,0.344,1
"Ei24",0.00258542206315009,0.354977949769765,0.231,0.123,1
"Rpl23a-ps3",0.00268842573744207,-0.257143400383428,0.627,0.713,1
"Pet100",0.00269828711536089,0.378777986796253,0.19,0.092,1
"Commd6",0.00273194681840491,0.341102277156864,0.119,0.041,1
"Cenpb",0.00276033101358338,-0.432220851478538,0.06,0.138,1
"Palm",0.00277404667175177,0.333727624410633,0.235,0.128,1
"Ednrb",0.00286673915752818,0.414337921933979,0.149,0.062,1
"Plxnd1",0.00292550959945399,0.257052568129411,0.343,0.205,1
"Mllt4",0.00318378417188097,0.308092374161959,0.489,0.354,1
"U2af1",0.00319213199518373,0.256118791300454,0.302,0.179,1
"Btnl9",0.00328259488327132,-0.369016266953054,0.295,0.415,1
"Cct2",0.00335707115272251,0.387524624533173,0.216,0.118,1
"Gatad2a",0.00349367720317669,0.25971185117411,0.127,0.046,1
"Rasgrp2",0.00381397663918712,0.344286463404625,0.328,0.205,1
"Kcna5",0.00396036245512704,0.336145938828145,0.328,0.21,1
"Tbca",0.00396520286197344,0.262044080826965,0.422,0.292,1
"Art3",0.0042878857447467,0.293291860473993,0.317,0.2,1
"Rnpepl1",0.00441906766123459,0.318581686758778,0.284,0.174,1
"Atp6v1c1",0.0045442001766697,0.295702282049811,0.116,0.041,1
"Tmem238",0.00505685743556798,0.308892590463748,0.104,0.036,1
"Sae1",0.00509367029955629,0.307166625033287,0.157,0.072,1
"Ptp4a3",0.00512989162222959,0.28836211152944,0.552,0.456,1
"Ubqln2",0.00530334518467613,0.288545498123857,0.157,0.072,1
"Gigyf2",0.00535056977570717,0.302356756598376,0.112,0.041,1
"Acadm",0.00536243233758195,0.38288766215225,0.131,0.056,1
"Cdc37",0.00552391386363908,0.289823709447905,0.34,0.221,1
"Bnip3",0.00563785252958993,-0.37257408994236,0.086,0.169,1
"Bbc3",0.005651585515696,0.360676163490528,0.119,0.046,1
"Tln1",0.00566492247072985,0.257717101293605,0.295,0.174,1
"Nubp2",0.00580000121143173,0.259335887238394,0.104,0.036,1
"Prpsap1",0.00606423959852916,0.31460211760602,0.134,0.056,1
"Mef2d",0.00628943926806255,-0.308863716103472,0.06,0.133,1
"Thbd",0.00644891831858872,0.353206344594817,0.373,0.256,1
"Elavl1",0.0066029003629725,0.325345560049238,0.246,0.149,1
"Cd274",0.00660959761720032,-0.440218427599756,0.157,0.251,1
"Ctla2a",0.00680794910074253,-0.452654754146176,0.381,0.472,1
"Cct7",0.00700595366968068,0.308527406023041,0.358,0.246,1
"Taldo1",0.00717113200867753,0.299366301604875,0.313,0.2,1
"3222401L13Rik",0.00737632318816437,-0.323365236264995,0.071,0.149,1
"Dnm2",0.0077810119097951,0.346936617906449,0.243,0.149,1
"Mkks",0.00784736676156041,0.313822965487307,0.116,0.046,1
"Fus",0.00786244762654187,-0.302862314088472,0.582,0.656,1
"Hrct1",0.00810282392113341,-0.283001829614745,0.183,0.287,1
"Cnn2",0.00813737755260669,0.281685619723426,0.269,0.169,1
"Tcn2",0.00817747279199402,0.260075127380122,0.257,0.154,1
"Myo1e",0.0082602455835381,0.250369707190234,0.116,0.046,1
"Ppan",0.00849760763552431,0.273696403485885,0.108,0.041,1
"Adam10",0.0085467137219132,0.321852465044991,0.164,0.082,1
"P4ha1",0.00909812641233592,0.270688070882992,0.123,0.051,1
"Hspa1a",0.00912504226608411,0.315592593762,0.433,0.318,1
"Glod4",0.00992439887504659,0.318005200108404,0.112,0.046,1
"Mat2b",0.010128801402897,0.273898393476125,0.257,0.159,1
"Bzw1",0.010220068865434,0.259083443448637,0.291,0.185,1
"Thap3",0.0105261058282744,-0.333933411010456,0.063,0.133,1
"Psmc4",0.0108902235882219,-0.373202594146785,0.175,0.262,1
"Fmo2",0.0109850433274271,-0.309587659147595,0.134,0.226,1
"Nsun2",0.0113147197244702,0.274797536559746,0.127,0.056,1
"Filip1",0.011497273773675,0.251083210735865,0.164,0.082,1
"Stk25",0.0115986078519266,0.295945126886949,0.261,0.169,1
"Pcmtd2",0.0121080843435271,-0.282692360424676,0.086,0.164,1
"Arpc5",0.0121638494687077,0.292722979116316,0.418,0.303,1
"Sbds",0.0121875584428023,0.345429673272705,0.325,0.236,1
"Ppp3ca",0.013492917513568,0.286788223603113,0.257,0.169,1
"Pnn",0.0138740612890809,0.32691173532065,0.25,0.159,1
"Nedd4",0.0140829364640024,0.327839988550404,0.272,0.179,1
"Taf10",0.0148696865661233,-0.281628958090497,0.067,0.133,1
"Plpp3",0.0148973731418431,-0.316431657335172,0.608,0.672,1
"Tmem208",0.015094023673374,0.261176285830653,0.183,0.103,1
"Sipa1",0.0160965411772849,0.25302222703126,0.317,0.221,1
"Tpr",0.0163121673634122,0.265315145489854,0.332,0.226,1
"Tmbim1",0.0165353990859934,0.270596170853769,0.194,0.113,1
"Smad6",0.0167299138873148,-0.345794764083918,0.045,0.103,1
"Golga4",0.0174193235065374,0.270709180525387,0.16,0.087,1
"Tsc22d3",0.0177184317017343,0.31396292320273,0.179,0.103,1
"Numa1",0.0187200172954089,0.257838889549447,0.112,0.051,1
"Crem",0.0190592697501037,0.252279852881293,0.22,0.133,1
"Tob1",0.0196785093318005,0.253504605073498,0.119,0.056,1
"Sec13",0.0197112163809629,-0.357638542764362,0.131,0.21,1
"Mrps23",0.0203573668871085,0.253803091476638,0.104,0.046,1
"Fam177a",0.0209380788340671,-0.337185379736318,0.112,0.185,1
"Azi2",0.0213167910471228,0.3049660509666,0.149,0.082,1
"Cmpk1",0.0217805712244371,0.255954300803153,0.269,0.179,1
"Ankrd46",0.022671377103368,0.287352704692544,0.123,0.062,1
"Ankrd37",0.0229365293856642,-0.335654390683509,0.075,0.138,1
"1110008F13Rik",0.024628359882546,-0.391628477711053,0.09,0.154,1
"Sumo3",0.024936897006443,0.28110145124365,0.231,0.149,1
"Ndufv1",0.0252077271865081,0.330562572431223,0.179,0.108,1
"Nipbl",0.0253857369064395,-0.31915974637367,0.116,0.19,1
"Plcg1",0.0262938199253112,0.254777668162992,0.116,0.056,1
"Sde2",0.0266040785643213,0.261396002049948,0.101,0.046,1
"Mrpl23",0.0268447750978917,-0.330199112258161,0.179,0.256,1
"Snx17",0.0274607333213938,0.278480072735217,0.22,0.144,1
"Clptm1l",0.0281956669001916,0.271316870227516,0.101,0.046,1
"Trappc3",0.0287168634615168,0.258159945758702,0.19,0.118,1
"H2afz",0.0294144585549433,-0.33338410092012,0.34,0.405,1
"Hspa12b",0.0303774249782572,0.25523407754041,0.347,0.256,1
"Mrrf",0.0323032656539607,0.299138500197034,0.112,0.056,1
"Hnrnpdl",0.0328361640211057,-0.358361013660284,0.194,0.267,1
"Gm2000",0.0337103532920564,-0.352258940601017,0.377,0.456,1
"Ap1m1",0.0342807703041149,0.2777334457995,0.138,0.077,1
"Ube2l3",0.0350321215397259,-0.334303333065912,0.153,0.221,1
"Nepn",0.0358006553471441,-0.303159927430821,0.052,0.103,1
"Irf7",0.0367323776751562,-0.2951299528301,0.369,0.451,1
"Mrps33",0.0376097510962887,0.310803579150643,0.224,0.154,1
"Auts2",0.0390792995566861,-0.275620155486355,0.146,0.215,1
"Sgms1",0.0394845671156062,-0.265507824989812,0.146,0.215,1
"Ppm1g",0.0398771891084185,-0.265565944333186,0.131,0.2,1
"H1f0",0.0404945141562159,0.319718252314089,0.343,0.262,1
"Kmt2a",0.0422997195982166,0.274343246668918,0.108,0.056,1
"Gnpda2",0.0457356398403243,-0.282907929596831,0.116,0.179,1
"Rpl6l",0.0480961147001876,-0.313467824844431,0.328,0.4,1
"Nid2",0.0493232560687906,-0.276997786763156,0.063,0.113,1
"Sbf2",0.0522139394443638,-0.258862273197556,0.104,0.164,1
"Atp5g3",0.0529812156199758,0.280097672333243,0.246,0.179,1
"Abi1",0.0531510957122692,0.297789716033196,0.142,0.087,1
"Glmp",0.0541457875661669,0.250146339453247,0.257,0.19,1
"Rab1b",0.0543341027661261,0.279143339392498,0.104,0.056,1
"Prickle3",0.0578756094658368,-0.254118608370452,0.078,0.133,1
"Rnf215",0.0586814059452357,0.252731818315455,0.104,0.056,1
"St3gal6",0.0593889686655819,0.259965270404402,0.246,0.174,1
"Ext2",0.0616051329165812,-0.254810330997497,0.112,0.169,1
"Chd1",0.0655747161778527,-0.298503340065549,0.116,0.169,1
"Arpc4",0.066631302973884,-0.272551943531324,0.22,0.292,1
"H2-T22",0.0686483612026857,-0.295250892586668,0.418,0.456,1
"Lima1",0.0689380106822524,-0.336407790427053,0.134,0.19,1
"Cyth3",0.0694406890579898,0.288050104594025,0.138,0.087,1
"Pcmtd1",0.0699203913954293,-0.344362277263371,0.239,0.297,1
"Tmem245",0.0699682535452964,-0.301623217028339,0.142,0.2,1
"Tmem185b",0.0720781003386891,-0.268209251181868,0.063,0.108,1
"Ptk2",0.0743168937783664,0.250586272671638,0.153,0.097,1
"Nfia",0.0749701497018558,-0.387018957849643,0.164,0.221,1
"Pgap2",0.0769234199387969,-0.330379151874631,0.06,0.103,1
"9530068E07Rik",0.0774832537989405,0.279418773630225,0.131,0.082,1
"Iqgap1",0.0776231274061547,-0.344197650641448,0.164,0.221,1
"Tsc22d4",0.0810249441076599,0.25814377046217,0.131,0.082,1
"Smc3",0.0818483510961099,0.292037779496554,0.112,0.067,1
"Csf1",0.0836507220441487,0.292216140323998,0.157,0.103,1
"Tppp3",0.0865031566701402,-0.267065534238566,0.108,0.159,1
"Aldh2",0.0891857065564283,-0.283256088059437,0.451,0.497,1
"Trim12c",0.0895971797444619,-0.296649426217202,0.09,0.138,1
"Camk2d",0.0899442509075804,-0.30094113232145,0.146,0.2,1
"Ptprb",0.0978484554795597,-0.253633646259309,0.448,0.477,1
"Immp1l",0.0987221984963164,-0.32660424688436,0.112,0.159,1
"Rdx",0.103887322938653,-0.264922151169735,0.34,0.395,1
"Parp12",0.104007648773935,0.255933051761597,0.235,0.179,1
"Clock",0.110716226472588,-0.281861077031708,0.09,0.133,1
"Fry",0.11740653370511,-0.302356875299461,0.134,0.179,1
"N4bp2l2",0.118710353427633,-0.291599139661755,0.127,0.174,1
"Gipc1",0.119504553246033,0.252482991715168,0.101,0.062,1
"Rpl7l1",0.121001076238631,-0.271416671679129,0.123,0.169,1
"Syne2",0.131045647701037,-0.281009613696691,0.19,0.241,1
"Eif2s1",0.149034812048824,-0.267432826007041,0.086,0.123,1
"mt-Atp8",0.149724525368909,-0.295679839561605,0.097,0.138,1
"Mnda",0.154595591870298,-0.272035847380829,0.071,0.108,1
"Creb5",0.174950287818521,-0.279089679133121,0.093,0.133,1
"Psmb9",0.178768197784411,-0.271070383391146,0.41,0.436,1
"Arhgap10",0.180176998887231,-0.280269550210152,0.138,0.179,1
"Med30",0.183052413135171,-0.256458203207197,0.078,0.113,1
"Sdf4",0.185086620182393,-0.264289949264795,0.254,0.292,1
"Ltbr",0.190183103444481,-0.256617758995002,0.071,0.103,1
"Chrac1",0.196262979321146,-0.255949667811941,0.131,0.169,1
"Blvra",0.201797576051287,-0.262961724714717,0.071,0.103,1
"Notch1",0.228642514042626,-0.253956036429824,0.142,0.179,1
"Angel2",0.246931929225814,-0.251173043901627,0.131,0.164,1
"Jund",0.253959851671851,-0.259280903493016,0.384,0.385,1
"Atrx",0.262858936721404,-0.304094658739993,0.317,0.349,1
"Btbd1",0.297107311925916,-0.286205721205234,0.101,0.128,1
"Cds2",0.314452860786269,-0.264382598221866,0.164,0.195,1
"Ndufb10",0.353747915724498,-0.257494704367564,0.317,0.344,1
"Glul",0.38874474775544,-0.268059447736261,0.138,0.164,1
"Lsm14a",0.403130577647022,-0.253979314728318,0.134,0.154,1
"Kdelr2",0.559866784105179,-0.283962918746756,0.19,0.2,1
