"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Klf9",0.000860628096686553,0.615363111165536,0.556,0.257,1
"Sox4",0.000891459224892949,0.613188170132541,0.556,0.257,1
"Myo1c",0.00090014797075678,0.48448674265315,0.41,0.114,1
"Ndfip2",0.000911460965675428,0.56029867242101,0.424,0.143,1
"Ptges3",0.000913724700611099,0.638063566575552,0.439,0.171,1
"Sec11a",0.000914573150393074,0.579686806579109,0.322,0.057,1
"Ppib",0.000940807158188262,0.286325792004524,0.741,0.343,1
"Hnrnpc",0.000979312406121633,0.468179838349416,0.498,0.171,1
"Eef1g",0.0010026463994116,0.45480542791222,0.78,0.514,1
"Trp53i11",0.00101121846258714,0.577821950581042,0.624,0.314,1
"Chmp5",0.00106226885678793,0.617686717306531,0.507,0.229,1
"Ptms",0.00106706648241668,0.481144916114818,0.605,0.314,1
"Rpl6l",0.00106745233615785,0.414552943149437,0.615,0.286,1
"Pim3",0.00108578291858839,0.442203547485341,0.668,0.343,1
"Degs1",0.0010868062187695,0.572473013664996,0.366,0.086,1
"Rbx1",0.00112758987201129,0.313123170994823,0.663,0.286,1
"Arf6",0.00114188255894978,0.615445660829482,0.444,0.171,1
"Cd34",0.00116376241940017,0.497365093426463,0.863,0.543,1
"Ldha",0.00117043441553366,0.485368127464305,0.8,0.486,1
"Fscn1",0.00117466924994071,0.497882399837219,0.78,0.429,1
"Ubd",0.00117732464245248,-0.618976909362241,0.015,0.114,1
"Pcbp1",0.00119112446322528,0.412643846658101,0.566,0.286,1
"Tax1bp3",0.00122817953330793,0.449184522091045,0.527,0.2,1
"Eif4g2",0.00126152050395275,0.455814323135582,0.654,0.314,1
"Psmb7",0.00129546786613153,0.346953459568884,0.478,0.171,1
"Arpc1a",0.00129605008431433,0.429605172085175,0.566,0.257,1
"Erg",0.00130598814241792,0.602535224638635,0.385,0.114,1
"Apoe",0.00137160797907067,0.731222446752586,0.507,0.229,1
"S100a16",0.00137319333906436,0.411957983125918,0.883,0.543,1
"Arl1",0.00144764829558852,0.607331686670439,0.42,0.143,1
"Rap1a",0.00147318528370846,0.449225169098721,0.746,0.4,1
"Anp32a",0.00148749493005769,0.385667998421642,0.81,0.457,1
"Nudc",0.00152670109675422,0.615058196655578,0.459,0.2,1
"Dynll1",0.00156327055087561,0.468750942585309,0.922,0.629,1
"Tceb1",0.00158765251933825,0.478540374519557,0.449,0.171,1
"Ptp4a3",0.00160986159444564,0.515244644626189,0.756,0.457,1
"Smu1",0.0016149903613889,0.596871859043241,0.322,0.057,1
"Atp5f1",0.00162411923764016,0.465774104483495,0.62,0.314,1
"Ifi27",0.00166140939340414,0.41373634505047,0.712,0.4,1
"Rpl13",0.00170311677732735,0.317506889006808,0.966,0.886,1
"Knop1",0.00172334202620947,0.621769701608574,0.41,0.143,1
"Sept10",0.00175239697654325,-0.610702037379888,0.132,0.343,1
"Hmg20b",0.00175398893161246,0.63303095211887,0.483,0.229,1
"Spop",0.00175948938398339,0.306684107737768,0.571,0.257,1
"Mast4",0.0018285936247439,0.588823688199881,0.449,0.171,1
"Ctsb",0.00184038284947804,0.367531071837108,0.746,0.457,1
"Eif3e",0.00185408881827409,0.280320767618455,0.668,0.371,1
"Cd93",0.00187192420230022,0.369463594541581,0.771,0.4,1
"1810037I17Rik",0.00190501448311232,0.327046788675503,0.615,0.314,1
"Clu",0.00191385388779309,-1.55481044436698,0.039,0.171,1
"Flii",0.00191713836422928,0.549103742107509,0.268,0.029,1
"Pdgfd",0.00193036298126897,0.560310642862168,0.41,0.143,1
"Commd3",0.0019703092594833,0.57261539738104,0.356,0.114,1
"Pkn2",0.0019925804344307,0.587721484213957,0.361,0.114,1
"Adam10",0.00203224879771744,0.63238593953087,0.351,0.114,1
"Alas2",0.00204355405521422,-1.04568559552987,0.039,0.171,1
"Prkcdbp",0.0020513991835443,0.539165085581676,0.649,0.371,1
"Rpl27",0.00207023998598908,0.343393182672894,0.912,0.543,1
"Ahsa1",0.00211609615047374,0.272162785857538,0.434,0.143,1
"Ncor1",0.00211694355089947,0.560325837008886,0.434,0.171,1
"Hspa5",0.00214923539463879,0.283000104261689,0.761,0.429,1
"S100a6",0.00215588926700327,-1.1830350517213,0.185,0.371,1
"Eif5b",0.00218504223725755,0.31480717561555,0.483,0.2,1
"Rbck1",0.00221366877079207,0.616631137012666,0.434,0.2,1
"Lsm8",0.00222062679469614,0.486154242345865,0.278,0.029,1
"Col4a1",0.00222678476265526,0.344722506759368,0.82,0.457,1
"Tsn",0.00225265453806447,0.611591589659866,0.327,0.086,1
"Cct8",0.00228800761181294,0.421253854443628,0.424,0.143,1
"Eif5a",0.00229219849232535,0.255925392667337,0.771,0.457,1
"Fyn",0.002343149378612,0.378760347182829,0.38,0.114,1
"Anxa7",0.00241167347893346,0.60420661641165,0.395,0.143,1
"Adgrl4",0.00246753048732222,0.318745814050108,0.737,0.4,1
"Mrps14",0.0025310259003714,0.519444381863406,0.434,0.171,1
"Sh3bp5",0.00255655007508552,0.410787569340966,0.571,0.257,1
"4921524J17Rik",0.00256233681017115,0.555959229557811,0.259,0.029,1
"Inpp1",0.00256758074448349,0.496123214840327,0.273,0.029,1
"Pnisr",0.00257251901874344,0.479004658592871,0.444,0.2,1
"Lysmd2",0.00258991292641834,0.508520966365494,0.298,0.057,1
"Ywhae",0.00260846792753468,0.338728689987889,0.81,0.514,1
"Vcam1",0.00260999708190456,-0.845718080932589,0.059,0.2,1
"Map4k4",0.00261292408246161,0.562808591635269,0.288,0.057,1
"Gbp2",0.00262373235144614,0.56659190668758,0.478,0.2,1
"C1qtnf9",0.00267714133797986,0.390731960947498,0.863,0.571,1
"Tmed2",0.0027083092138676,0.268492224712342,0.683,0.371,1
"Rasip1",0.00280559141587681,0.341995715341506,0.776,0.429,1
"Ushbp1",0.00281094782284763,0.500523477960331,0.717,0.429,1
"1110038F14Rik",0.00281560475073348,0.543478634656132,0.293,0.057,1
"Nid1",0.00290646287058711,0.574511917953574,0.322,0.086,1
"Il10rb",0.00291081368772695,0.532738932532619,0.507,0.257,1
"Cox5b",0.00291246573725826,0.386724110197719,0.737,0.457,1
"Grap",0.00294252830811012,0.555047152309576,0.439,0.171,1
"mt-Cytb",0.00297584516899056,0.278194285714957,0.995,0.914,1
"Scrn2",0.00301466456467513,-0.605372217328149,0.029,0.143,1
"Sae1",0.00303647713950839,0.459044357257872,0.337,0.086,1
"Atp5e",0.00308650203474102,0.280538797351228,0.776,0.429,1
"Sertad2",0.00310212772385726,0.492001523040261,0.395,0.143,1
"Sepp1",0.00311137477826496,0.331670922715532,0.873,0.571,1
"Yipf4",0.00321679400770076,0.503154409764397,0.473,0.229,1
"Psenen",0.00326580635459289,0.355272636336643,0.454,0.171,1
"Cd81",0.00329583218050043,0.305916444719619,0.98,0.829,1
"Ifngr1",0.00333237815438776,0.271221818175842,0.761,0.457,1
"Hnrnpa3",0.00335324688080015,0.401084572830867,0.746,0.457,1
"Ndufb11",0.00339051036867594,0.404205450325256,0.537,0.257,1
"Wasf2",0.00346285711964345,0.423537313477893,0.717,0.429,1
"Tmem243",0.00347765913918439,0.499825815425398,0.205,0,1
"Rps11",0.00352001634694366,0.367428857914496,0.951,0.743,1
"Aplnr",0.00362970886750278,0.499270839825171,0.707,0.429,1
"Eif3g",0.0036500737339403,0.345805730101837,0.493,0.257,1
"Fth1",0.0037713209199815,-0.499822440203166,0.946,0.943,1
"Atxn7l3b",0.00380752940644522,0.401745953237868,0.473,0.2,1
"Tpr",0.00380959732060928,0.293988488627421,0.415,0.171,1
"Med28",0.00381659244852531,0.264231957471941,0.556,0.314,1
"Sec14l1",0.00382671911244796,0.446483166863644,0.468,0.2,1
"Tanc1",0.00382677659437903,0.458985192190669,0.463,0.2,1
"Hadhb",0.00382924875841092,0.635347502587971,0.356,0.143,1
"Nsmce4a",0.00383645015297321,0.484127938514423,0.434,0.171,1
"Asah2",0.00387358183324666,-0.373706295467383,0.044,0.171,1
"Tmem9b",0.00389656851723262,0.53609958723163,0.317,0.086,1
"Sumo1",0.00393854912552251,0.313175273827039,0.639,0.314,1
"Gm11713",0.00396882083233765,0.452551220925922,0.2,0,1
"Ap1s2",0.00400037551037001,0.525626534312198,0.317,0.086,1
"Rab8a",0.00405177243240462,0.506379869466109,0.254,0.029,1
"Afap1l1",0.00406257036117083,0.266341843835936,0.62,0.314,1
"Cops5",0.00407185540298101,0.483368362098989,0.239,0.029,1
"Snx1",0.00411993855669064,0.476761976606202,0.239,0.029,1
"Tie1",0.00420556240080196,0.410588052162983,0.663,0.343,1
"Sub1",0.00424165399173641,0.415539737049744,0.654,0.4,1
"Rab14",0.00427417857708522,0.429814253017565,0.59,0.314,1
"Nudt9",0.00441304558699196,0.412936945033229,0.337,0.086,1
"Slc43a3",0.00443230922037593,0.455281950399149,0.522,0.229,1
"Ctnna1",0.0044678744002821,0.377789304767704,0.688,0.4,1
"Vdac2",0.00449657154950101,0.445308642582707,0.532,0.286,1
"Pfdn6",0.00450400514887131,0.297636030303154,0.337,0.086,1
"Eva1b",0.00452542306063264,0.440992712470666,0.576,0.314,1
"Rpa3",0.00452575895180863,0.500966936521922,0.195,0,1
"Eef1d",0.00454512010701959,0.352435099706134,0.624,0.286,1
"Ccnl2",0.00462583097547342,0.334282450653293,0.405,0.143,1
"Psmd7",0.00477480872425323,0.578435857030909,0.459,0.229,1
"Rasgrp2",0.00479683343169353,0.366591132611223,0.483,0.2,1
"Mbnl2",0.00482599721013987,0.378063050516036,0.556,0.257,1
"Prpf19",0.00482678720261589,0.475470897064009,0.249,0.029,1
"Tap2",0.0048332683252583,0.562374137114138,0.444,0.2,1
"Rps6",0.00491685275411258,0.301611814307209,0.966,0.8,1
"Actl6a",0.00498485530073917,0.501905466116868,0.312,0.086,1
"Rhob",0.00507239150472933,0.484920496556802,0.473,0.229,1
"Rer1",0.0050857867826663,0.349119067247373,0.532,0.286,1
"Vimp",0.00512774812950085,0.533068521542614,0.263,0.057,1
"Mgat2",0.0051317969366635,0.440291087528485,0.42,0.171,1
"Golph3",0.00515684740796707,0.454969881731972,0.19,0,1
"Trmt1",0.00515684740796707,0.443465684574522,0.19,0,1
"Lasp1",0.0051836325853442,0.458371814142168,0.405,0.143,1
"Lsm4",0.00520303382208743,0.375663890833742,0.4,0.143,1
"Ltbp4",0.00526468699939867,0.416778591672052,0.624,0.314,1
"Scarb1",0.00528467726862537,0.449329710180038,0.493,0.257,1
"Metap2",0.00528517815052477,0.485396876185653,0.576,0.343,1
"Nhp2l1",0.0052928532924541,0.345134289079421,0.512,0.257,1
"Ssr2",0.00535902355838746,0.337571362356467,0.537,0.257,1
"Idh3b",0.00539237739066443,0.526385175290445,0.307,0.086,1
"Rnf7",0.00544486115709337,0.392187288731944,0.493,0.229,1
"Vamp5",0.00553213184803134,0.495347303062177,0.395,0.171,1
"Srp19",0.00553595712172641,0.56269805750219,0.337,0.114,1
"Rps27a",0.00555337606467467,0.265233541678064,0.966,0.743,1
"Dynll2",0.00564136038070572,0.419996072401295,0.229,0.029,1
"Chchd2",0.00567732153187876,0.267053522294802,0.922,0.629,1
"Rexo2",0.00576450089835934,0.526654590457312,0.371,0.171,1
"mt-Co2",0.0057656661667056,0.309050244001627,0.99,0.857,1
"Nt5c",0.00576962108536054,0.460717016604623,0.234,0.029,1
"Ehd2",0.00582460917562609,0.331811275104136,0.727,0.429,1
"Ndufa12",0.00596159126279165,0.455187399574496,0.463,0.171,1
"Capzb",0.00598364542391047,0.288975524021396,0.727,0.486,1
"Txndc9",0.00598388570524417,0.493824946353348,0.298,0.086,1
"Polr2f",0.00600921985437347,0.342492891314188,0.483,0.229,1
"Clta",0.00603721259837102,0.396826080038815,0.644,0.4,1
"Msl1",0.00604386388619598,0.482901646920333,0.224,0.029,1
"Ccnd1",0.00607243618830346,0.3154149735596,0.751,0.429,1
"2210013O21Rik",0.00620913823730228,0.29349305736434,0.278,0.057,1
"Bclaf1",0.00624209096048008,0.293087382796784,0.278,0.057,1
"Srpr",0.00626400310308182,0.293955536001256,0.341,0.086,1
"Cav2",0.00635713862623232,0.33515561402732,0.937,0.771,1
"Smap1",0.00637555533624008,0.454490748730372,0.263,0.057,1
"Igbp1",0.00647552266223151,0.453745217615611,0.229,0.029,1
"Lipe",0.00648469397288853,0.491688390973613,0.268,0.057,1
"Plxnd1",0.00649574948497429,0.445020098962765,0.493,0.257,1
"Sox7",0.00650954967218738,0.474321838046126,0.361,0.114,1
"Tsnax",0.00655128019872036,0.384385573490948,0.444,0.2,1
"Ssr3",0.00658814599258288,0.257274378263309,0.322,0.086,1
"H1f0",0.00659904656588452,0.285306925662581,0.688,0.4,1
"Atp6v0e",0.00663749577142658,0.265018301266635,0.649,0.371,1
"Adipor1",0.00664701722470121,0.378318989347032,0.702,0.4,1
"Gtpbp6",0.00666424652581548,-0.371423874099013,0.073,0.229,1
"Frmd4a",0.0066802090213247,0.456940414797805,0.18,0,1
"Rangap1",0.0066802090213247,0.453074535882036,0.18,0,1
"Glyr1",0.00668853653909584,0.481430291677857,0.234,0.029,1
"Osgep",0.00674367502187356,0.287681305845731,0.239,0.029,1
"Wwtr1",0.00681992908049613,0.353385942495978,0.444,0.229,1
"Npr1",0.00683959282608334,0.502508490227291,0.268,0.057,1
"Cd38",0.00684458563705411,0.270023398181859,0.498,0.257,1
"Itga1",0.00685923887021591,0.391590559708773,0.341,0.114,1
"Jam2",0.00690745969054199,0.282214777655164,0.727,0.429,1
"Gas6",0.0069320338951854,0.483517890316327,0.566,0.314,1
"Smdt1",0.00695135297569299,0.312717049966523,0.62,0.314,1
"Morf4l1",0.00697620195635722,0.355036231692678,0.854,0.6,1
"Lypla1",0.00701667364370698,0.509027565312362,0.293,0.086,1
"Gtf2i",0.00701667364370698,0.47665413950036,0.293,0.086,1
"Cdk4",0.00708847162627832,0.250282428234132,0.459,0.2,1
"Emp2",0.00709170855455216,0.501901802748464,0.385,0.143,1
"Cdc26",0.00710945191032745,0.457829033261442,0.346,0.114,1
"Usmg5",0.0071988232879814,0.290476729738267,0.644,0.343,1
"Rpl9",0.00725180045272599,0.307131765391094,0.961,0.686,1
"Eif4ebp1",0.00725808655844541,0.468110312207705,0.312,0.086,1
"Stk11",0.00726889467729105,0.266959651326732,0.317,0.086,1
"Suclg1",0.00730556194822854,0.465017126330647,0.254,0.057,1
"Eepd1",0.007316458695343,0.44787750063423,0.415,0.171,1
"Ramp2",0.00734069563742497,0.443880152557882,0.795,0.543,1
"Lats2",0.00734631594691349,0.413097308742133,0.22,0.029,1
"Plscr4",0.00744983491648403,0.261494230878424,0.38,0.143,1
"Psma5",0.00746858355393632,0.294521398596192,0.42,0.171,1
"Gm11808",0.00759085896645891,0.294933520663162,0.712,0.4,1
"Txnrd1",0.00759485174183847,0.449457917057653,0.176,0,1
"Psmb5",0.00762078705468112,0.283106339662825,0.527,0.229,1
"Rnpepl1",0.00764136286987197,0.464441137163004,0.429,0.2,1
"Mospd1",0.00766937206388758,0.427928928614816,0.302,0.086,1
"Rgcc",0.00770313327825481,0.376249430190703,0.898,0.6,1
"Apbb2",0.00773566154727663,0.257253824796149,0.6,0.314,1
"P4ha1",0.00775991733353447,0.404827235388686,0.229,0.029,1
"Fam195b",0.00779036321341175,0.402108004110463,0.366,0.114,1
"Myo10",0.00793484787551723,0.482427947173815,0.541,0.314,1
"Cpne3",0.00804462843735262,0.447675913862494,0.215,0.029,1
"Meox2",0.00837297551762588,0.367428545252388,0.624,0.343,1
"Ifi27l2a",0.00845869731654784,-0.672629648618841,0.024,0.114,1
"Arpc5l",0.00847281415932244,0.276063379170246,0.302,0.086,1
"0610009O20Rik",0.0086286773388142,0.453469850665179,0.171,0,1
"C1galt1c1",0.0086286773388142,0.388629390931789,0.171,0,1
"1700020I14Rik",0.00863019416320182,0.371297274100248,0.38,0.143,1
"Uqcrb",0.00874105291973185,0.306376995654601,0.898,0.543,1
"Adgrf5",0.00876319969542603,0.353742109946355,0.663,0.371,1
"Swi5",0.00880786607472872,0.397939284432455,0.522,0.286,1
"Fdps",0.00886588142452087,-0.271981844850809,0.024,0.114,1
"Slc35b1",0.00888919835773347,0.455670418543484,0.268,0.057,1
"Rps10",0.0089216132387918,0.351740197569976,0.907,0.629,1
"Erp44",0.00894054496137839,0.462948920855325,0.366,0.143,1
"Cept1",0.00897457869091758,0.485544646007168,0.312,0.114,1
"Ddx1",0.0090078678353736,0.444562787947011,0.21,0.029,1
"Actb",0.00903747956307112,-0.553758012807669,0.98,1,1
"Tomm7",0.00906204012105227,0.274569792383189,0.722,0.4,1
"Cnih1",0.00920811566399058,0.281405824797392,0.337,0.114,1
"Ubald2",0.00925403301871087,0.360376623218185,0.556,0.314,1
"Ppbp",0.00929048603373148,-2.24197904131318,0.024,0.114,1
"Mrpl28",0.00942864349398003,0.459496235094858,0.254,0.057,1
"Cmtm8",0.00943617884417345,0.528955031350217,0.429,0.229,1
"Plod1",0.00948834162781539,0.390024926202693,0.522,0.286,1
"Wscd1",0.00950617970225077,0.376419676457682,0.224,0.029,1
"Anapc11",0.00951156170781592,0.388329620811015,0.444,0.2,1
"Rassf9",0.00952825427750287,0.600959295287743,0.337,0.143,1
"Thoc7",0.00954903457174751,0.518291736605301,0.288,0.086,1
"Golgb1",0.00965890528012712,0.440870801824773,0.327,0.114,1
"Hnrnpa0",0.00974220131538802,0.436030542649509,0.22,0.029,1
"Rpl34",0.00974925385181338,0.325085847387742,0.976,0.714,1
"Zfp292",0.00979652297134279,0.376372287453076,0.166,0,1
"Aggf1",0.00979656626495281,0.367968927339005,0.166,0,1
"Prnp",0.00987770428030708,0.4186380043581,0.41,0.171,1
"Sdccag3",0.0100798498865651,0.439828429000472,0.205,0.029,1
"Hspb1",0.0101933895921302,0.416170544325285,0.902,0.771,1
"Ldb2",0.0102008869636066,0.44926646617012,0.215,0.029,1
"Lrp10",0.0102197359168889,0.337400567592672,0.307,0.086,1
"Nus1",0.0103420306407104,0.259612949072132,0.298,0.086,1
"Cd2ap",0.0104066598610996,0.444726106699291,0.249,0.057,1
"Gtf3a",0.0104294240000517,0.414812171821556,0.205,0.029,1
"Gle1",0.0104294240000517,0.410505519350473,0.205,0.029,1
"Cnot6l",0.0106141013500595,0.436677738952905,0.327,0.114,1
"Hba-a2",0.0106502722762196,-1.08030260044138,0.102,0.257,1
"Lman2",0.0107973421918597,0.438560535055211,0.41,0.2,1
"Dock9",0.0108090418825764,0.432510529039463,0.317,0.114,1
"Prpf8",0.0111152112127894,0.401359910054966,0.161,0,1
"Acin1",0.011150394756611,0.481031305459361,0.322,0.114,1
"Myo1b",0.0111971410562911,0.382191404275797,0.361,0.143,1
"Rpp21",0.0112873286080542,0.444887199593937,0.205,0.029,1
"Klf13",0.0113100020568896,0.321787662437383,0.624,0.314,1
"Cct3",0.0113844321251722,0.440282477826593,0.415,0.2,1
"Fam174a",0.0114251615175487,0.499794790078344,0.356,0.143,1
"S100a11",0.0114300383370489,0.407691560364404,0.81,0.514,1
"Ogt",0.0114921580209892,0.451788046792355,0.273,0.086,1
"Slc35a4",0.0115211016681837,0.429432135479902,0.239,0.057,1
"Sarnp",0.0115742814978807,0.460388377142995,0.337,0.143,1
"Gabarap",0.0115764874843388,0.329086770062925,0.673,0.4,1
"Psmd3",0.011617893990634,0.352541566110696,0.312,0.114,1
"Plcb4",0.011647499239605,0.396423455860976,0.522,0.314,1
"Fam133b",0.0116543007401503,0.468608743186731,0.293,0.086,1
"Timp4",0.0117071392971275,0.57658515710683,0.576,0.371,1
"Trappc4",0.0117437846671744,0.469537038550034,0.302,0.114,1
"Hcls1",0.0117806540752249,0.375885112465329,0.215,0.029,1
"Cd151",0.0118645516325456,0.304195949655454,0.644,0.4,1
"Tmem140",0.0119332683393903,0.335982742176785,0.502,0.257,1
"Auts2",0.0119593518302161,0.546528223856833,0.317,0.143,1
"Iws1",0.0119968500870925,-0.433087759182959,0.088,0.229,1
"Cops4",0.0120243529553091,0.285033585159023,0.302,0.086,1
"2610305D13Rik",0.0120989234446391,0.47778923431107,0.346,0.143,1
"Brox",0.0122164795517848,0.418127330998128,0.244,0.057,1
"1110059E24Rik",0.0123383109442723,0.459538552493663,0.2,0.029,1
"Tor1aip2",0.0123441315228121,0.372037072802271,0.205,0.029,1
"Clk1",0.0123880743430735,0.418462661853331,0.332,0.114,1
