Genes,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Median_p_values
Nenf,6.374677210857504e-05,1.7304152540274884e-06,1.3216252148084484e-06,4.107226236624049e-06,7.7981076961535e-06,3.92553271552896e-09,7.517759079354026e-07,2.323908201020753e-06,5.615447901267848e-07,1.3917186906612966e-06,2.7817437159278722e-05,1.2617864723091899e-06,6.386826885173065e-07,4.315906268352521e-05,2.280812374676162e-07,4.194783864909784e-06,4.958491776512087e-05,5.4884356254356554e-08,5.137171027876942e-05,1.351598649182695e-05,3.1260017105823384e-06,3.4988419281345685e-06,1.649431291886393e-09,1.47166050236944e-05,3.492475231066981e-06,8.002344124128539e-05,7.88659433771046e-05,6.814840166409089e-06,1.4268249949636294e-07,4.940160247778577e-06,1.6983773599416422e-05,1.010620206133213e-06,3.7430959218562014e-05,2.2190111423963463e-07,1.621227140181038e-05,1.4729496274796036e-06,4.886663072827859e-09,3.055044974165278e-05,0.00019715000790821382,3.002076393278103e-07,2.7287763226194286e-05,1.869796635678948e-06,6.228677454413051e-07,2.1098493402309338e-07,7.018383171535086e-06,3.5925122515700977e-07,5.5041318778593445e-08,2.414336734589306e-06,1.2467113785800806e-06,2.8208862275023283e-05,0.0003742117060359248,6.456080049139685e-08,1.220871384212391e-07,3.5334235411004794e-06,4.390942003285836e-07,1.4673969150051105e-07,6.091628176408889e-05,3.3298634579299575e-05,1.3945351189872991e-06,1.8244292376624543e-07,9.951956516847074e-06,5.1517637259023355e-08,1.7131439415303074e-06,0.00014191752018000902,3.7848047443457898e-06,1.7411714134759974e-09,6.140050350918939e-08,2.595009827832853e-09,8.92691389880391e-08,7.0194389182872e-06,4.678118270598239e-06,2.643425054780163e-08,5.112125612131024e-09,2.5074290032598762e-05,8.638302338999356e-07,4.061165488219978e-05,9.958062257374686e-08,1.9951217428471412e-08,9.328856952385515e-07,1.4618675303360898e-07,0.00013916399260964507,6.44603761380265e-05,3.181616106025919e-05,1.8347346481641634e-07,7.006210854838816e-06,7.718307284655224e-07,6.933514008039515e-07,2.436380802368129e-06,1.704848839894815e-07,1.676944550042856e-08,9.229417728007215e-07,1.1531189272497428e-06,7.722093384013909e-06,3.183605997159193e-06,2.139454328357089e-05,8.576386676253252e-07,1.3530752882112487e-06,3.0101192193936078e-05,4.736615030532113e-10,2.9332918588530454e-06,1.7217795977788978e-06
Ppp2r5a,1.0759027705344935e-06,0.0005159969097958009,6.008943869665165e-08,3.7552447644113406e-06,5.5513583720139475e-09,2.3101874350700194e-05,4.583615574009584e-06,4.950915651762861e-05,4.597452096920368e-05,8.525721358351488e-08,1.018526336462528e-08,1.5949882245823922e-07,5.000900423484183e-06,6.82292106923979e-08,1.7922094873898327e-06,3.2911648362245955e-07,4.332880743047807e-06,9.490206456670957e-08,5.053083814760616e-07,6.467664047124706e-06,8.474792278008842e-08,2.3809689654554485e-05,1.5062498820006455e-07,1.4151390934066077e-09,1.51324942823994e-06,3.1292277348374154e-06,6.361429663697437e-09,1.8938318981511855e-06,8.367243261002557e-07,1.0529240456298145e-05,2.543276812882759e-05,2.8094902693305212e-05,3.4679566224088256e-06,0.00010034953620066149,1.9948905796891632e-07,0.00011365762580893237,2.1045657863576097e-05,1.3719520066961395e-06,1.1976074019942588e-08,2.095147545771496e-06,6.312337199784343e-08,1.6988968277970236e-07,2.3725577919260855e-07,6.505717130911618e-07,2.9550832033743103e-06,8.385836059758327e-06,3.7607581249994237e-06,6.802715842458558e-07,3.253442532628144e-06,1.0902359476672708e-06,3.3275249962105533e-07,6.754743334955219e-06,2.7179157144949534e-06,9.29298016043511e-08,3.072051043618741e-05,1.390187885309331e-05,8.281269947679341e-08,3.404179559833304e-07,4.007024332756244e-07,9.359294555151012e-07,7.321870124915659e-06,3.769979939365753e-05,4.788787342950404e-08,1.655315663339644e-06,7.26660600942666e-07,1.8199042695459757e-05,7.171093631627446e-05,1.934151217665896e-06,6.7737221881767e-08,4.120401772950081e-08,4.250309970808734e-08,4.673033934791338e-07,0.00016586759716562786,1.5249276386721449e-06,1.1341131933315049e-05,2.8262092235530317e-08,1.6228853698667812e-06,9.063600264019674e-05,7.305291918787607e-06,3.7076903512121763e-05,0.00018694923505886116,7.442101363190782e-05,1.2576313098396183e-08,4.769250362555441e-07,5.280843652866334e-09,6.885382541072055e-06,7.65875881395341e-06,1.1171448559345105e-06,1.0730750845262749e-06,1.2863197894804953e-06,0.00023171861331241245,5.514168215955337e-07,1.4349705217869732e-06,1.3360407381276897e-07,2.62413681998101e-05,1.625964204125817e-07,4.18063149896049e-06,1.051078532457946e-05,0.00016533433302834874,1.1537339081025858e-08,1.573906504269463e-06
Lpgat1,1.3850209622869323e-09,5.286111860151376e-07,8.78670790613532e-09,1.370261175309984e-07,2.0031413019169946e-08,1.2741119222402166e-09,5.256123804847345e-05,2.1451287817424745e-05,3.6187368064193594e-07,2.5231353768440574e-06,5.953480190268717e-07,0.0002340166915788864,1.6198507292148936e-08,3.9293876058601384e-07,6.232433746466852e-06,8.83864403493676e-11,2.292205462744073e-05,2.2854813437946089e-07,1.654521464158009e-08,4.299843868013338e-06,8.093950489293741e-05,1.1436394015802612e-05,1.4464973714331347e-06,5.185538968288862e-06,4.6762002088970106e-06,7.335650317477907e-09,6.263030153562714e-07,6.532367959587506e-07,5.972150592708062e-06,1.1310114820346125e-06,6.59893548397978e-07,7.1197392303589965e-09,2.4460694484936506e-09,7.820449912837782e-10,6.510643623361337e-05,2.4506867792240774e-07,9.747142767779207e-08,8.445393534971965e-07,5.789165913133085e-09,0.0003534653010654179,1.8361323556938972e-05,3.619708536280526e-06,1.0342719341414358e-05,3.9009108413254095e-07,0.0001466620259035117,1.1337140293499006e-05,3.0305458431370703e-06,1.2088162708685797e-05,2.312377786129506e-07,1.6862376677439706e-08,3.801231422413192e-07,5.2256804081656974e-08,1.938439795321852e-05,3.130744234703115e-05,7.258880234941378e-06,3.969487566861992e-05,6.638754180222224e-05,6.2422102557234725e-09,1.0992646146981825e-06,5.035093285280179e-08,4.421397882214541e-10,6.349212125396368e-07,1.2733339739736022e-05,1.6967546595051408e-06,1.3373498689850714e-07,6.008431840158034e-06,4.2375369908391083e-07,1.2409157280089535e-05,2.1178089581505724e-10,1.2782857766981515e-05,2.0557944841736792e-07,1.2118542642163298e-07,9.727445242835703e-10,7.749448602722333e-06,1.5793671661423917e-07,1.423153922090493e-05,5.047632144233774e-09,7.901730214535093e-06,1.048427826704887e-07,1.0156702636735447e-07,5.554789740123231e-06,1.4367336718803703e-06,6.50437184709241e-08,4.9512139933972344e-08,3.081022357956708e-06,2.113151309926146e-07,6.439687734747337e-09,2.918896923918789e-07,4.622606021807678e-12,2.5557439111672502e-05,1.3497499113847404e-06,1.286977787161747e-07,8.746050011364394e-07,1.639180197021145e-09,8.387601839259868e-06,8.905983824682513e-10,1.23463825782237e-07,3.8002592037811e-06,2.211986857002452e-06,8.71556456145528e-06,6.440790042491937e-07
G0s2,5.020321175462761e-09,2.0805930440720463e-08,8.474975523195021e-09,5.438703020416201e-11,1.964917983095841e-08,9.783534830713248e-11,1.1247141643958873e-07,6.798225849755871e-08,6.029623357745684e-10,8.605028025272703e-09,7.098944119789162e-08,8.1235104029522e-09,3.2783675770398755e-07,8.109815943339818e-09,8.465511459605201e-10,9.657926383820708e-08,3.774166721815054e-07,6.178195125621567e-07,2.4616693837234326e-05,7.018402544574264e-10,2.5653956068777155e-10,1.737416467388284e-06,1.761292121088813e-10,4.03079757902554e-09,1.054918314925656e-09,3.650672191871283e-07,2.370092430692967e-09,4.007100508143904e-07,1.5323281600667897e-08,1.6386955778083104e-08,4.31099911761808e-09,9.689409491750034e-10,5.205794652478751e-09,7.651092645390606e-10,2.554793870755293e-07,2.1894446720431636e-09,5.58765379157974e-06,9.123411544685486e-07,3.0449269038099683e-09,1.6674120788715155e-08,3.193861144100363e-08,4.159184819166805e-08,1.2488623357738039e-06,6.077065849990804e-11,2.2899443161671082e-08,6.425797962218616e-07,3.3221733385420614e-09,3.846912912463086e-07,4.118735015829351e-09,4.311322358786279e-11,3.881818135381371e-08,1.9129698998603964e-08,5.5781385087849534e-08,5.72555691461155e-08,3.847642026398568e-07,1.337821179748748e-10,6.791989430258889e-07,4.441003935680636e-10,1.1804745686861952e-08,1.2656743517479116e-09,1.413330578398217e-08,7.819704030840564e-09,1.8851139917752462e-08,4.3813605085916955e-08,1.0502287652473655e-07,1.0516189477145147e-07,1.3440008410289175e-10,2.4953458515826666e-10,1.5567709138425336e-06,2.128047155222889e-06,2.325294059498071e-07,6.287487230204011e-09,3.8743398421092046e-08,8.050276191771828e-10,1.2326726025532268e-07,3.675770863179387e-10,8.539158116103747e-10,1.0744408866693801e-07,1.7945151285824892e-07,9.925147351916594e-10,2.9789596900217553e-12,5.776470493302056e-09,4.618774457720403e-09,1.3327146475509702e-07,1.0090129722084271e-07,5.682573607737506e-06,3.6363986784442477e-06,1.1532084185019583e-08,2.1826007957585897e-06,1.2755841056979704e-07,1.4995728673667207e-07,1.1277433438973088e-06,7.048625468136114e-10,5.736403083987864e-09,1.2290259961687771e-06,3.190942410068419e-07,2.852961287678236e-08,5.664670116554588e-08,2.0979863691727676e-08,3.6367546798955466e-07,2.0227555135839436e-08
Cr1l,7.696984032466743e-06,1.361100383782323e-07,3.0020461631523827e-05,2.1344612811279705e-07,0.0001430054175826859,3.121636233379788e-08,0.0006265834907150069,0.00013183906816245964,3.2964374289884635e-06,8.323828639121803e-06,0.0007990448079961901,3.3227779545091626e-08,0.008581748804272201,1.0876743587034368e-05,4.757755117207559e-05,6.677384875322859e-06,2.3268494957366662e-05,4.1278283839553426e-07,1.8306106146487881e-06,4.6409853255304325e-05,2.080753909296681e-05,3.7636292697157255e-06,5.340478501338323e-06,2.3724171390954915e-06,6.136191354538304e-05,0.0001878766563350224,1.2980347128748546e-06,0.00021725618779660878,6.748226058255068e-05,1.7902585471653685e-06,1.7665846171292754e-07,2.061799535520547e-06,1.7179986195783347e-06,7.436670234613906e-05,3.8182609437842027e-07,0.004332558090485904,1.0185816544614464e-06,2.576229418107367e-05,5.892155475916534e-06,1.1976275555861254e-05,0.000565054344851398,3.7249248285049654e-07,8.869055971064267e-07,7.238924526875882e-05,2.5415121388193032e-05,1.3064472077740656e-08,2.642663663217586e-05,1.0979110901044109e-07,0.00014877905842840858,5.0427327547474356e-05,1.806616200883267e-07,2.8751567867199786e-06,0.003135800874942256,6.092205272061511e-05,0.00014602037365398583,0.00011214834807923537,2.1059358160946245e-06,1.108875206829989e-05,3.2230862705199335e-06,1.5656365168112583e-05,2.4716623458427204e-06,1.0299907914796235e-05,0.003090175630079859,1.0312293945984606e-06,5.226385189552728e-05,1.0383201882037966e-08,3.479953726105018e-07,1.4654654576041335e-05,1.8187766585801217e-06,7.901903861122454e-06,0.00015677504556819573,7.54019981972892e-08,6.298863331947482e-06,6.397377908321609e-06,2.556348366206503e-08,0.00034674786002210036,1.72169717973845e-08,0.0004635722181135439,4.0234702993666377e-07,3.3116169845472955e-06,3.983393158035941e-06,2.4358885344343715e-05,1.4210735329965134e-05,0.0011899454210762836,2.8823942532143776e-08,2.970233226561538e-06,2.7500183749580627e-06,4.37213417352583e-06,3.1414902545307046e-07,4.220498252277248e-07,7.987034823458122e-05,0.00022728481566374126,2.454730972291605e-05,1.2530515729457228e-05,6.528495819450135e-06,1.4750165679037524e-05,0.0001500238625550506,0.0012295536704895254,0.0002870838637728524,4.341839218901819e-06,8.11286625012213e-06
Hspa14,6.4991610664697005e-06,3.511275360837254e-08,9.151512359532558e-06,4.168616911158941e-06,8.176850394694356e-07,1.315897160091027e-09,6.978835557633107e-09,3.928658279906879e-08,5.24006474010381e-08,0.00016638495896872797,2.643347982773198e-05,8.471262456221428e-08,2.410812188790145e-07,2.9820591398540395e-07,2.864329017426854e-07,3.456317047710287e-07,2.983915725702506e-08,2.358246453350247e-07,6.013063042930136e-06,1.5132232026960305e-05,4.888637174156704e-07,6.524062705927295e-05,3.545520501124719e-08,0.0004943765664638433,1.4361989244784047e-07,4.1826650451129574e-07,8.958827545412245e-06,1.2521397593031059e-08,1.4793578006272558e-08,2.379958988483654e-05,1.0558218047541323e-06,1.5031640786727828e-07,7.774544245872872e-08,2.099527705470869e-05,3.343453269151584e-05,6.96679957200958e-06,1.3044033520629305e-09,4.410102836138532e-08,2.493911481412689e-05,1.1792374719828519e-06,5.287144602225944e-07,3.8537461400368545e-06,9.439794524486853e-11,7.494322362517271e-06,1.5618454892435583e-07,2.024836146721076e-05,4.977658458129985e-06,4.948696256488145e-09,1.532193652653048e-08,4.916676520091432e-08,6.270039774998865e-07,6.996434305036791e-07,3.879191215978777e-08,1.0002589676129815e-06,3.3377829014571983e-09,0.0006056317602932953,1.0184383000658584e-06,7.972638534717029e-06,3.6167822249610244e-09,2.104456026949358e-08,7.445954773197118e-07,4.64663862055078e-07,3.0064279054352924e-05,8.095187874368468e-11,6.634854154915041e-08,0.000658898030445198,3.3002836793040624e-07,1.8988968199050553e-07,8.686070199753465e-08,1.2459091544247864e-06,1.4870295842536716e-06,3.1408673509922165e-05,4.1876074820025525e-07,1.3826218755810119e-05,1.7368026780944894e-08,1.520158737329955e-07,9.640450056601297e-07,1.3747766446919577e-06,1.5834785537465163e-07,9.22710363575921e-05,1.152102696517337e-06,2.7323829970678257e-05,3.8541292217700037e-07,1.3549227162574674e-05,1.945179393256699e-08,1.4182347166563142e-07,1.595029956313538e-06,6.93158526968793e-08,2.5266187757440614e-06,6.051693324744773e-10,3.16926294952274e-08,6.516300867676786e-07,1.2528412704834844e-06,1.7301925560820427e-07,1.3429744348174951e-06,4.0814789391971975e-06,8.315182732801473e-06,5.738607598627876e-06,1.0031338830905814e-09,8.167458064312719e-06,5.778592188612404e-07
Cdc123,8.146917273529354e-08,4.136183898658325e-06,2.0003265181987554e-06,4.160221614749316e-08,8.030415841169623e-09,1.5463147835673848e-07,6.498174472519352e-06,1.1004294452445828e-05,2.3100850610911913e-07,0.00028479016026895267,1.3891466909182986e-05,1.6607661529401135e-05,8.786639577926995e-07,6.19902572788857e-07,6.051820323714202e-08,6.010910801165703e-07,4.5265952665832615e-05,2.1829324645999734e-07,7.944160979226573e-07,1.814501483985636e-05,9.576117708912805e-07,1.3403525150234884e-05,2.6733612298847466e-07,4.046272847351917e-07,2.5174113504547785e-06,7.942730967221842e-08,9.31782007596186e-08,1.0499775219231648e-05,5.164657055773399e-07,2.76992541653681e-07,2.596555311727684e-06,2.5966180112987723e-06,2.0293983665429207e-09,6.020949343503631e-07,1.6019398694260133e-08,6.808324185271832e-05,2.33740807511332e-06,4.964973744615285e-07,1.346059380735893e-08,4.107119267118595e-06,4.0878333521463694e-07,1.7686878466307828e-07,0.00018538648553439156,9.029392134431972e-08,4.4006625862574683e-07,8.086461830388457e-10,3.2555476158076083e-06,2.18590375641948e-09,7.443640353946793e-07,9.902117091693965e-08,1.6532579425614647e-06,7.705080578090998e-08,2.074448953281947e-08,9.956831882435723e-06,5.143675409793017e-06,1.0627203084071253e-05,7.161727326108056e-07,3.180633089084114e-06,2.0864338438987966e-08,2.0664607504169386e-07,1.8983254019887475e-09,1.6623758683670485e-07,1.0168750908305444e-08,1.5885046445388574e-07,0.00034455589332898866,2.3009001760280818e-06,3.2869511237598236e-06,1.0659823025886287e-08,1.61396165309943e-05,1.2169858863003646e-08,5.36296676313026e-06,3.571433716812333e-07,2.690793894769009e-07,3.019388818210866e-07,1.6738578402892366e-08,9.352621775249484e-08,5.122422091526689e-07,2.6237957880255255e-07,9.539842750855093e-06,4.687227131867512e-09,4.1142418240343104e-07,7.148390780148128e-07,6.3033258458508355e-09,1.2975375276790031e-05,3.7037697834297784e-07,1.2213632042648084e-09,1.7001537503553434e-07,3.651543282651214e-05,2.3781130848632837e-05,5.270633359060247e-05,6.605068372360189e-06,1.217474923070062e-06,1.1780371966455264e-07,2.2746924351278916e-06,2.088742869407586e-05,1.01079187117616e-06,3.2921575122070124e-06,1.6749021120717935e-08,1.9341143727317154e-05,1.9124331572968926e-07,5.58778392846955e-07
Sec61a2,5.469619490602193e-07,5.216728185433591e-08,2.1661771686687732e-09,2.488690631430214e-06,1.0350419403998565e-05,3.6041155462815603e-06,2.263820059549455e-07,6.968134680863131e-11,6.090296148879192e-08,4.256733899330737e-08,2.937182002690234e-07,3.256501358470972e-06,4.1572840252685086e-06,4.922246449027008e-08,2.1846685993264926e-09,2.910064676161368e-10,1.2456801339071039e-07,4.3959966520390375e-07,1.0625777961317308e-10,1.1321309474680319e-10,5.217243921970808e-07,9.79517709533371e-09,4.892548790782572e-08,4.441485239419931e-07,2.142693728199654e-09,2.0318523491685115e-07,3.031257598049049e-07,1.172319702692335e-08,2.883843531983506e-07,2.50255206812136e-06,4.1072536709378615e-06,7.868049040352087e-10,2.992060063376928e-07,7.06521791875055e-11,1.7911949454761923e-09,5.423503990220082e-06,3.018461811401546e-07,1.8393850582544816e-10,8.579924132550776e-08,0.00012556560676223245,0.0001275854769522165,2.520780559571763e-12,9.165485987802138e-08,4.6984623961885154e-05,4.4171102935382983e-07,2.2564265177738767e-10,1.3634112774586034e-07,1.8881724688121134e-06,1.8143069551167827e-08,5.607847643861948e-09,5.749428027797853e-06,3.8073595788934495e-08,7.790802428998376e-07,1.8788364263151798e-06,2.285724475735026e-08,1.5827911827494964e-08,1.0813195994952716e-06,3.3436869656681827e-06,1.4276938206768153e-08,2.2261174978393976e-08,3.4223541716581615e-07,8.186537353376622e-08,7.392151631516477e-08,6.446439009022467e-06,5.834720174691527e-07,4.731978227291367e-08,2.416593941572358e-09,2.4790094523039032e-05,5.625511513286796e-08,1.6385605585436023e-09,5.002979922562203e-07,5.796510702749486e-08,8.976691059604164e-10,3.631690753006454e-06,5.772130628631941e-07,1.0979969792074789e-06,2.5119428587574892e-05,1.202773511589077e-07,1.4109764137991733e-05,1.20842879777026e-10,4.954793611191295e-06,8.12757353203437e-07,3.8124707001898824e-08,1.8097373785131577e-07,7.913947463032633e-06,3.0443309053265266e-07,2.1986945609238034e-10,1.3395883173131874e-06,3.482397048223552e-08,2.31027386070203e-05,6.693203752534272e-07,5.254871992868838e-07,5.674263957296106e-06,6.82923250563453e-09,1.1452195649921121e-07,6.815779762871444e-08,1.1133496408512438e-07,5.223421813632094e-07,3.2747199390146523e-09,4.285576820908394e-05,1.9207948638408346e-07
Celf2,3.058911356131097e-08,4.5654415704597295e-07,8.281106422249206e-07,1.6992558595320964e-06,7.341064714652426e-08,1.5828621481371853e-06,3.781362797507763e-07,8.116094052813542e-07,3.038779050168384e-08,2.164980145750851e-06,5.828277349270664e-06,1.3041833665326069e-05,2.1073074410527561e-07,1.5743835290563322e-08,2.5725080175184567e-06,2.818525276181506e-07,4.4273892947996115e-07,4.886825566109627e-08,5.171843428238723e-07,6.47218448949773e-08,1.7836927759207349e-06,1.8208180529513794e-08,4.462830469100173e-06,5.881910669834807e-10,2.7538391942124822e-05,2.0382694240063816e-07,6.317655606915734e-09,8.149159723974751e-06,3.585281665165205e-07,4.0303688831853217e-07,3.32616486475915e-09,0.00011239613431864303,1.3774107915929093e-08,0.00013946989492622167,3.31564706168863e-07,2.3249409103985e-06,7.154970311571577e-05,7.187428574503708e-09,6.511868857009342e-07,7.692641723687505e-08,1.1376836556936726e-06,1.441852175482146e-07,5.28650321326668e-07,9.710856023990924e-05,4.4331837490613415e-07,3.532563327388922e-06,1.8406490229332225e-06,3.1638587945957167e-07,1.1794361298621563e-06,2.8638010593891114e-06,1.1261620376431405e-05,1.3146906176119643e-08,6.048591821078297e-09,1.400640349067198e-06,1.7552358620449155e-07,2.866421743622592e-08,3.4988161706812304e-07,4.611216675663116e-06,3.6359138439748847e-06,2.6607012793541256e-07,1.8502436196696716e-10,8.343550694250881e-10,6.856294282072242e-09,1.7668997032781017e-06,9.096766805640478e-08,1.7092550985801897e-08,2.7693293142334145e-06,1.1852390335183049e-07,3.422127717329521e-11,7.2052428672192e-07,7.213616543050089e-08,2.1246173632975935e-08,1.3857206369540953e-08,9.875970326230214e-08,1.2073594002209424e-07,9.566993209021806e-08,7.614656460252371e-07,1.3865106678807333e-08,3.852065472878578e-05,1.1863585840985859e-05,7.654608367175104e-05,4.7355845862769443e-07,3.308471289673058e-06,4.693062608655648e-07,1.8221752925833074e-08,4.828810148357782e-08,9.699833282183528e-09,1.8060419609726375e-07,1.3171175492279555e-09,7.965924504541987e-07,5.722673292041642e-07,2.5409337227430362e-08,4.008110210004622e-10,3.063959626304492e-06,1.5057056742419301e-05,3.261791538797309e-07,1.9637631482270094e-06,3.953017507130296e-07,4.725991545701062e-09,1.922859504899565e-06,3.8671901523190294e-07
Taf3,9.355728508123467e-08,3.663642513021718e-07,3.277233767567169e-05,1.4484136100195186e-07,5.543527551442691e-05,1.3978718533314162e-07,2.078253104821845e-08,3.083032779676744e-07,0.0007082777227469044,2.7999925478778417e-07,0.004355401923112295,1.250554624118865e-07,2.2676178779073358e-08,1.2176718599880811e-05,1.9640518572815124e-06,4.92952396510641e-07,1.8092392820596535e-05,2.6040362988964226e-10,3.860921577992102e-07,6.097631903125771e-07,1.8170138318084136e-05,7.2713068408849914e-06,9.275666247957978e-05,2.2042224159712886e-06,4.055136912399816e-05,0.00013012239582668015,3.101108108581857e-05,1.7966254090357353e-05,0.00019579971634495918,3.38675379412549e-07,1.6323072900644176e-05,5.805170402903378e-05,1.8905050144463644e-05,3.391030353775762e-06,6.045833884587235e-08,0.00012186587701883719,1.7300855285296975e-07,2.784364834923977e-06,5.171879664680816e-06,7.926296371524382e-07,1.1385521448652535e-06,4.411487365473281e-05,9.592753427977935e-05,0.00040097780868059623,9.076739413536507e-07,9.046914656642255e-06,4.649654219592676e-05,3.531552630742731e-08,7.090314834955181e-05,7.418873507138691e-05,9.400070578321243e-06,3.1976488426170266e-08,4.891524131664116e-06,3.457212750851783e-08,1.888533497828354e-05,5.410553490477706e-05,5.7383111208585385e-06,1.3048783013624746e-06,1.4409991647647363e-05,4.149521695316888e-06,2.783206788680006e-05,9.72626978343807e-07,4.8977267714332096e-05,1.894125761924949e-08,1.897055242322979e-07,1.4509506521800424e-05,3.9759745980017e-06,1.5783341577516256e-05,1.3198468544921697e-06,1.418319212430546e-05,1.1709734301000929e-05,2.049626014471066e-08,6.210385212361865e-07,3.4718244652475176e-08,0.0009035317093556737,2.593395350370191e-07,5.4353586498044305e-06,2.140668787420738e-07,0.0005999530242920195,9.154668864968795e-10,5.40447729384689e-07,2.3675362515594485e-07,1.6379414501828757e-06,1.8311352172307563e-05,0.0007029199526528507,2.674767801101983e-07,0.003357043659026598,0.0003255607679532055,8.019885447372503e-08,0.004312204523612521,4.215008780524688e-08,1.4766806655082256e-07,2.8870730015644932e-05,1.688218524906057e-05,3.641170573724024e-05,1.9109634950746315e-06,2.5819222061334644e-08,2.0938562482118845e-06,1.5150129890867336e-05,6.8721263827239514e-06,5.031701898172466e-06
Atp5c1,7.416765662270885e-06,1.1119084341125504e-05,0.0006041382883255148,4.5703608902981235e-07,7.059926393009526e-06,0.00010835316029130693,2.7462821633261343e-07,1.0044045301438914e-06,1.9584070576844564e-05,1.7083743888925507e-06,6.849209397698867e-06,1.3807593733490587e-05,4.432394279271042e-05,6.069151515317254e-05,4.959869169138061e-07,3.543945903840383e-06,1.3406099534418807e-05,2.68991856396591e-08,8.3245766759275e-05,5.84228673587963e-08,3.279869346227349e-05,1.0041925403053423e-05,1.0456204258689716e-06,3.161747510093066e-09,8.847988590687485e-06,2.5410038439680506e-06,3.032772415957767e-08,1.4020719993636715e-05,1.974469113019772e-05,4.3571402204528583e-07,0.0003901298205551134,5.464987738676763e-07,5.9261225418887544e-08,3.3859854035860244e-07,2.3150462115079574e-05,1.7555425350680214e-06,2.14526904229109e-06,1.165332401693266e-06,1.927409304329574e-07,2.990403095265672e-07,1.360340938416588e-05,1.2694991394612198e-06,2.7513930215362507e-06,5.12933009795912e-07,5.187482876231225e-09,2.7790677913377954e-08,9.088809269915346e-05,8.643088910308085e-09,8.770478568355061e-07,8.713800948757721e-07,3.6227224971399024e-05,0.0004920802979779445,2.3537610997679924e-08,4.217556725845839e-09,7.513279935632616e-07,2.0860665385102424e-05,9.332286201022574e-07,3.24525452215766e-05,3.1643145787131705e-06,2.7308391827432987e-06,4.152142502066977e-05,4.810920793289754e-05,1.0394322554028645e-09,1.605928959713592e-06,0.00012021886745127992,4.491001396018179e-06,5.3668890114330315e-05,7.07885256445648e-08,5.944655496764059e-09,3.9629217319184835e-08,6.415875325851742e-07,1.966412262121682e-06,3.182282746557014e-06,8.343398731474436e-07,2.8766423782884925e-06,4.528814893568813e-05,3.38038571462867e-07,0.00012060555038449471,5.176798185907676e-06,2.643286452575707e-09,9.238535922664993e-07,1.8348333256315065e-05,1.5230144067495992e-05,5.154790065338326e-05,1.1882101069152405e-05,8.618762123971412e-07,2.4939294250492096e-07,1.8541501663695004e-07,4.363872206626507e-07,6.4470448925021e-07,2.5851425396511387e-07,0.00022700975344088948,0.00021162357083356304,0.00024405875184346939,0.0001489105674291079,1.332034203797946e-05,1.1050155036103767e-07,0.0006986555939808056,3.7345531400988685e-05,0.0005509912963216764,2.741116102139775e-06
