Genes,Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Avg_p_values
Pet100,9.028830089139118e-09,1.990926420629374e-06,6.862391901069894e-07,9.233582320590592e-07,8.380463184612955e-07,2.334129152172322e-07,1.5898449896828579e-06,7.50488686628901e-05,2.1716048196989108e-05,6.683466767017984e-08,1.3455207349239813e-05,3.072390901769419e-07,2.039999211064206e-09,9.267767795972609e-10,2.39752971053316e-06,5.575555076643493e-06,2.0473866095797455e-06,2.9455755542307846e-06,6.881870655551137e-08,9.9402587076755e-06,1.6377541970281024e-08,3.200983559342953e-10,1.2293592709040784e-06,4.492681201646255e-07,3.150265911625219e-05,1.0320924819400882e-06,2.192854514509261e-07,2.5856936015346816e-05,3.0058174886087854e-06,1.1707535424806196e-07,2.3789725967873563e-05,9.387037321400135e-09,4.1395821337291783e-08,4.630571141204998e-06,5.033505836252237e-06,6.091929719229112e-07,7.100017764457276e-08,4.991593491954326e-08,2.424830990616656e-07,9.629510764352317e-07,3.4217330426297336e-08,5.093818340248978e-08,2.2766104055143984e-07,7.483254008286824e-08,1.8757490726705852e-07,4.370327415693586e-07,1.3971992907533547e-07,3.3080185305245333e-07,6.913083563108364e-06,9.523070776944125e-11,7.602219455849422e-07,1.1950306244695494e-06,9.769844254805747e-08,2.242076844915556e-08,3.9303990584290945e-05,2.9625305714209877e-06,1.090129588752686e-06,3.394035967387817e-09,4.4962853659153906e-08,5.177857395481099e-07,3.305962701733382e-08,5.6818411986303793e-08,1.8992074863483114e-06,2.7850279331935843e-06,2.032368198316017e-07,9.615573156555968e-07,1.7217031103265365e-07,6.744119896765322e-06,1.802291223654787e-08,2.2030592829333634e-08,2.446910693514284e-06,1.1945120777662237e-06,1.4798612185151512e-06,2.0059835212335496e-05,9.865537287381661e-09,9.389787350040509e-07,3.213429770947377e-08,1.4443506645682133e-08,4.992542187039032e-07,2.706903979839995e-06,5.353776571127452e-07,1.0227309612588189e-08,4.821111809575412e-07,3.590448061991295e-05,7.800818020351032e-08,1.9899179096620175e-06,7.393497658612622e-07,3.776748934820243e-09,5.8596147389393406e-06,1.6250704684060074e-10,3.0059058513102343e-06,0.00014058759541663447,6.115763313277741e-08,3.4556568936772317e-06,1.2397715934870835e-06,3.0539524232259474e-07,4.312184339844397e-08,2.567631276102922e-07,1.4056589743820424e-05,4.4606520881745525e-07,5.444455884382434e-06
Col4a1,1.9130028286841332e-12,1.3774776052737425e-08,1.0248210917550516e-07,6.353051942313172e-07,4.150917528163129e-07,9.501749572125855e-08,2.8863701084299548e-08,1.380627185997812e-11,2.1314587604701382e-10,2.0406806120454444e-09,4.498552304060498e-11,8.913357092553684e-09,3.5972855266631967e-08,4.708196548574233e-06,4.4068984897736026e-09,3.062993500272869e-09,1.7204819159038826e-08,8.309668809297427e-10,5.835961947020367e-07,8.228991687823815e-07,1.6318673831542493e-09,5.808331286610439e-11,1.639776527444976e-11,2.6826832099300494e-07,2.3634325450184522e-07,6.858370901279908e-07,3.817532798709456e-06,6.260643295392634e-09,2.984086324002018e-09,3.1039796574755004e-07,2.371784519965973e-08,3.335763856601885e-08,3.466824798732463e-07,6.63155106426262e-10,6.93806470768697e-09,8.112465727947278e-08,1.9123208591775635e-10,5.398253729597262e-10,9.420212158940925e-08,6.898091187067842e-08,2.1558635203301025e-06,1.1558753326940853e-10,4.940614283524494e-09,1.128622457006218e-11,6.754932877657248e-09,2.2529292416417003e-09,2.5304498558106362e-08,1.1288116037159731e-07,1.4004566650606425e-10,2.6188373148343034e-07,9.931677571855702e-08,2.047666792548193e-09,3.5199473815872066e-08,1.2191789481818138e-08,1.0970809146188519e-07,4.1041298078874006e-08,1.241950544220585e-08,4.0462719635400365e-08,2.0159266322436317e-08,3.9594388254073596e-08,6.939340212906228e-09,7.181298584088254e-09,2.1828636741232973e-08,1.637419656170219e-07,2.1610227559929183e-09,2.4761396255869082e-08,5.168452768671006e-07,4.2863132041889053e-07,3.251273137212458e-11,2.5557017469481942e-06,1.425647458824717e-07,8.901958019156302e-12,4.1049479043097014e-11,1.0776720421068384e-09,1.9720418349747683e-09,1.8037948790911146e-07,1.4333623530407302e-06,3.2185881998440384e-08,1.3177441272592402e-11,4.652828716562653e-10,2.4333518212893242e-11,5.3490195663494724e-11,4.4630140240634836e-08,6.853734908278661e-10,6.089787007038885e-06,5.035646901862724e-10,1.1211827530667205e-09,1.8695957797527472e-07,1.5022244816547942e-07,1.6678082207166098e-07,2.640015053270096e-08,2.25473173863669e-09,3.9833785900649973e-07,8.968552655387089e-08,7.837312570066991e-07,5.5310041349887625e-08,1.5139597014821488e-09,3.752829079685509e-09,9.279009795145647e-09,8.549643368358159e-07,3.0831843837532003e-07
Gas6,1.0041203300859716e-12,6.771329601090666e-13,3.063596638844007e-10,5.469042240840716e-12,3.45472555053254e-11,4.5731526546674563e-11,2.6492702323438163e-12,2.5056854812849683e-13,1.2031021515283893e-10,3.044717556932145e-11,2.7487344657956098e-11,3.181801090501857e-11,4.59158695223122e-09,2.2223720778721245e-13,8.590959991108368e-13,9.813499067735274e-10,1.2633654991868868e-13,1.0019455272667148e-08,1.274102790163047e-12,1.8364257986620673e-10,4.048499893283425e-11,9.953374079418066e-14,2.3799634915687416e-13,1.514497922860968e-14,6.716155929729051e-11,3.466152530945221e-11,4.384008604554847e-12,6.71241706116942e-11,1.0608770372439097e-09,6.931025900980691e-13,1.8214933865045718e-10,4.317684853992031e-11,2.553693358030742e-08,1.3949129205485609e-11,2.5058547092735683e-13,3.168417012109712e-10,5.969253481312368e-10,3.4553191102049916e-10,3.8315194727760697e-10,1.1350829067552046e-10,1.4736010989734957e-11,1.6777330300619213e-12,6.571516776201159e-12,1.1959386687645317e-09,8.546874379336278e-13,3.126974759254572e-10,8.684907201862199e-10,9.180085190497413e-11,9.650972565878774e-09,6.125092451592993e-10,1.9528684879075603e-11,7.612095766762958e-13,2.2088081830160834e-13,2.8565268738117433e-12,2.032393225977055e-11,9.906419038828641e-09,4.043984614883845e-13,7.45476614807978e-12,2.8727828094080825e-11,3.0644326071544215e-11,4.4882033048783227e-13,8.297564199987043e-10,1.271197581131284e-10,3.3192568268779033e-09,8.990379859971408e-13,1.2077220101032488e-12,1.2067278149008253e-12,6.345245405443559e-10,5.192939270561164e-11,6.748941513327186e-12,1.0877128115725682e-09,1.5990571245128835e-12,5.865546341082213e-10,6.618912048143638e-14,8.238200957879197e-13,1.40957199301542e-13,1.6050255514521615e-10,1.2625282893575286e-10,1.0888552585642605e-12,3.256288612189898e-10,5.792870967335566e-12,4.052926827050092e-15,4.1269691139238725e-10,5.81527454576989e-13,1.2517962786002683e-12,5.2084983027946055e-11,1.2800450976198002e-10,1.7146121985560604e-11,7.370276741912655e-11,2.3440297591703694e-13,6.126784973714704e-12,6.429493421694099e-11,3.1184910513496436e-09,7.5429684696652e-12,8.505533445952974e-14,6.378951683123688e-14,1.5612402580110283e-11,1.0163410729963801e-10,6.119782473545072e-13,1.0835341493700215e-10,7.934480182562138e-10
Upf3a,1.321093425611866e-07,1.0331522342858674e-07,4.343779361437563e-10,1.7466805029283936e-10,3.347548220482674e-07,2.604881844957733e-07,3.3401964333774195e-09,7.189054017159132e-09,1.2849910834914617e-09,5.036467460420867e-08,2.836747945819909e-09,3.400522891885261e-08,7.804888137552352e-10,1.915678448717947e-06,5.184465436358728e-09,9.231959503533626e-10,9.629836288919897e-07,8.609728546039053e-11,2.0833451475044584e-07,4.2279208416776904e-07,1.3498761456679513e-07,2.1429676145507833e-07,5.842880105785462e-09,3.345364882151825e-08,2.0778678726507673e-08,2.5776902915826416e-10,3.6235895648450464e-08,1.24981143895172e-07,4.965979705425133e-09,4.0769730259540286e-08,3.383691198954691e-07,4.924741426723833e-07,2.3549520576970585e-06,3.457361941024797e-07,8.694988795899724e-13,1.1808616406290985e-07,7.710930683921429e-07,9.871413257378064e-09,1.6302196059334417e-11,3.4975571451985907e-08,2.130671318246537e-11,9.889228778064528e-10,1.3431054543280678e-08,1.1842634783979275e-08,1.0944740004860759e-15,7.582502978280549e-08,4.868787066315187e-08,1.4784093804593892e-08,4.7424282655484214e-08,5.044712726342655e-08,7.27651620942617e-06,1.0953366822505715e-09,1.8431844323829047e-11,1.5481962888246878e-08,6.3095097022505e-11,4.193444686061985e-09,8.841018143729008e-07,4.97540131966082e-08,2.9606383657446196e-11,1.2897157570352032e-08,3.840307482828379e-09,3.903934599975102e-09,4.960830901060777e-12,1.2085917096288468e-07,1.373306882731923e-08,3.6379560917933303e-10,6.121391305740334e-10,4.521498271750655e-08,1.9767908234742283e-07,5.898149963476941e-09,8.678357532507528e-11,5.954370667262728e-07,4.257491426151364e-07,1.3746604538902902e-07,2.453742631037735e-08,3.98806102099407e-09,3.176942081152282e-08,5.626896403888793e-10,2.0077854967357053e-07,1.1673142543774781e-10,1.5134846102177598e-10,2.1524238615250834e-09,1.8549674310183412e-06,1.0226257424615405e-10,7.056436062609378e-08,1.0457793639830404e-09,9.507934591152478e-09,2.612945491404467e-07,2.1700705556142054e-09,1.5092535377713912e-09,1.7706320178989704e-07,7.004694417224051e-08,7.719090023550706e-10,6.399735387926435e-10,7.922180581877327e-09,8.855357310485229e-08,2.0834702321610054e-08,5.370276385865185e-07,5.600964330654968e-07,2.0632322299594253e-07,2.3722155539857104e-07
Sfrp1,1.491455727980673e-10,7.552852318670126e-10,6.421638462078217e-10,2.051210265569838e-09,7.674356707716929e-08,7.687139107031992e-10,1.0956048819388671e-11,4.687889577957212e-12,6.0454986512942836e-09,9.564245704315513e-12,8.475434682719852e-10,5.248011718089403e-08,1.2272256114307445e-10,8.361129690626465e-10,1.0974869944800817e-09,5.137205356524661e-09,3.206721050594546e-08,1.7397423679930652e-10,1.2768938870051194e-06,4.1156090506942015e-11,1.6008556873794713e-11,1.4397954177669819e-09,9.001043063749672e-08,1.886920700275342e-09,1.3608986297573426e-07,2.8384667495487995e-12,1.1780181744570189e-09,3.132663366865306e-10,8.767009896618567e-09,1.8717327276916963e-12,3.907839741448663e-14,2.835544514650499e-09,1.9006234865099866e-11,1.834556052857028e-08,1.2312808541525389e-09,3.257661089942695e-08,2.154741753300502e-09,3.4655051234527573e-10,8.93734593840726e-10,4.644925654097322e-09,6.912001081227634e-10,8.38207346629334e-11,4.0001592949873947e-11,5.906809988231414e-11,3.3217728477281044e-10,8.018007252766753e-09,1.308736810487879e-06,1.7973309351483468e-07,1.4549846724102238e-10,1.2968064908918614e-12,5.6941450436380606e-08,5.078560981120564e-09,4.399676570234313e-14,8.816488256180424e-09,9.530391658423092e-11,5.644197807735531e-09,1.9469273019667763e-12,2.914719703700498e-13,2.5208212091395913e-09,2.047623112583885e-10,1.6340582937661764e-09,5.124118355803123e-12,1.8998323142782056e-11,1.268455183737608e-07,4.363570952873248e-09,1.538269446363543e-08,7.658326734189273e-14,2.0538629435897427e-07,1.1358822886244984e-07,5.195944868040177e-13,6.214798463862918e-09,8.666863744180656e-08,7.966238156494328e-10,4.486114209704388e-08,8.00006240534569e-09,1.0740780363146428e-09,2.181468375375645e-10,1.6951577115940928e-10,3.761497243956473e-08,6.165243126513879e-08,8.58829946169301e-09,7.150607959842705e-10,8.63480246374031e-09,3.676409243468423e-09,3.2439274696752564e-09,9.292639979851736e-11,4.267791198224883e-08,6.63138441283214e-14,5.761556001439008e-09,1.1200446917589678e-08,1.8530420242880603e-12,2.02477453620398e-08,3.843530936827284e-12,4.8039875764921484e-12,4.358164168682074e-09,5.108077608665645e-08,1.0441442558382697e-07,3.5345849997142e-09,1.6469806913547528e-10,6.791220296800862e-09,4.3264660829665465e-08
Hook3,3.2657723333792975e-08,3.2317549619830063e-10,1.0616276069831016e-09,8.792950788113617e-08,4.342152835448048e-07,3.057511125589759e-09,8.477454161412916e-08,1.468042984341027e-06,8.055482935632104e-10,3.122288232664636e-10,3.525374530550678e-11,4.282041946541767e-07,1.942893739772105e-08,7.632333824262196e-08,2.3651577465094512e-08,8.757658894411297e-08,9.037424402939252e-09,6.184124712280464e-08,1.736405171233748e-08,8.534457727430647e-10,4.817528586191641e-08,2.5477457750640725e-10,1.0157872229314057e-05,6.500582921070007e-07,1.7042363560772367e-08,1.635826311942648e-08,2.2070790124464827e-07,1.8020317960066884e-07,1.3776825244308423e-06,3.7677799124418646e-10,1.2290231796378046e-08,9.271525719771549e-10,6.034579260086343e-08,8.606476549718653e-09,1.1110883943013516e-08,7.991704776583068e-09,2.2227567929967576e-07,3.4460011714088195e-10,2.8392899883831454e-10,5.187500809077841e-07,5.118841768063642e-10,2.1073022998395674e-07,1.5047199905720376e-08,2.610099258323123e-09,1.0486450077594403e-07,1.0157766323531774e-08,1.0175354666475494e-06,4.490898788786591e-11,6.328079370602258e-08,4.0437914033852294e-08,3.393786880849193e-08,1.0602057379316072e-09,1.5752746911003947e-08,6.18231764343381e-09,9.648066806144434e-07,1.2086051494072116e-08,1.313481244959974e-08,1.419655547746668e-08,5.309843137501087e-10,7.289359781185446e-08,1.2166383613421963e-08,3.033949534369826e-08,7.924537778540235e-09,1.1517555530239731e-10,4.2250204093024416e-07,1.5169444688001609e-06,3.6692703457666206e-08,6.979339633049341e-10,6.239129870837897e-07,6.61236789229901e-07,2.252796042155133e-06,3.798040716510114e-10,2.8991019063282196e-08,1.9216930719912266e-05,5.0524835686511443e-08,4.764215946723999e-09,8.26479975443098e-09,9.549630948713909e-14,3.892051408590559e-08,8.32459906220497e-07,1.933856397331663e-09,4.205568082971185e-06,6.762491819696945e-09,1.3642365120766632e-08,6.756460807255802e-10,4.7565041275407245e-09,1.1615796289612581e-06,5.1874033599308665e-08,2.632834724921765e-09,3.864437448065006e-07,2.606969443749768e-07,3.0008811076994396e-10,1.0455781969713394e-11,1.9526461838114875e-08,3.9874913305135957e-10,1.020453326156004e-08,1.061594648765057e-06,7.039880010107976e-08,9.910405851803855e-09,7.893251464456153e-08,5.204336415857296e-07
Adgra2,2.254225585932338e-09,1.312765464612535e-09,2.3044342971346963e-10,4.068457618887783e-08,6.712988164604656e-09,1.4663922257445112e-11,2.47645985933189e-09,8.502673386464156e-13,6.384322713107362e-11,2.368075922153084e-09,1.6888989954037533e-10,3.0670004444244977e-14,3.319089976752707e-09,5.047073379459159e-10,7.066815255018195e-10,4.7304900428172275e-09,2.407755185857518e-10,2.1838508215056236e-08,1.5458761743092273e-08,4.601446911861828e-13,4.81569955263168e-10,1.6672750627367544e-10,4.037521977532974e-09,5.950899947140116e-11,6.283470754703275e-11,1.0646784621235491e-10,1.0727287086859534e-08,5.11981877552427e-12,1.7638127636458642e-12,4.63755212653356e-10,8.687864118471586e-09,1.1361183751159465e-08,1.7869598891632296e-12,1.335525028889792e-10,8.099901047006778e-10,4.0594571890417453e-10,1.0693420564157358e-08,2.1838794258198984e-07,5.931193431697599e-09,5.5026673095317895e-09,1.962421770095893e-10,8.66775542898204e-09,1.3984626014606433e-10,3.952671429327535e-12,1.752125332423702e-12,7.007367856702872e-12,6.2225579558896e-11,6.713893615565443e-09,5.1266651692753375e-09,4.618521654048304e-09,1.7284641023815184e-11,1.4826885452462487e-11,5.384287577731835e-09,9.842920351633523e-12,6.154357516176264e-10,5.474202557083823e-13,2.56020770979995e-10,6.96984810017609e-11,1.0024206643483898e-09,3.261422463260809e-10,3.2379138437957695e-10,2.345459424327278e-10,4.1375180262919396e-11,2.7312397442414554e-08,7.73022956028868e-09,7.848978304019078e-10,2.6783499100479283e-10,1.3274754134774968e-11,1.3833849675065409e-12,5.5487524411961276e-09,5.1965094346318486e-08,2.5058586490363728e-08,2.2794914204132483e-09,1.1825531225104621e-11,1.0023027063485439e-07,4.212056122467796e-09,1.8094851903034474e-08,6.913758479396287e-11,1.5070321263329049e-10,3.0398787042400807e-09,1.4308239648179073e-10,3.6601514454124837e-09,2.8405523944283453e-11,3.2664861810307476e-09,4.651368870297211e-09,6.796049586386329e-11,9.95475663853068e-10,2.2242212043977352e-10,6.501706288400515e-07,8.413470243037203e-11,1.0891345528320236e-09,2.0315001350809366e-11,2.60932050986415e-09,9.382408961827186e-10,2.7287463041894704e-07,7.457462180643587e-10,3.2169061772337874e-09,1.0180911606263139e-08,1.4661343273172934e-11,9.856629326454409e-12,1.6167099789359487e-08
Eif4ebp1,1.2006784184382148e-09,1.5114822135202475e-07,1.349708191115814e-08,1.0606573239653532e-06,1.0338661189621352e-07,9.668783926431664e-05,8.998752850215515e-08,1.4302825223750206e-09,2.6848415849991335e-08,5.51303221488995e-07,3.128181207613138e-09,2.4820753489759586e-09,1.4133442805199922e-07,8.646577853624874e-09,5.0525752091677636e-09,1.4623242268589911e-08,2.552765217308602e-08,9.253282660309449e-08,5.925326230681741e-08,9.388208449520678e-10,2.3047632245701015e-08,6.7278272711944066e-09,1.7155308640907117e-07,7.238682579262054e-08,8.422708337809592e-07,5.525176036619562e-06,4.681378754490555e-08,8.329040881646599e-08,7.283086767531262e-10,2.7930213662807457e-06,1.5330213630561018e-06,2.1387914255555848e-05,7.90547430097528e-07,3.1010475947617954e-07,1.161122913879217e-09,2.6261991890177336e-08,2.6476574370177404e-06,1.4562735441828741e-09,1.5621068296069594e-06,5.061056118517193e-10,1.5834931047154666e-09,9.174452704775602e-07,3.8172574200550334e-08,5.020656634364582e-08,2.0628895323459416e-07,6.417855019338458e-06,1.996869362115847e-09,2.163612109858167e-09,3.2765181304655984e-08,3.4977557881087324e-09,4.8531157715014816e-08,1.681744454340589e-08,3.222961533200072e-08,8.843950437125817e-08,0.0003554383110469301,1.0129019580204862e-08,5.804569045651217e-07,9.551792271187527e-08,1.136659230012067e-06,4.025182250144703e-07,8.688618875336108e-09,6.591854446458077e-09,3.9357716349769465e-06,4.577487682409251e-09,1.9780721475740837e-07,8.476896319120102e-08,1.5587951854501064e-05,2.237203901098386e-06,8.605633011040246e-09,2.343124260712528e-07,7.592712233088781e-07,9.381708584472305e-08,5.8520422200914795e-09,3.5524925321192215e-08,2.3387273534088921e-07,6.941787382990192e-09,1.523892016071587e-08,1.6676205060366392e-09,5.244478781792362e-10,1.4873920688922487e-08,1.5691307080078707e-09,1.706172899469474e-06,3.060248824286226e-06,9.864459018899326e-08,1.748512037802283e-08,6.283461877139767e-07,4.2699161866091645e-06,2.848303867635477e-08,4.828355686847378e-12,3.317741194950688e-06,2.930481810389944e-08,5.61648054427604e-08,3.254211318812435e-07,2.8822107107245022e-06,1.323918530911587e-07,7.869293218633741e-07,2.3627751549989904e-09,5.241696627572969e-07,5.923571658049065e-10,3.0234874649826163e-07,5.440325298016233e-06
Rnf122,7.017101685186252e-05,1.377146257797032e-06,4.800656027191543e-09,3.271581899949184e-08,1.5698300000107596e-06,1.6996733251896042e-06,1.2472934343381491e-06,1.5175289699762898e-05,1.350282291900716e-05,5.563651963006532e-05,9.912734573553989e-08,1.0454066963934886e-07,1.4436921716036847e-06,1.0653799687504754e-06,1.3839561013865356e-08,2.4794015808187047e-07,6.825258770091689e-09,3.0419652488990886e-06,7.055891517549114e-06,5.182108059135632e-07,1.8443055602404294e-09,3.3867764474891556e-08,1.8092785116852016e-08,4.4813211252706897e-07,1.4560409665856612e-07,1.1359357759258412e-06,7.890185763855073e-08,3.303790609924956e-07,2.4140113805294274e-09,1.9976955071189011e-07,3.98402273530951e-07,8.574922336422522e-10,9.0665948202451e-08,9.992796113885524e-07,4.095433389834171e-06,3.598790895142326e-08,3.5566125766775675e-08,2.1014719615147763e-05,1.7939953992255865e-06,7.176115508778105e-07,1.200279080186785e-05,1.9500429758596153e-06,2.494822225972201e-06,5.584558111095729e-08,2.1123585439682032e-07,6.183850971440395e-08,1.2154754682387942e-05,1.030140979132225e-07,2.2110806298797045e-07,3.5469638861902497e-06,1.313807409733876e-07,1.7019127556729487e-07,2.422528689718986e-08,7.389211669443807e-10,8.254836399619255e-09,8.622221132798852e-09,7.4921862252368375e-06,7.364033431830897e-07,2.785730766856084e-10,7.275199841840452e-07,2.46511628816076e-07,2.2311368536207547e-05,3.521299838998326e-06,9.98694827759887e-08,2.991143433373266e-05,1.4933611290257593e-05,2.931192292942855e-07,4.4951502445202683e-07,1.5706560576897493e-10,3.685276783911065e-09,3.740126693020608e-09,2.6142937932181316e-08,4.49551799653649e-06,4.475790372250387e-09,3.243526956407994e-09,1.3315380296552133e-06,1.5484655530332068e-08,3.052893563625516e-05,3.6644502918476075e-08,3.781548168644215e-08,4.255918571925579e-09,1.259308783299591e-07,5.134201776223426e-06,3.432284369373799e-07,5.049579594427103e-08,1.1947451160615012e-07,1.453402011791415e-05,4.3988671533319884e-08,2.004771310824657e-07,8.169634089765648e-08,1.1328449281092108e-06,5.95617451989025e-11,1.5068460218556728e-07,8.860508998508769e-07,2.245073702366912e-07,2.1383032931631584e-09,1.8231321089885746e-07,1.1481573513711026e-08,5.023537244614276e-09,3.6323406287496346e-07,3.7954441804183545e-06
Tusc3,6.307558462154713e-07,1.2531443210309557e-06,1.266944066980303e-08,3.6896358177159927e-09,1.3436505301827874e-07,1.8344648677178006e-08,4.5578933083725073e-08,6.093797588716536e-07,4.6346787912801785e-07,6.07838011746761e-09,1.976035945847921e-08,1.5654104334483967e-06,1.0037210735271358e-07,1.0358076709406406e-06,9.357166342425476e-08,1.2581521023572458e-05,4.991901643656978e-06,1.251270810916183e-07,2.1529733544148e-08,3.880570512601671e-06,8.725751309866258e-06,9.138771326526757e-08,4.9521260657528166e-08,1.5741729673203712e-05,5.645559724580932e-06,1.2614985606063437e-08,3.937437118389898e-11,2.0654183715836e-07,7.19372729719636e-08,1.5776277709203243e-10,4.42075045238552e-05,2.3692221069654728e-06,1.8726919603800562e-06,1.3922543694754887e-06,8.174342988079273e-08,9.365668738215452e-08,1.1663811427519838e-07,3.2444774886939136e-05,1.0439724279109591e-07,2.6867176606432926e-08,1.6708754314229154e-06,1.852101858250266e-08,3.7869681569108754e-05,8.976576765978742e-10,1.548440966216259e-09,9.513155055306489e-09,3.42307336271945e-07,6.873517494718239e-10,3.307096369174133e-07,4.973093761675559e-07,2.7603693987899455e-08,3.7986773741780884e-05,2.0857040434967087e-07,1.6380768931313153e-06,7.85055992490887e-06,2.779324798199775e-07,4.326161480927221e-06,2.029109812891707e-05,1.6637153659112654e-08,6.440056675420333e-07,2.643317853737231e-07,1.1794787261008341e-08,1.0957172694611802e-05,5.320106202533849e-06,3.4914060607332973e-06,6.969380309862005e-07,1.4256245861114964e-06,2.2317227949375412e-09,1.7348221338839452e-08,4.2267815730192844e-09,3.0576402147044864e-07,2.789838876425104e-07,7.925292109436942e-09,5.031247154028744e-08,4.08000191395071e-07,2.7367706024401217e-07,4.5555511798655357e-07,2.4085999642943537e-06,5.530631811088319e-10,1.9010973537618506e-07,2.141133235144866e-08,4.067142659426696e-09,1.2341382078092012e-05,3.936427381726778e-06,3.679910571102928e-06,3.780045797101537e-08,3.514929522210096e-08,7.253382535825782e-07,1.5038087251967001e-05,0.00040840976503773156,3.9697446065776843e-07,5.949647860871398e-07,1.546880312085234e-06,4.8553501397762665e-06,8.381340048372778e-06,5.245710859688056e-07,4.813069394066778e-06,6.436288058547606e-08,4.585619625475995e-07,4.808332263995327e-06,7.521019158967818e-06
Mtus1,1.6357679004183228e-08,7.822418921503326e-08,4.984840305073933e-10,4.485539001851497e-08,2.3753043863889945e-09,5.257387989161446e-09,8.911546034872934e-08,6.249836690524735e-08,4.881568694871964e-08,5.914114838667763e-09,2.751873208544895e-07,9.888749092075972e-10,4.714953106579124e-07,2.2593385319205774e-09,3.664693446189365e-07,1.7216636022543098e-07,8.818890347945963e-11,9.949962636628583e-09,3.4518106832681184e-08,3.778789845267033e-07,6.349522270366588e-08,1.8184557532143075e-09,1.3865247442811588e-08,4.845499497094378e-08,8.363083432379983e-08,1.3151288486256832e-07,7.97069098734591e-08,6.765179388877343e-09,2.2895042193498007e-09,6.8212890125207705e-09,9.599328006765356e-09,1.1420159189868603e-09,1.394428577042709e-07,8.030563081387738e-08,3.2391366367699186e-08,3.40852001344302e-08,5.530211917932171e-10,6.801972204895152e-11,1.418536362144444e-08,2.498858076083245e-08,2.542709047957012e-08,1.0525166444051217e-08,9.74131854754311e-07,3.980299209591493e-07,4.397621231111047e-10,1.3598068265209362e-07,2.7656419377168757e-07,2.9980637637729295e-10,1.6592525243912458e-07,1.0007683903788204e-08,2.9430686320946054e-08,1.5563930675204703e-09,1.6518381683121919e-07,2.9507672142545408e-08,1.2294754561874884e-09,9.30056938703317e-10,2.5590736951743376e-11,1.5090868325502735e-11,3.5898174422955735e-08,1.7676227500328418e-07,2.5009467149927917e-07,3.478744203904245e-09,6.835756845835174e-09,2.845867791652661e-11,1.3989479771612842e-09,1.4856616395611178e-07,5.170896678638285e-06,5.366192964516502e-09,3.0154768923995817e-08,8.625700874951986e-09,1.236625483025237e-09,1.329495901351654e-12,5.47505474550098e-08,1.5756697734444564e-10,6.551930175490219e-08,3.803215305232776e-09,1.4629028595072983e-10,5.729309674483135e-07,9.857921153197895e-09,4.641442033080288e-08,2.338836221135089e-08,6.104878795111661e-08,2.0423757026744832e-10,1.878997588012685e-07,2.903607056606217e-11,4.261354787491325e-10,5.482079245566152e-09,2.9484119656401556e-10,1.2955549901302324e-08,6.896684913838916e-08,1.0980496310756102e-07,1.509790599119952e-10,1.5426024639689404e-09,2.891808065396905e-08,2.8523906499835156e-09,3.811441081878266e-10,2.5038200983398044e-09,4.472545412763704e-09,4.151556389561793e-06,1.9030551690537432e-08,1.6340079783491604e-07
